,key_7hex_6h,y_hat,y_true,y_hat_adjust,hex_id_7hex,timestamp
0,871f1d489ffffff_2017-03-13 00:00:00,43.0,37,43,871f1d489ffffff,2017-03-13 00:00:00
1,871f1d489ffffff_2017-03-13 06:00:00,282.0,289,282,871f1d489ffffff,2017-03-13 06:00:00
2,871f1d489ffffff_2017-03-13 12:00:00,372.0,361,372,871f1d489ffffff,2017-03-13 12:00:00
3,871f1d489ffffff_2017-03-13 18:00:00,274.0,241,274,871f1d489ffffff,2017-03-13 18:00:00
4,871f1d489ffffff_2017-03-14 00:00:00,28.0,37,28,871f1d489ffffff,2017-03-14 00:00:00
5,871f1d489ffffff_2017-03-14 06:00:00,241.0,229,241,871f1d489ffffff,2017-03-14 06:00:00
6,871f1d489ffffff_2017-03-14 12:00:00,355.0,359,355,871f1d489ffffff,2017-03-14 12:00:00
7,871f1d489ffffff_2017-03-14 18:00:00,339.0,264,339,871f1d489ffffff,2017-03-14 18:00:00
8,871f1d489ffffff_2017-03-15 00:00:00,36.0,33,36,871f1d489ffffff,2017-03-15 00:00:00
9,871f1d489ffffff_2017-03-15 06:00:00,240.0,214,240,871f1d489ffffff,2017-03-15 06:00:00
10,871f1d489ffffff_2017-03-15 12:00:00,368.0,344,368,871f1d489ffffff,2017-03-15 12:00:00
11,871f1d489ffffff_2017-03-15 18:00:00,323.0,266,323,871f1d489ffffff,2017-03-15 18:00:00
12,871f1d489ffffff_2017-03-16 00:00:00,27.0,37,27,871f1d489ffffff,2017-03-16 00:00:00
13,871f1d489ffffff_2017-03-16 06:00:00,227.0,256,227,871f1d489ffffff,2017-03-16 06:00:00
14,871f1d489ffffff_2017-03-16 12:00:00,359.0,377,359,871f1d489ffffff,2017-03-16 12:00:00
15,871f1d489ffffff_2017-03-16 18:00:00,341.0,311,341,871f1d489ffffff,2017-03-16 18:00:00
16,871f1d489ffffff_2017-03-17 00:00:00,51.0,62,51,871f1d489ffffff,2017-03-17 00:00:00
17,871f1d489ffffff_2017-03-17 06:00:00,250.0,230,250,871f1d489ffffff,2017-03-17 06:00:00
18,871f1d489ffffff_2017-03-17 12:00:00,408.0,344,408,871f1d489ffffff,2017-03-17 12:00:00
19,871f1d489ffffff_2017-03-17 18:00:00,455.0,445,455,871f1d489ffffff,2017-03-17 18:00:00
20,871f1d489ffffff_2017-03-18 00:00:00,59.0,83,59,871f1d489ffffff,2017-03-18 00:00:00
21,871f1d489ffffff_2017-03-18 06:00:00,172.0,224,172,871f1d489ffffff,2017-03-18 06:00:00
22,871f1d489ffffff_2017-03-18 12:00:00,457.0,467,457,871f1d489ffffff,2017-03-18 12:00:00
23,871f1d489ffffff_2017-03-18 18:00:00,487.0,527,487,871f1d489ffffff,2017-03-18 18:00:00
24,871f1d489ffffff_2017-03-19 00:00:00,124.0,110,124,871f1d489ffffff,2017-03-19 00:00:00
25,871f1d489ffffff_2017-03-19 06:00:00,190.0,197,190,871f1d489ffffff,2017-03-19 06:00:00
26,871f1d489ffffff_2017-03-19 12:00:00,408.0,427,408,871f1d489ffffff,2017-03-19 12:00:00
27,871f1d489ffffff_2017-03-19 18:00:00,239.0,271,239,871f1d489ffffff,2017-03-19 18:00:00
28,871f1d489ffffff_2017-03-20 00:00:00,51.0,57,51,871f1d489ffffff,2017-03-20 00:00:00
29,871f1d489ffffff_2017-03-20 06:00:00,273.0,207,273,871f1d489ffffff,2017-03-20 06:00:00
30,871f1d489ffffff_2017-03-20 12:00:00,374.0,322,374,871f1d489ffffff,2017-03-20 12:00:00
31,871f1d489ffffff_2017-03-20 18:00:00,255.0,269,255,871f1d489ffffff,2017-03-20 18:00:00
32,871f1d489ffffff_2017-03-21 00:00:00,36.0,31,36,871f1d489ffffff,2017-03-21 00:00:00
33,871f1d49dffffff_2017-03-13 00:00:00,34.0,20,34,871f1d49dffffff,2017-03-13 00:00:00
34,871f1d49dffffff_2017-03-13 06:00:00,218.0,221,218,871f1d49dffffff,2017-03-13 06:00:00
35,871f1d49dffffff_2017-03-13 12:00:00,352.0,334,352,871f1d49dffffff,2017-03-13 12:00:00
36,871f1d49dffffff_2017-03-13 18:00:00,202.0,168,202,871f1d49dffffff,2017-03-13 18:00:00
37,871f1d49dffffff_2017-03-14 00:00:00,26.0,22,26,871f1d49dffffff,2017-03-14 00:00:00
38,871f1d49dffffff_2017-03-14 06:00:00,228.0,223,228,871f1d49dffffff,2017-03-14 06:00:00
39,871f1d49dffffff_2017-03-14 12:00:00,332.0,349,332,871f1d49dffffff,2017-03-14 12:00:00
40,871f1d49dffffff_2017-03-14 18:00:00,180.0,199,180,871f1d49dffffff,2017-03-14 18:00:00
41,871f1d49dffffff_2017-03-15 00:00:00,17.0,30,17,871f1d49dffffff,2017-03-15 00:00:00
42,871f1d49dffffff_2017-03-15 06:00:00,208.0,209,208,871f1d49dffffff,2017-03-15 06:00:00
43,871f1d49dffffff_2017-03-15 12:00:00,321.0,301,321,871f1d49dffffff,2017-03-15 12:00:00
44,871f1d49dffffff_2017-03-15 18:00:00,193.0,181,193,871f1d49dffffff,2017-03-15 18:00:00
45,871f1d49dffffff_2017-03-16 00:00:00,32.0,33,32,871f1d49dffffff,2017-03-16 00:00:00
46,871f1d49dffffff_2017-03-16 06:00:00,222.0,213,222,871f1d49dffffff,2017-03-16 06:00:00
47,871f1d49dffffff_2017-03-16 12:00:00,324.0,328,324,871f1d49dffffff,2017-03-16 12:00:00
48,871f1d49dffffff_2017-03-16 18:00:00,249.0,178,249,871f1d49dffffff,2017-03-16 18:00:00
49,871f1d49dffffff_2017-03-17 00:00:00,27.0,29,27,871f1d49dffffff,2017-03-17 00:00:00
50,871f1d49dffffff_2017-03-17 06:00:00,252.0,243,252,871f1d49dffffff,2017-03-17 06:00:00
51,871f1d49dffffff_2017-03-17 12:00:00,359.0,318,359,871f1d49dffffff,2017-03-17 12:00:00
