,key_5hex_6h,hex_id_5hex,timestamp,electric_C2G,n_electric_C2G,electric_DN,n_electric_DN,total_avail
0,851f1887fffffff_2017-03-13 00:00:00,851f1887fffffff,2017-03-13 00:00:00,0.0,1.0,3.0,37.0,41.0
1,851f1887fffffff_2017-03-13 06:00:00,851f1887fffffff,2017-03-13 06:00:00,0.0,1.0,3.0,37.0,41.0
2,851f1887fffffff_2017-03-13 12:00:00,851f1887fffffff,2017-03-13 12:00:00,0.0,11.0,5.0,20.0,36.0
3,851f1887fffffff_2017-03-13 18:00:00,851f1887fffffff,2017-03-13 18:00:00,0.0,1.0,4.0,27.0,32.0
4,851f1887fffffff_2017-03-14 00:00:00,851f1887fffffff,2017-03-14 00:00:00,0.0,1.0,3.0,52.0,56.0
5,851f1887fffffff_2017-03-14 06:00:00,851f1887fffffff,2017-03-14 06:00:00,0.0,2.0,3.0,47.0,52.0
6,851f1887fffffff_2017-03-14 12:00:00,851f1887fffffff,2017-03-14 12:00:00,0.0,12.0,1.0,44.0,57.0
7,851f1887fffffff_2017-03-14 18:00:00,851f1887fffffff,2017-03-14 18:00:00,0.0,3.0,2.0,39.0,44.0
8,851f1887fffffff_2017-03-15 00:00:00,851f1887fffffff,2017-03-15 00:00:00,0.0,2.0,4.0,49.0,55.0
9,851f1887fffffff_2017-03-15 06:00:00,851f1887fffffff,2017-03-15 06:00:00,0.0,2.0,4.0,46.0,52.0
10,851f1887fffffff_2017-03-15 12:00:00,851f1887fffffff,2017-03-15 12:00:00,0.0,18.0,6.0,49.0,73.0
11,851f1887fffffff_2017-03-15 18:00:00,851f1887fffffff,2017-03-15 18:00:00,0.0,9.0,4.0,39.0,52.0
12,851f1887fffffff_2017-03-16 00:00:00,851f1887fffffff,2017-03-16 00:00:00,0.0,4.0,7.0,61.0,72.0
13,851f1887fffffff_2017-03-16 06:00:00,851f1887fffffff,2017-03-16 06:00:00,0.0,4.0,8.0,61.0,73.0
14,851f1887fffffff_2017-03-16 12:00:00,851f1887fffffff,2017-03-16 12:00:00,0.0,11.0,6.0,49.0,66.0
15,851f1887fffffff_2017-03-16 18:00:00,851f1887fffffff,2017-03-16 18:00:00,0.0,4.0,6.0,50.0,60.0
16,851f1887fffffff_2017-03-17 00:00:00,851f1887fffffff,2017-03-17 00:00:00,0.0,5.0,9.0,73.0,87.0
17,851f1887fffffff_2017-03-17 06:00:00,851f1887fffffff,2017-03-17 06:00:00,0.0,3.0,7.0,69.0,79.0
18,851f1887fffffff_2017-03-17 12:00:00,851f1887fffffff,2017-03-17 12:00:00,0.0,10.0,8.0,31.0,49.0
