,h_orgin,h_orgin_centroid,h_destination,h_destination_centroid,neighbors,h_connecting_arc,haversine_distance_km,hexes_distance_noh,hexes_distance_km
26,861f18847ffffff,POINT (13.16971616589165 52.40733368498856),861f1d4dfffffff,POINT (13.55321456974186 52.49992295708295),False,"LINESTRING (13.16971616589165 52.40733368498856, 13.55321456974186 52.49992295708295)",27.95191291136539,5,30.56821404471085
27,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f18847ffffff,POINT (13.16971616589165 52.40733368498856),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.16971616589165 52.40733368498856)",34.64795186434092,6,36.68185685365302
28,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.48853411873143 52.65120726058531)",0.0,0,0.0
29,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.21588119001533 52.49657269480686)",25.201956159837408,4,24.45457123576868
30,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.44185323329728 52.56223431616588)",10.38338011260495,2,12.22728561788434
31,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.30559444899624 52.48489011930791)",22.246065498601098,4,24.45457123576868
32,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.48501065303956 52.46130395682968)",21.117627400787534,4,24.45457123576868
33,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.62151327599771 52.53848853710102)",15.419875254874004,3,18.34092842682651
34,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d417ffffff,POINT (13.33032663790643 52.62435681728144),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.33032663790643 52.62435681728144)",11.085288888302692,2,12.22728561788434
35,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d4b7ffffff,POINT (13.19412345893519 52.54695973334255),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.19412345893519 52.54695973334255)",23.01617755616176,4,24.45457123576868
36,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d48fffffff,POINT (13.37367627480208 52.52358882193953),False,"LINESTRING (13.48853411873143 52.65120726058531, 13.37367627480208 52.52358882193953)",16.173405320475542,3,18.34092842682651
