,key_7hex_6h,DN_total_num_rentals,DN_total_length_rentals,DN_avg_length_rentals,C2G_total_num_rentals,C2G_total_length_rentals,C2G_avg_length_rentals,AVG_avg_length_rentals,hex_id_7hex,timestamp
11,871f18840ffffff_2017-03-03 12:00:00,5.0,220.0,44.0,2.0,60.0,30.0,40.0,871f18840ffffff,2017-03-03 12:00:00
12,871f18840ffffff_2017-03-03 18:00:00,1.0,55.0,55.0,0.0,0.0,0.0,55.0,871f18840ffffff,2017-03-03 18:00:00
13,871f18840ffffff_2017-03-04 06:00:00,2.0,135.0,67.5,0.0,0.0,0.0,67.5,871f18840ffffff,2017-03-04 06:00:00
14,871f18840ffffff_2017-03-04 12:00:00,1.0,45.0,45.0,0.0,0.0,0.0,45.0,871f18840ffffff,2017-03-04 12:00:00
15,871f18840ffffff_2017-03-04 18:00:00,1.0,75.0,75.0,0.0,0.0,0.0,75.0,871f18840ffffff,2017-03-04 18:00:00
16,871f18840ffffff_2017-03-05 06:00:00,1.0,40.0,40.0,0.0,0.0,0.0,40.0,871f18840ffffff,2017-03-05 06:00:00
17,871f18840ffffff_2017-03-05 12:00:00,2.0,1360.0,680.0,0.0,0.0,0.0,680.0,871f18840ffffff,2017-03-05 12:00:00
18,871f18840ffffff_2017-03-06 12:00:00,10.0,475.0,47.5,3.0,130.0,43.33333333333334,46.53846153846154,871f18840ffffff,2017-03-06 12:00:00
19,871f18840ffffff_2017-03-07 12:00:00,9.0,500.0,55.555555555555564,5.0,335.0,67.0,59.642857142857146,871f18840ffffff,2017-03-07 12:00:00
20,871f18840ffffff_2017-03-08 06:00:00,2.0,135.0,67.5,1.0,45.0,45.0,60.0,871f18840ffffff,2017-03-08 06:00:00
21,871f18840ffffff_2017-03-08 12:00:00,8.0,410.0,51.25,8.0,480.0,60.0,55.625,871f18840ffffff,2017-03-08 12:00:00
22,871f18840ffffff_2017-03-08 18:00:00,1.0,45.0,45.0,1.0,65.0,65.0,55.0,871f18840ffffff,2017-03-08 18:00:00
23,871f18840ffffff_2017-03-09 06:00:00,4.0,305.0,76.25,0.0,0.0,0.0,76.25,871f18840ffffff,2017-03-09 06:00:00
24,871f18840ffffff_2017-03-09 12:00:00,9.0,475.0,52.77777777777778,4.0,2535.0,633.75,231.53846153846155,871f18840ffffff,2017-03-09 12:00:00
25,871f18840ffffff_2017-03-09 18:00:00,1.0,775.0,775.0,1.0,25.0,25.0,400.0,871f18840ffffff,2017-03-09 18:00:00
26,871f18840ffffff_2017-03-10 12:00:00,8.0,395.0,49.375,9.0,390.0,43.33333333333334,46.1764705882353,871f18840ffffff,2017-03-10 12:00:00
27,871f18840ffffff_2017-03-11 06:00:00,1.0,75.0,75.0,0.0,0.0,0.0,75.0,871f18840ffffff,2017-03-11 06:00:00
28,871f18840ffffff_2017-03-13 12:00:00,9.0,630.0,70.0,9.0,455.0,50.555555555555564,60.27777777777778,871f18840ffffff,2017-03-13 12:00:00
29,871f18840ffffff_2017-03-13 18:00:00,1.0,230.0,230.0,0.0,0.0,0.0,230.0,871f18840ffffff,2017-03-13 18:00:00
30,871f18840ffffff_2017-03-14 12:00:00,10.0,365.0,36.5,6.0,405.0,67.5,48.125,871f18840ffffff,2017-03-14 12:00:00
31,871f18840ffffff_2017-03-14 18:00:00,2.0,60.0,30.0,0.0,0.0,0.0,30.0,871f18840ffffff,2017-03-14 18:00:00
32,871f18840ffffff_2017-03-15 06:00:00,1.0,65.0,65.0,1.0,150.0,150.0,107.5,871f18840ffffff,2017-03-15 06:00:00
33,871f18840ffffff_2017-03-15 12:00:00,3.0,195.0,65.0,8.0,405.0,50.625,54.54545454545455,871f18840ffffff,2017-03-15 12:00:00
34,871f18840ffffff_2017-03-16 06:00:00,1.0,55.0,55.0,1.0,85.0,85.0,70.0,871f18840ffffff,2017-03-16 06:00:00
35,871f18840ffffff_2017-03-16 12:00:00,5.0,250.0,50.0,6.0,365.0,60.83333333333334,55.90909090909091,871f18840ffffff,2017-03-16 12:00:00
36,871f18840ffffff_2017-03-16 18:00:00,1.0,25.0,25.0,1.0,40.0,40.0,32.5,871f18840ffffff,2017-03-16 18:00:00
37,871f18840ffffff_2017-03-17 06:00:00,1.0,65.0,65.0,0.0,0.0,0.0,65.0,871f18840ffffff,2017-03-17 06:00:00
38,871f18840ffffff_2017-03-17 12:00:00,8.0,650.0,81.25,7.0,610.0,87.14285714285714,84.0,871f18840ffffff,2017-03-17 12:00:00
39,871f18840ffffff_2017-03-18 00:00:00,1.0,35.0,35.0,0.0,0.0,0.0,35.0,871f18840ffffff,2017-03-18 00:00:00
40,871f18840ffffff_2017-03-20 12:00:00,10.0,445.0,44.5,7.0,380.0,54.28571428571429,48.529411764705884,871f18840ffffff,2017-03-20 12:00:00
41,871f18840ffffff_2017-03-20 18:00:00,2.0,95.0,47.5,1.0,45.0,45.0,46.666666666666664,871f18840ffffff,2017-03-20 18:00:00
42,871f18840ffffff_2017-03-21 06:00:00,2.0,105.0,52.5,0.0,0.0,0.0,52.5,871f18840ffffff,2017-03-21 06:00:00
43,871f18840ffffff_2017-03-21 12:00:00,7.0,220.0,31.42857142857143,7.0,425.0,60.714285714285715,46.07142857142857,871f18840ffffff,2017-03-21 12:00:00
44,871f18840ffffff_2017-03-22 06:00:00,1.0,45.0,45.0,0.0,0.0,0.0,45.0,871f18840ffffff,2017-03-22 06:00:00
45,871f18840ffffff_2017-03-22 12:00:00,6.0,245.0,40.833333333333336,7.0,425.0,60.714285714285715,51.53846153846154,871f18840ffffff,2017-03-22 12:00:00
46,871f18840ffffff_2017-03-23 06:00:00,2.0,350.0,175.0,2.0,105.0,52.5,113.75,871f18840ffffff,2017-03-23 06:00:00
47,871f18840ffffff_2017-03-23 12:00:00,13.0,825.0,63.46153846153846,8.0,625.0,78.125,69.04761904761905,871f18840ffffff,2017-03-23 12:00:00
48,871f18840ffffff_2017-03-24 12:00:00,10.0,490.0,49.0,3.0,210.0,70.0,53.84615384615385,871f18840ffffff,2017-03-24 12:00:00
49,871f18840ffffff_2017-03-24 18:00:00,1.0,70.0,70.0,0.0,0.0,0.0,70.0,871f18840ffffff,2017-03-24 18:00:00
50,871f18841ffffff_2017-02-25 06:00:00,1.0,55.0,55.0,1.0,40.0,40.0,47.5,871f18841ffffff,2017-02-25 06:00:00
51,871f18841ffffff_2017-02-25 12:00:00,4.0,230.0,57.5,1.0,55.0,55.0,57.0,871f18841ffffff,2017-02-25 12:00:00
52,871f18841ffffff_2017-02-26 12:00:00,2.0,95.0,47.5,0.0,0.0,0.0,47.5,871f18841ffffff,2017-02-26 12:00:00
53,871f18841ffffff_2017-02-27 12:00:00,2.0,235.0,117.5,1.0,45.0,45.0,93.33333333333333,871f18841ffffff,2017-02-27 12:00:00
54,871f18841ffffff_2017-02-27 18:00:00,1.0,45.0,45.0,0.0,0.0,0.0,45.0,871f18841ffffff,2017-02-27 18:00:00
55,871f18841ffffff_2017-02-28 00:00:00,2.0,45.0,22.5,0.0,0.0,0.0,22.5,871f18841ffffff,2017-02-28 00:00:00
56,871f18841ffffff_2017-02-28 12:00:00,1.0,110.0,110.0,1.0,60.0,60.0,85.0,871f18841ffffff,2017-02-28 12:00:00
57,871f18841ffffff_2017-02-28 18:00:00,4.0,165.0,41.25,1.0,35.0,35.0,40.0,871f18841ffffff,2017-02-28 18:00:00
58,871f18841ffffff_2017-03-01 12:00:00,3.0,240.0,80.0,1.0,30.0,30.0,67.5,871f18841ffffff,2017-03-01 12:00:00
59,871f18841ffffff_2017-03-01 18:00:00,2.0,95.0,47.5,0.0,0.0,0.0,47.5,871f18841ffffff,2017-03-01 18:00:00
60,871f18841ffffff_2017-03-02 06:00:00,3.0,375.0,125.0,0.0,0.0,0.0,125.0,871f18841ffffff,2017-03-02 06:00:00
61,871f18841ffffff_2017-03-02 12:00:00,6.0,275.0,45.83333333333334,1.0,45.0,45.0,45.714285714285715,871f18841ffffff,2017-03-02 12:00:00
62,871f18841ffffff_2017-03-02 18:00:00,1.0,90.0,90.0,0.0,0.0,0.0,90.0,871f18841ffffff,2017-03-02 18:00:00
63,871f18841ffffff_2017-03-03 12:00:00,2.0,75.0,37.5,1.0,50.0,50.0,41.666666666666664,871f18841ffffff,2017-03-03 12:00:00
64,871f18841ffffff_2017-03-03 18:00:00,1.0,50.0,50.0,0.0,0.0,0.0,50.0,871f18841ffffff,2017-03-03 18:00:00
65,871f18841ffffff_2017-03-04 06:00:00,1.0,110.0,110.0,0.0,0.0,0.0,110.0,871f18841ffffff,2017-03-04 06:00:00
66,871f18841ffffff_2017-03-04 12:00:00,1.0,55.0,55.0,0.0,0.0,0.0,55.0,871f18841ffffff,2017-03-04 12:00:00
67,871f18841ffffff_2017-03-04 18:00:00,1.0,35.0,35.0,0.0,0.0,0.0,35.0,871f18841ffffff,2017-03-04 18:00:00
68,871f18841ffffff_2017-03-06 06:00:00,2.0,75.0,37.5,1.0,85.0,85.0,53.333333333333336,871f18841ffffff,2017-03-06 06:00:00
69,871f18841ffffff_2017-03-06 12:00:00,4.0,175.0,43.75,1.0,50.0,50.0,45.0,871f18841ffffff,2017-03-06 12:00:00
70,871f18841ffffff_2017-03-07 12:00:00,6.0,250.0,41.66666666666666,0.0,0.0,0.0,41.666666666666664,871f18841ffffff,2017-03-07 12:00:00
71,871f18841ffffff_2017-03-08 12:00:00,5.0,200.0,40.0,1.0,100.0,100.0,50.0,871f18841ffffff,2017-03-08 12:00:00
72,871f18841ffffff_2017-03-08 18:00:00,2.0,70.0,35.0,0.0,0.0,0.0,35.0,871f18841ffffff,2017-03-08 18:00:00
73,871f18841ffffff_2017-03-09 12:00:00,2.0,140.0,70.0,2.0,255.0,127.5,98.75,871f18841ffffff,2017-03-09 12:00:00
74,871f18841ffffff_2017-03-10 18:00:00,1.0,45.0,45.0,1.0,65.0,65.0,55.0,871f18841ffffff,2017-03-10 18:00:00
75,871f18841ffffff_2017-03-11 06:00:00,3.0,305.0,101.66666666666669,0.0,0.0,0.0,101.66666666666667,871f18841ffffff,2017-03-11 06:00:00
76,871f18841ffffff_2017-03-11 12:00:00,2.0,85.0,42.5,1.0,65.0,65.0,50.0,871f18841ffffff,2017-03-11 12:00:00
77,871f18841ffffff_2017-03-12 06:00:00,1.0,35.0,35.0,0.0,0.0,0.0,35.0,871f18841ffffff,2017-03-12 06:00:00
78,871f18841ffffff_2017-03-13 12:00:00,4.0,220.0,55.0,0.0,0.0,0.0,55.0,871f18841ffffff,2017-03-13 12:00:00
79,871f18841ffffff_2017-03-14 12:00:00,4.0,185.0,46.25,2.0,95.0,47.5,46.666666666666664,871f18841ffffff,2017-03-14 12:00:00
80,871f18841ffffff_2017-03-14 18:00:00,1.0,45.0,45.0,3.0,145.0,48.33333333333334,47.5,871f18841ffffff,2017-03-14 18:00:00
81,871f18841ffffff_2017-03-15 00:00:00,1.0,40.0,40.0,0.0,0.0,0.0,40.0,871f18841ffffff,2017-03-15 00:00:00
82,871f18841ffffff_2017-03-15 06:00:00,1.0,35.0,35.0,0.0,0.0,0.0,35.0,871f18841ffffff,2017-03-15 06:00:00
83,871f18841ffffff_2017-03-15 12:00:00,6.0,1515.0,252.5,0.0,0.0,0.0,252.5,871f18841ffffff,2017-03-15 12:00:00
84,871f18841ffffff_2017-03-16 00:00:00,1.0,5.0,5.0,0.0,0.0,0.0,5.0,871f18841ffffff,2017-03-16 00:00:00
85,871f18841ffffff_2017-03-16 12:00:00,3.0,135.0,45.0,1.0,60.0,60.0,48.75,871f18841ffffff,2017-03-16 12:00:00
86,871f18841ffffff_2017-03-16 18:00:00,1.0,75.0,75.0,1.0,25.0,25.0,50.0,871f18841ffffff,2017-03-16 18:00:00
87,871f18841ffffff_2017-03-17 12:00:00,8.0,320.0,40.0,2.0,90.0,45.0,41.0,871f18841ffffff,2017-03-17 12:00:00
88,871f18841ffffff_2017-03-18 06:00:00,1.0,75.0,75.0,0.0,0.0,0.0,75.0,871f18841ffffff,2017-03-18 06:00:00
89,871f18841ffffff_2017-03-19 06:00:00,1.0,45.0,45.0,0.0,0.0,0.0,45.0,871f18841ffffff,2017-03-19 06:00:00
90,871f18841ffffff_2017-03-19 12:00:00,2.0,150.0,75.0,1.0,50.0,50.0,66.66666666666667,871f18841ffffff,2017-03-19 12:00:00
91,871f18841ffffff_2017-03-19 18:00:00,1.0,45.0,45.0,0.0,0.0,0.0,45.0,871f18841ffffff,2017-03-19 18:00:00
92,871f18841ffffff_2017-03-20 00:00:00,1.0,95.0,95.0,0.0,0.0,0.0,95.0,871f18841ffffff,2017-03-20 00:00:00
93,871f18841ffffff_2017-03-20 06:00:00,1.0,70.0,70.0,0.0,0.0,0.0,70.0,871f18841ffffff,2017-03-20 06:00:00
94,871f18841ffffff_2017-03-20 12:00:00,8.0,325.0,40.625,0.0,0.0,0.0,40.625,871f18841ffffff,2017-03-20 12:00:00
95,871f18841ffffff_2017-03-21 00:00:00,1.0,130.0,130.0,0.0,0.0,0.0,130.0,871f18841ffffff,2017-03-21 00:00:00
96,871f18841ffffff_2017-03-21 06:00:00,1.0,90.0,90.0,0.0,0.0,0.0,90.0,871f18841ffffff,2017-03-21 06:00:00
97,871f18841ffffff_2017-03-21 12:00:00,1.0,45.0,45.0,2.0,140.0,70.0,61.666666666666664,871f18841ffffff,2017-03-21 12:00:00
98,871f18841ffffff_2017-03-21 18:00:00,1.0,40.0,40.0,0.0,0.0,0.0,40.0,871f18841ffffff,2017-03-21 18:00:00
99,871f18841ffffff_2017-03-22 06:00:00,2.0,315.0,157.5,0.0,0.0,0.0,157.5,871f18841ffffff,2017-03-22 06:00:00
100,871f18841ffffff_2017-03-22 12:00:00,3.0,150.0,50.0,4.0,175.0,43.75,46.42857142857143,871f18841ffffff,2017-03-22 12:00:00
101,871f18841ffffff_2017-03-23 06:00:00,1.0,305.0,305.0,0.0,0.0,0.0,305.0,871f18841ffffff,2017-03-23 06:00:00
102,871f18841ffffff_2017-03-23 12:00:00,2.0,70.0,35.0,1.0,45.0,45.0,38.333333333333336,871f18841ffffff,2017-03-23 12:00:00
103,871f18841ffffff_2017-03-23 18:00:00,1.0,20.0,20.0,0.0,0.0,0.0,20.0,871f18841ffffff,2017-03-23 18:00:00
104,871f18841ffffff_2017-03-24 00:00:00,1.0,35.0,35.0,0.0,0.0,0.0,35.0,871f18841ffffff,2017-03-24 00:00:00
105,871f18841ffffff_2017-03-24 06:00:00,2.0,320.0,160.0,0.0,0.0,0.0,160.0,871f18841ffffff,2017-03-24 06:00:00
106,871f18841ffffff_2017-03-24 12:00:00,4.0,170.0,42.5,3.0,100.0,33.333333333333336,38.57142857142857,871f18841ffffff,2017-03-24 12:00:00
107,871f18841ffffff_2017-03-24 18:00:00,2.0,85.0,42.5,2.0,115.0,57.5,50.0,871f18841ffffff,2017-03-24 18:00:00
108,871f1884dffffff_2017-03-03 12:00:00,1.0,90.0,90.0,0.0,0.0,0.0,90.0,871f1884dffffff,2017-03-03 12:00:00
109,871f18868ffffff_2017-02-25 00:00:00,3.0,90.0,30.0,0.0,0.0,0.0,30.0,871f18868ffffff,2017-02-25 00:00:00
110,871f18868ffffff_2017-02-25 06:00:00,12.0,600.0,50.0,0.0,0.0,0.0,50.0,871f18868ffffff,2017-02-25 06:00:00
111,871f18868ffffff_2017-02-25 12:00:00,13.0,2080.0,160.0,0.0,0.0,0.0,160.0,871f18868ffffff,2017-02-25 12:00:00
112,871f18868ffffff_2017-02-25 18:00:00,13.0,525.0,40.384615384615394,0.0,0.0,0.0,40.38461538461539,871f18868ffffff,2017-02-25 18:00:00
113,871f18868ffffff_2017-02-26 00:00:00,1.0,40.0,40.0,0.0,0.0,0.0,40.0,871f18868ffffff,2017-02-26 00:00:00
114,871f18868ffffff_2017-02-26 06:00:00,8.0,375.0,46.875,0.0,0.0,0.0,46.875,871f18868ffffff,2017-02-26 06:00:00
115,871f18868ffffff_2017-02-26 12:00:00,15.0,1005.0,67.0,0.0,0.0,0.0,67.0,871f18868ffffff,2017-02-26 12:00:00
116,871f18868ffffff_2017-02-26 18:00:00,8.0,220.0,27.5,0.0,0.0,0.0,27.5,871f18868ffffff,2017-02-26 18:00:00
117,871f18868ffffff_2017-02-27 00:00:00,2.0,730.0,365.0,0.0,0.0,0.0,365.0,871f18868ffffff,2017-02-27 00:00:00
118,871f18868ffffff_2017-02-27 06:00:00,7.0,485.0,69.28571428571429,0.0,0.0,0.0,69.28571428571429,871f18868ffffff,2017-02-27 06:00:00
119,871f18868ffffff_2017-02-27 12:00:00,18.0,1785.0,99.16666666666669,0.0,0.0,0.0,99.16666666666667,871f18868ffffff,2017-02-27 12:00:00
120,871f18868ffffff_2017-02-27 18:00:00,10.0,670.0,67.0,0.0,0.0,0.0,67.0,871f18868ffffff,2017-02-27 18:00:00
121,871f18868ffffff_2017-02-28 00:00:00,4.0,210.0,52.5,0.0,0.0,0.0,52.5,871f18868ffffff,2017-02-28 00:00:00
122,871f18868ffffff_2017-02-28 06:00:00,9.0,710.0,78.8888888888889,0.0,0.0,0.0,78.88888888888889,871f18868ffffff,2017-02-28 06:00:00
123,871f18868ffffff_2017-02-28 12:00:00,15.0,545.0,36.333333333333336,0.0,0.0,0.0,36.333333333333336,871f18868ffffff,2017-02-28 12:00:00
124,871f18868ffffff_2017-02-28 18:00:00,10.0,325.0,32.5,0.0,0.0,0.0,32.5,871f18868ffffff,2017-02-28 18:00:00
125,871f18868ffffff_2017-03-01 00:00:00,4.0,170.0,42.5,0.0,0.0,0.0,42.5,871f18868ffffff,2017-03-01 00:00:00
126,871f18868ffffff_2017-03-01 06:00:00,6.0,240.0,40.0,0.0,0.0,0.0,40.0,871f18868ffffff,2017-03-01 06:00:00
127,871f18868ffffff_2017-03-01 12:00:00,10.0,485.0,48.5,0.0,0.0,0.0,48.5,871f18868ffffff,2017-03-01 12:00:00
128,871f18868ffffff_2017-03-01 18:00:00,7.0,215.0,30.714285714285715,0.0,0.0,0.0,30.714285714285715,871f18868ffffff,2017-03-01 18:00:00
129,871f18868ffffff_2017-03-02 00:00:00,2.0,55.0,27.5,0.0,0.0,0.0,27.5,871f18868ffffff,2017-03-02 00:00:00
130,871f18868ffffff_2017-03-02 06:00:00,25.0,1750.0,70.0,0.0,0.0,0.0,70.0,871f18868ffffff,2017-03-02 06:00:00
131,871f18868ffffff_2017-03-02 12:00:00,14.0,810.0,57.85714285714285,0.0,0.0,0.0,57.857142857142854,871f18868ffffff,2017-03-02 12:00:00
132,871f18868ffffff_2017-03-02 18:00:00,19.0,2880.0,151.57894736842104,0.0,0.0,0.0,151.57894736842104,871f18868ffffff,2017-03-02 18:00:00
133,871f18868ffffff_2017-03-03 00:00:00,3.0,95.0,31.66666666666667,0.0,0.0,0.0,31.666666666666668,871f18868ffffff,2017-03-03 00:00:00
134,871f18868ffffff_2017-03-03 06:00:00,12.0,750.0,62.5,0.0,0.0,0.0,62.5,871f18868ffffff,2017-03-03 06:00:00
135,871f18868ffffff_2017-03-03 12:00:00,14.0,695.0,49.64285714285714,0.0,0.0,0.0,49.642857142857146,871f18868ffffff,2017-03-03 12:00:00
136,871f18868ffffff_2017-03-03 18:00:00,13.0,415.0,31.923076923076927,0.0,0.0,0.0,31.923076923076923,871f18868ffffff,2017-03-03 18:00:00
137,871f18868ffffff_2017-03-04 00:00:00,2.0,35.0,17.5,0.0,0.0,0.0,17.5,871f18868ffffff,2017-03-04 00:00:00
138,871f18868ffffff_2017-03-04 06:00:00,24.0,2635.0,109.79166666666669,0.0,0.0,0.0,109.79166666666667,871f18868ffffff,2017-03-04 06:00:00
139,871f18868ffffff_2017-03-04 12:00:00,19.0,1135.0,59.73684210526316,0.0,0.0,0.0,59.73684210526316,871f18868ffffff,2017-03-04 12:00:00
140,871f18868ffffff_2017-03-04 18:00:00,14.0,425.0,30.357142857142854,0.0,0.0,0.0,30.357142857142858,871f18868ffffff,2017-03-04 18:00:00
141,871f18868ffffff_2017-03-05 00:00:00,2.0,80.0,40.0,0.0,0.0,0.0,40.0,871f18868ffffff,2017-03-05 00:00:00
142,871f18868ffffff_2017-03-05 06:00:00,12.0,910.0,75.83333333333333,0.0,0.0,0.0,75.83333333333333,871f18868ffffff,2017-03-05 06:00:00
143,871f18868ffffff_2017-03-05 12:00:00,18.0,735.0,40.833333333333336,0.0,0.0,0.0,40.833333333333336,871f18868ffffff,2017-03-05 12:00:00
144,871f18868ffffff_2017-03-05 18:00:00,6.0,295.0,49.16666666666666,0.0,0.0,0.0,49.166666666666664,871f18868ffffff,2017-03-05 18:00:00
145,871f18868ffffff_2017-03-06 00:00:00,5.0,110.0,22.0,0.0,0.0,0.0,22.0,871f18868ffffff,2017-03-06 00:00:00
146,871f18868ffffff_2017-03-06 06:00:00,10.0,530.0,53.0,0.0,0.0,0.0,53.0,871f18868ffffff,2017-03-06 06:00:00
147,871f18868ffffff_2017-03-06 12:00:00,9.0,345.0,38.333333333333336,0.0,0.0,0.0,38.333333333333336,871f18868ffffff,2017-03-06 12:00:00
148,871f18868ffffff_2017-03-06 18:00:00,12.0,1680.0,140.0,0.0,0.0,0.0,140.0,871f18868ffffff,2017-03-06 18:00:00
149,871f18868ffffff_2017-03-07 00:00:00,4.0,460.0,115.0,0.0,0.0,0.0,115.0,871f18868ffffff,2017-03-07 00:00:00
150,871f18868ffffff_2017-03-07 06:00:00,11.0,510.0,46.36363636363637,0.0,0.0,0.0,46.36363636363637,871f18868ffffff,2017-03-07 06:00:00
151,871f18868ffffff_2017-03-07 12:00:00,16.0,915.0,57.1875,0.0,0.0,0.0,57.1875,871f18868ffffff,2017-03-07 12:00:00
152,871f18868ffffff_2017-03-07 18:00:00,15.0,770.0,51.33333333333334,0.0,0.0,0.0,51.333333333333336,871f18868ffffff,2017-03-07 18:00:00
153,871f18868ffffff_2017-03-08 00:00:00,3.0,170.0,56.66666666666666,0.0,0.0,0.0,56.666666666666664,871f18868ffffff,2017-03-08 00:00:00
154,871f18868ffffff_2017-03-08 06:00:00,10.0,685.0,68.5,0.0,0.0,0.0,68.5,871f18868ffffff,2017-03-08 06:00:00
155,871f18868ffffff_2017-03-08 12:00:00,14.0,495.0,35.357142857142854,0.0,0.0,0.0,35.357142857142854,871f18868ffffff,2017-03-08 12:00:00
156,871f18868ffffff_2017-03-08 18:00:00,14.0,845.0,60.35714285714285,0.0,0.0,0.0,60.357142857142854,871f18868ffffff,2017-03-08 18:00:00
157,871f18868ffffff_2017-03-09 00:00:00,2.0,250.0,125.0,0.0,0.0,0.0,125.0,871f18868ffffff,2017-03-09 00:00:00
158,871f18868ffffff_2017-03-09 06:00:00,7.0,370.0,52.85714285714285,0.0,0.0,0.0,52.857142857142854,871f18868ffffff,2017-03-09 06:00:00
159,871f18868ffffff_2017-03-09 12:00:00,10.0,785.0,78.5,0.0,0.0,0.0,78.5,871f18868ffffff,2017-03-09 12:00:00
160,871f18868ffffff_2017-03-09 18:00:00,18.0,1235.0,68.6111111111111,0.0,0.0,0.0,68.61111111111111,871f18868ffffff,2017-03-09 18:00:00
161,871f18868ffffff_2017-03-10 00:00:00,2.0,110.0,55.0,0.0,0.0,0.0,55.0,871f18868ffffff,2017-03-10 00:00:00
162,871f18868ffffff_2017-03-10 06:00:00,14.0,685.0,48.92857142857143,0.0,0.0,0.0,48.92857142857143,871f18868ffffff,2017-03-10 06:00:00
163,871f18868ffffff_2017-03-10 12:00:00,16.0,1030.0,64.375,0.0,0.0,0.0,64.375,871f18868ffffff,2017-03-10 12:00:00
164,871f18868ffffff_2017-03-10 18:00:00,8.0,305.0,38.125,0.0,0.0,0.0,38.125,871f18868ffffff,2017-03-10 18:00:00
165,871f18868ffffff_2017-03-11 00:00:00,1.0,30.0,30.0,0.0,0.0,0.0,30.0,871f18868ffffff,2017-03-11 00:00:00
166,871f18868ffffff_2017-03-11 06:00:00,12.0,580.0,48.33333333333334,0.0,0.0,0.0,48.333333333333336,871f18868ffffff,2017-03-11 06:00:00
167,871f18868ffffff_2017-03-11 12:00:00,14.0,585.0,41.785714285714285,0.0,0.0,0.0,41.785714285714285,871f18868ffffff,2017-03-11 12:00:00
168,871f18868ffffff_2017-03-11 18:00:00,10.0,600.0,60.0,0.0,0.0,0.0,60.0,871f18868ffffff,2017-03-11 18:00:00
169,871f18868ffffff_2017-03-12 00:00:00,1.0,35.0,35.0,0.0,0.0,0.0,35.0,871f18868ffffff,2017-03-12 00:00:00
170,871f18868ffffff_2017-03-12 06:00:00,7.0,410.0,58.57142857142857,0.0,0.0,0.0,58.57142857142857,871f18868ffffff,2017-03-12 06:00:00
171,871f18868ffffff_2017-03-12 12:00:00,19.0,1235.0,65.0,0.0,0.0,0.0,65.0,871f18868ffffff,2017-03-12 12:00:00
172,871f18868ffffff_2017-03-12 18:00:00,5.0,180.0,36.0,0.0,0.0,0.0,36.0,871f18868ffffff,2017-03-12 18:00:00
173,871f18868ffffff_2017-03-13 06:00:00,8.0,510.0,63.75,0.0,0.0,0.0,63.75,871f18868ffffff,2017-03-13 06:00:00
174,871f18868ffffff_2017-03-13 12:00:00,7.0,275.0,39.285714285714285,0.0,0.0,0.0,39.285714285714285,871f18868ffffff,2017-03-13 12:00:00
175,871f18868ffffff_2017-03-13 18:00:00,2.0,210.0,105.0,0.0,0.0,0.0,105.0,871f18868ffffff,2017-03-13 18:00:00
176,871f18868ffffff_2017-03-14 00:00:00,1.0,25.0,25.0,0.0,0.0,0.0,25.0,871f18868ffffff,2017-03-14 00:00:00
177,871f18868ffffff_2017-03-14 06:00:00,16.0,1245.0,77.8125,0.0,0.0,0.0,77.8125,871f18868ffffff,2017-03-14 06:00:00
178,871f18868ffffff_2017-03-14 12:00:00,13.0,1110.0,85.38461538461539,0.0,0.0,0.0,85.38461538461539,871f18868ffffff,2017-03-14 12:00:00
