,h_orgin,h_orgin_centroid,h_destination,h_destination_centroid,neighbors,hexes_distance_noh,shortest_path_distance_km
14,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d4deffffff,POINT (13.51782052121785 52.49780649464314),False,4,11.911886
15,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d4d2ffffff,POINT (13.44705206916438 52.49354246299598),False,2,5.745509000000001
16,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d49effffff,POINT (13.27024670775531 52.4827011724122),False,5,11.508316
17,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d48dffffff,POINT (13.3900548083934 52.54183927105417),False,5,11.589377000000006
18,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f18b25ffffff,POINT (13.41167771596202 52.4913949042375),False,2,5.319887999999999
19,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d488ffffff,POINT (13.37367627480208 52.52358882193953),False,4,9.913654999999999
20,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f18b24ffffff,POINT (13.37630997814494 52.48923699051952),False,2,5.565349
21,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f18b26ffffff,POINT (13.35994888786519 52.47097165727213),False,2,5.404434000000001
22,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f18b04ffffff,POINT (13.3979252074993 52.43875313355331),True,1,2.310727
23,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d49cffffff,POINT (13.28658099723958 52.50097301352019),False,5,12.081215
24,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d4b2ffffff,POINT (13.17780856172941 52.52868988040235),False,9,21.11003199999999
25,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d4f3ffffff,POINT (13.46085695314495 52.54613955322785),False,5,13.043289000000007
26,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f18b2cffffff,POINT (13.46603531957765 52.47742727161366),False,2,4.876944
27,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d49bffffff,POINT (13.32460000781337 52.4687990918736),False,3,7.435880999999999
28,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d49dffffff,POINT (13.32194097457933 52.50315766553212),False,4,9.765049999999997
29,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d4a8ffffff,POINT (13.35201703555793 52.57399647913816),False,7,16.099468
30,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d4aeffffff,POINT (13.31661476304758 52.57181869534616),False,7,16.954588
31,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d4f6ffffff,POINT (13.4064432414357 52.56008331433108),False,6,13.702920999999995
32,871f18b23ffffff,POINT (13.41429095035175 52.45702264084855),871f1d489ffffff,POINT (13.40906181434824 52.52574846527658),False,4,9.505867
