,key_6hex_6h,y_true,hex_id_6hex,timestamp
8212,861f18b27ffffff_2017-03-25 00:00:00,106.0,861f18b27ffffff,2017-03-25 00:00:00
8230,861f18b27ffffff_2017-03-25 06:00:00,259.0,861f18b27ffffff,2017-03-25 06:00:00
8248,861f18b27ffffff_2017-03-25 12:00:00,384.0,861f18b27ffffff,2017-03-25 12:00:00
8266,861f18b27ffffff_2017-03-25 18:00:00,404.0,861f18b27ffffff,2017-03-25 18:00:00
8284,861f18b27ffffff_2017-03-26 00:00:00,149.0,861f18b27ffffff,2017-03-26 00:00:00
8302,861f18b27ffffff_2017-03-26 06:00:00,203.0,861f18b27ffffff,2017-03-26 06:00:00
8320,861f18b27ffffff_2017-03-26 12:00:00,305.0,861f18b27ffffff,2017-03-26 12:00:00
8338,861f18b27ffffff_2017-03-26 18:00:00,198.0,861f18b27ffffff,2017-03-26 18:00:00
8356,861f18b27ffffff_2017-03-27 00:00:00,118.0,861f18b27ffffff,2017-03-27 00:00:00
8374,861f18b27ffffff_2017-03-27 06:00:00,200.0,861f18b27ffffff,2017-03-27 06:00:00
8392,861f18b27ffffff_2017-03-27 12:00:00,281.0,861f18b27ffffff,2017-03-27 12:00:00
8410,861f18b27ffffff_2017-03-27 18:00:00,197.0,861f18b27ffffff,2017-03-27 18:00:00
8428,861f18b27ffffff_2017-03-28 00:00:00,115.0,861f18b27ffffff,2017-03-28 00:00:00
8446,861f18b27ffffff_2017-03-28 06:00:00,245.0,861f18b27ffffff,2017-03-28 06:00:00
8464,861f18b27ffffff_2017-03-28 12:00:00,306.0,861f18b27ffffff,2017-03-28 12:00:00
8482,861f18b27ffffff_2017-03-28 18:00:00,219.0,861f18b27ffffff,2017-03-28 18:00:00
8500,861f18b27ffffff_2017-03-29 00:00:00,135.0,861f18b27ffffff,2017-03-29 00:00:00
8518,861f18b27ffffff_2017-03-29 06:00:00,248.0,861f18b27ffffff,2017-03-29 06:00:00
8536,861f18b27ffffff_2017-03-29 12:00:00,328.0,861f18b27ffffff,2017-03-29 12:00:00
8554,861f18b27ffffff_2017-03-29 18:00:00,255.0,861f18b27ffffff,2017-03-29 18:00:00
8572,861f18b27ffffff_2017-03-30 00:00:00,103.0,861f18b27ffffff,2017-03-30 00:00:00
8590,861f18b27ffffff_2017-03-30 06:00:00,199.0,861f18b27ffffff,2017-03-30 06:00:00
8608,861f18b27ffffff_2017-03-30 12:00:00,318.0,861f18b27ffffff,2017-03-30 12:00:00
8626,861f18b27ffffff_2017-03-30 18:00:00,247.0,861f18b27ffffff,2017-03-30 18:00:00
8644,861f18b27ffffff_2017-03-31 00:00:00,100.0,861f18b27ffffff,2017-03-31 00:00:00
8662,861f18b27ffffff_2017-03-31 06:00:00,222.0,861f18b27ffffff,2017-03-31 06:00:00
8680,861f18b27ffffff_2017-03-31 12:00:00,363.0,861f18b27ffffff,2017-03-31 12:00:00
8698,861f18b27ffffff_2017-03-31 18:00:00,330.0,861f18b27ffffff,2017-03-31 18:00:00
8716,861f18b27ffffff_2017-04-01 00:00:00,80.0,861f18b27ffffff,2017-04-01 00:00:00
8734,861f18b27ffffff_2017-04-01 06:00:00,266.0,861f18b27ffffff,2017-04-01 06:00:00
8752,861f18b27ffffff_2017-04-01 12:00:00,298.0,861f18b27ffffff,2017-04-01 12:00:00
8770,861f18b27ffffff_2017-04-01 18:00:00,334.0,861f18b27ffffff,2017-04-01 18:00:00
8788,861f18b27ffffff_2017-04-02 00:00:00,91.0,861f18b27ffffff,2017-04-02 00:00:00
8806,861f18b27ffffff_2017-04-02 06:00:00,230.0,861f18b27ffffff,2017-04-02 06:00:00
8824,861f18b27ffffff_2017-04-02 12:00:00,364.0,861f18b27ffffff,2017-04-02 12:00:00
8842,861f18b27ffffff_2017-04-02 18:00:00,49.0,861f18b27ffffff,2017-04-02 18:00:00
8860,861f18b27ffffff_2017-04-03 00:00:00,100.0,861f18b27ffffff,2017-04-03 00:00:00
8878,861f18b27ffffff_2017-04-03 06:00:00,182.0,861f18b27ffffff,2017-04-03 06:00:00
8896,861f18b27ffffff_2017-04-03 12:00:00,313.0,861f18b27ffffff,2017-04-03 12:00:00
8914,861f18b27ffffff_2017-04-03 18:00:00,212.0,861f18b27ffffff,2017-04-03 18:00:00
8932,861f18b27ffffff_2017-04-04 00:00:00,96.0,861f18b27ffffff,2017-04-04 00:00:00
8950,861f18b27ffffff_2017-04-04 06:00:00,260.0,861f18b27ffffff,2017-04-04 06:00:00
8968,861f18b27ffffff_2017-04-04 12:00:00,351.0,861f18b27ffffff,2017-04-04 12:00:00
8986,861f18b27ffffff_2017-04-04 18:00:00,227.0,861f18b27ffffff,2017-04-04 18:00:00
9004,861f18b27ffffff_2017-04-05 00:00:00,129.0,861f18b27ffffff,2017-04-05 00:00:00
9022,861f18b27ffffff_2017-04-05 06:00:00,215.0,861f18b27ffffff,2017-04-05 06:00:00
9040,861f18b27ffffff_2017-04-05 12:00:00,324.0,861f18b27ffffff,2017-04-05 12:00:00
9058,861f18b27ffffff_2017-04-05 18:00:00,236.0,861f18b27ffffff,2017-04-05 18:00:00
9076,861f18b27ffffff_2017-04-06 00:00:00,119.0,861f18b27ffffff,2017-04-06 00:00:00
9094,861f18b27ffffff_2017-04-06 06:00:00,225.0,861f18b27ffffff,2017-04-06 06:00:00
9112,861f18b27ffffff_2017-04-06 12:00:00,321.0,861f18b27ffffff,2017-04-06 12:00:00
9130,861f18b27ffffff_2017-04-06 18:00:00,234.0,861f18b27ffffff,2017-04-06 18:00:00
9148,861f18b27ffffff_2017-04-07 00:00:00,110.0,861f18b27ffffff,2017-04-07 00:00:00
9166,861f18b27ffffff_2017-04-07 06:00:00,219.0,861f18b27ffffff,2017-04-07 06:00:00
9184,861f18b27ffffff_2017-04-07 12:00:00,328.0,861f18b27ffffff,2017-04-07 12:00:00
9202,861f18b27ffffff_2017-04-07 18:00:00,370.0,861f18b27ffffff,2017-04-07 18:00:00
9220,861f18b27ffffff_2017-04-08 00:00:00,83.0,861f18b27ffffff,2017-04-08 00:00:00
9238,861f18b27ffffff_2017-04-08 06:00:00,263.0,861f18b27ffffff,2017-04-08 06:00:00
9256,861f18b27ffffff_2017-04-08 12:00:00,387.0,861f18b27ffffff,2017-04-08 12:00:00
9274,861f18b27ffffff_2017-04-08 18:00:00,276.0,861f18b27ffffff,2017-04-08 18:00:00
9292,861f18b27ffffff_2017-04-09 00:00:00,113.0,861f18b27ffffff,2017-04-09 00:00:00
9310,861f18b27ffffff_2017-04-09 06:00:00,211.0,861f18b27ffffff,2017-04-09 06:00:00
9328,861f18b27ffffff_2017-04-09 12:00:00,295.0,861f18b27ffffff,2017-04-09 12:00:00
9346,861f18b27ffffff_2017-04-09 18:00:00,202.0,861f18b27ffffff,2017-04-09 18:00:00
9364,861f18b27ffffff_2017-04-10 00:00:00,95.0,861f18b27ffffff,2017-04-10 00:00:00
9382,861f18b27ffffff_2017-04-10 06:00:00,216.0,861f18b27ffffff,2017-04-10 06:00:00
9400,861f18b27ffffff_2017-04-10 12:00:00,301.0,861f18b27ffffff,2017-04-10 12:00:00
9418,861f18b27ffffff_2017-04-10 18:00:00,210.0,861f18b27ffffff,2017-04-10 18:00:00
9436,861f18b27ffffff_2017-04-11 00:00:00,104.0,861f18b27ffffff,2017-04-11 00:00:00
9454,861f18b27ffffff_2017-04-11 06:00:00,215.0,861f18b27ffffff,2017-04-11 06:00:00
9472,861f18b27ffffff_2017-04-11 12:00:00,313.0,861f18b27ffffff,2017-04-11 12:00:00
9490,861f18b27ffffff_2017-04-11 18:00:00,261.0,861f18b27ffffff,2017-04-11 18:00:00
9508,861f18b27ffffff_2017-04-12 00:00:00,136.0,861f18b27ffffff,2017-04-12 00:00:00
9526,861f18b27ffffff_2017-04-12 06:00:00,252.0,861f18b27ffffff,2017-04-12 06:00:00
9544,861f18b27ffffff_2017-04-12 12:00:00,330.0,861f18b27ffffff,2017-04-12 12:00:00
9562,861f18b27ffffff_2017-04-12 18:00:00,267.0,861f18b27ffffff,2017-04-12 18:00:00
9580,861f18b27ffffff_2017-04-13 00:00:00,115.0,861f18b27ffffff,2017-04-13 00:00:00
9598,861f18b27ffffff_2017-04-13 06:00:00,224.0,861f18b27ffffff,2017-04-13 06:00:00
9616,861f18b27ffffff_2017-04-13 12:00:00,328.0,861f18b27ffffff,2017-04-13 12:00:00
9634,861f18b27ffffff_2017-04-13 18:00:00,309.0,861f18b27ffffff,2017-04-13 18:00:00
9652,861f18b27ffffff_2017-04-14 00:00:00,97.0,861f18b27ffffff,2017-04-14 00:00:00
9670,861f18b27ffffff_2017-04-14 06:00:00,186.0,861f18b27ffffff,2017-04-14 06:00:00
9688,861f18b27ffffff_2017-04-14 12:00:00,272.0,861f18b27ffffff,2017-04-14 12:00:00
9706,861f18b27ffffff_2017-04-14 18:00:00,232.0,861f18b27ffffff,2017-04-14 18:00:00
9724,861f18b27ffffff_2017-04-15 00:00:00,97.0,861f18b27ffffff,2017-04-15 00:00:00
9742,861f18b27ffffff_2017-04-15 06:00:00,213.0,861f18b27ffffff,2017-04-15 06:00:00
9760,861f18b27ffffff_2017-04-15 12:00:00,311.0,861f18b27ffffff,2017-04-15 12:00:00
9778,861f18b27ffffff_2017-04-15 18:00:00,305.0,861f18b27ffffff,2017-04-15 18:00:00
9796,861f18b27ffffff_2017-04-16 00:00:00,98.0,861f18b27ffffff,2017-04-16 00:00:00
9814,861f18b27ffffff_2017-04-16 06:00:00,198.0,861f18b27ffffff,2017-04-16 06:00:00
9832,861f18b27ffffff_2017-04-16 12:00:00,262.0,861f18b27ffffff,2017-04-16 12:00:00
9850,861f18b27ffffff_2017-04-16 18:00:00,253.0,861f18b27ffffff,2017-04-16 18:00:00
9868,861f18b27ffffff_2017-04-17 00:00:00,74.0,861f18b27ffffff,2017-04-17 00:00:00
9886,861f18b27ffffff_2017-04-17 06:00:00,197.0,861f18b27ffffff,2017-04-17 06:00:00
9904,861f18b27ffffff_2017-04-17 12:00:00,303.0,861f18b27ffffff,2017-04-17 12:00:00
9922,861f18b27ffffff_2017-04-17 18:00:00,225.0,861f18b27ffffff,2017-04-17 18:00:00
9940,861f18b27ffffff_2017-04-18 00:00:00,118.0,861f18b27ffffff,2017-04-18 00:00:00
9958,861f18b27ffffff_2017-04-18 06:00:00,263.0,861f18b27ffffff,2017-04-18 06:00:00
9976,861f18b27ffffff_2017-04-18 12:00:00,328.0,861f18b27ffffff,2017-04-18 12:00:00
9994,861f18b27ffffff_2017-04-18 18:00:00,256.0,861f18b27ffffff,2017-04-18 18:00:00
10012,861f18b27ffffff_2017-04-19 00:00:00,133.0,861f18b27ffffff,2017-04-19 00:00:00
10030,861f18b27ffffff_2017-04-19 06:00:00,209.0,861f18b27ffffff,2017-04-19 06:00:00
10048,861f18b27ffffff_2017-04-19 12:00:00,337.0,861f18b27ffffff,2017-04-19 12:00:00
10066,861f18b27ffffff_2017-04-19 18:00:00,298.0,861f18b27ffffff,2017-04-19 18:00:00
10084,861f18b27ffffff_2017-04-20 00:00:00,130.0,861f18b27ffffff,2017-04-20 00:00:00
10102,861f18b27ffffff_2017-04-20 06:00:00,243.0,861f18b27ffffff,2017-04-20 06:00:00
10120,861f18b27ffffff_2017-04-20 12:00:00,337.0,861f18b27ffffff,2017-04-20 12:00:00
10138,861f18b27ffffff_2017-04-20 18:00:00,278.0,861f18b27ffffff,2017-04-20 18:00:00
10156,861f18b27ffffff_2017-04-21 00:00:00,147.0,861f18b27ffffff,2017-04-21 00:00:00
10174,861f18b27ffffff_2017-04-21 06:00:00,232.0,861f18b27ffffff,2017-04-21 06:00:00
10192,861f18b27ffffff_2017-04-21 12:00:00,342.0,861f18b27ffffff,2017-04-21 12:00:00
10210,861f18b27ffffff_2017-04-21 18:00:00,376.0,861f18b27ffffff,2017-04-21 18:00:00
10228,861f18b27ffffff_2017-04-22 00:00:00,102.0,861f18b27ffffff,2017-04-22 00:00:00
10246,861f18b27ffffff_2017-04-22 06:00:00,313.0,861f18b27ffffff,2017-04-22 06:00:00
10264,861f18b27ffffff_2017-04-22 12:00:00,418.0,861f18b27ffffff,2017-04-22 12:00:00
10282,861f18b27ffffff_2017-04-22 18:00:00,360.0,861f18b27ffffff,2017-04-22 18:00:00
10300,861f18b27ffffff_2017-04-23 00:00:00,108.0,861f18b27ffffff,2017-04-23 00:00:00
10318,861f18b27ffffff_2017-04-23 06:00:00,230.0,861f18b27ffffff,2017-04-23 06:00:00
10336,861f18b27ffffff_2017-04-23 12:00:00,277.0,861f18b27ffffff,2017-04-23 12:00:00
10354,861f18b27ffffff_2017-04-23 18:00:00,194.0,861f18b27ffffff,2017-04-23 18:00:00
10372,861f18b27ffffff_2017-04-24 00:00:00,116.0,861f18b27ffffff,2017-04-24 00:00:00
10390,861f18b27ffffff_2017-04-24 06:00:00,229.0,861f18b27ffffff,2017-04-24 06:00:00
10408,861f18b27ffffff_2017-04-24 12:00:00,305.0,861f18b27ffffff,2017-04-24 12:00:00
10426,861f18b27ffffff_2017-04-24 18:00:00,211.0,861f18b27ffffff,2017-04-24 18:00:00
10444,861f18b27ffffff_2017-04-25 00:00:00,121.0,861f18b27ffffff,2017-04-25 00:00:00
10462,861f18b27ffffff_2017-04-25 06:00:00,182.0,861f18b27ffffff,2017-04-25 06:00:00
10480,861f18b27ffffff_2017-04-25 12:00:00,348.0,861f18b27ffffff,2017-04-25 12:00:00
10498,861f18b27ffffff_2017-04-25 18:00:00,260.0,861f18b27ffffff,2017-04-25 18:00:00
1013,861f18b2fffffff_2016-12-15 00:00:00,13.0,861f18b2fffffff,2016-12-15 00:00:00
1031,861f18b2fffffff_2016-12-15 06:00:00,24.0,861f18b2fffffff,2016-12-15 06:00:00
1049,861f18b2fffffff_2016-12-15 12:00:00,52.0,861f18b2fffffff,2016-12-15 12:00:00
1067,861f18b2fffffff_2016-12-15 18:00:00,31.0,861f18b2fffffff,2016-12-15 18:00:00
1085,861f18b2fffffff_2016-12-16 00:00:00,16.0,861f18b2fffffff,2016-12-16 00:00:00
1103,861f18b2fffffff_2016-12-16 06:00:00,50.0,861f18b2fffffff,2016-12-16 06:00:00
1121,861f18b2fffffff_2016-12-16 12:00:00,48.0,861f18b2fffffff,2016-12-16 12:00:00
1139,861f18b2fffffff_2016-12-16 18:00:00,39.0,861f18b2fffffff,2016-12-16 18:00:00
1157,861f18b2fffffff_2016-12-17 00:00:00,16.0,861f18b2fffffff,2016-12-17 00:00:00
1175,861f18b2fffffff_2016-12-17 06:00:00,45.0,861f18b2fffffff,2016-12-17 06:00:00
1193,861f18b2fffffff_2016-12-17 12:00:00,34.0,861f18b2fffffff,2016-12-17 12:00:00
1211,861f18b2fffffff_2016-12-17 18:00:00,46.0,861f18b2fffffff,2016-12-17 18:00:00
1229,861f18b2fffffff_2016-12-18 00:00:00,21.0,861f18b2fffffff,2016-12-18 00:00:00
1247,861f18b2fffffff_2016-12-18 06:00:00,34.0,861f18b2fffffff,2016-12-18 06:00:00
1265,861f18b2fffffff_2016-12-18 12:00:00,39.0,861f18b2fffffff,2016-12-18 12:00:00
1283,861f18b2fffffff_2016-12-18 18:00:00,31.0,861f18b2fffffff,2016-12-18 18:00:00
1301,861f18b2fffffff_2016-12-19 00:00:00,18.0,861f18b2fffffff,2016-12-19 00:00:00
1319,861f18b2fffffff_2016-12-19 06:00:00,36.0,861f18b2fffffff,2016-12-19 06:00:00
1337,861f18b2fffffff_2016-12-19 12:00:00,33.0,861f18b2fffffff,2016-12-19 12:00:00
1355,861f18b2fffffff_2016-12-19 18:00:00,32.0,861f18b2fffffff,2016-12-19 18:00:00
1373,861f18b2fffffff_2016-12-20 00:00:00,9.0,861f18b2fffffff,2016-12-20 00:00:00
1391,861f18b2fffffff_2016-12-20 06:00:00,41.0,861f18b2fffffff,2016-12-20 06:00:00
1409,861f18b2fffffff_2016-12-20 12:00:00,42.0,861f18b2fffffff,2016-12-20 12:00:00
1427,861f18b2fffffff_2016-12-20 18:00:00,21.0,861f18b2fffffff,2016-12-20 18:00:00
1445,861f18b2fffffff_2016-12-21 00:00:00,16.0,861f18b2fffffff,2016-12-21 00:00:00
1463,861f18b2fffffff_2016-12-21 06:00:00,45.0,861f18b2fffffff,2016-12-21 06:00:00
1481,861f18b2fffffff_2016-12-21 12:00:00,39.0,861f18b2fffffff,2016-12-21 12:00:00
1499,861f18b2fffffff_2016-12-21 18:00:00,26.0,861f18b2fffffff,2016-12-21 18:00:00
1517,861f18b2fffffff_2016-12-22 00:00:00,14.0,861f18b2fffffff,2016-12-22 00:00:00
1535,861f18b2fffffff_2016-12-22 06:00:00,37.0,861f18b2fffffff,2016-12-22 06:00:00
1553,861f18b2fffffff_2016-12-22 12:00:00,42.0,861f18b2fffffff,2016-12-22 12:00:00
1571,861f18b2fffffff_2016-12-22 18:00:00,28.0,861f18b2fffffff,2016-12-22 18:00:00
1589,861f18b2fffffff_2016-12-23 00:00:00,7.0,861f18b2fffffff,2016-12-23 00:00:00
1607,861f18b2fffffff_2016-12-23 06:00:00,30.0,861f18b2fffffff,2016-12-23 06:00:00
1625,861f18b2fffffff_2016-12-23 12:00:00,42.0,861f18b2fffffff,2016-12-23 12:00:00
1643,861f18b2fffffff_2016-12-23 18:00:00,28.0,861f18b2fffffff,2016-12-23 18:00:00
1661,861f18b2fffffff_2016-12-24 00:00:00,18.0,861f18b2fffffff,2016-12-24 00:00:00
1679,861f18b2fffffff_2016-12-24 06:00:00,40.0,861f18b2fffffff,2016-12-24 06:00:00
1697,861f18b2fffffff_2016-12-24 12:00:00,43.0,861f18b2fffffff,2016-12-24 12:00:00
1715,861f18b2fffffff_2016-12-24 18:00:00,40.0,861f18b2fffffff,2016-12-24 18:00:00
1733,861f18b2fffffff_2016-12-25 00:00:00,11.0,861f18b2fffffff,2016-12-25 00:00:00
1751,861f18b2fffffff_2016-12-25 06:00:00,19.0,861f18b2fffffff,2016-12-25 06:00:00
1769,861f18b2fffffff_2016-12-25 12:00:00,34.0,861f18b2fffffff,2016-12-25 12:00:00
1787,861f18b2fffffff_2016-12-25 18:00:00,29.0,861f18b2fffffff,2016-12-25 18:00:00
1805,861f18b2fffffff_2016-12-26 00:00:00,3.0,861f18b2fffffff,2016-12-26 00:00:00
1823,861f18b2fffffff_2016-12-26 06:00:00,12.0,861f18b2fffffff,2016-12-26 06:00:00
1841,861f18b2fffffff_2016-12-26 12:00:00,33.0,861f18b2fffffff,2016-12-26 12:00:00
1859,861f18b2fffffff_2016-12-26 18:00:00,17.0,861f18b2fffffff,2016-12-26 18:00:00
1877,861f18b2fffffff_2016-12-27 00:00:00,8.0,861f18b2fffffff,2016-12-27 00:00:00
1895,861f18b2fffffff_2016-12-27 06:00:00,27.0,861f18b2fffffff,2016-12-27 06:00:00
1913,861f18b2fffffff_2016-12-27 12:00:00,21.0,861f18b2fffffff,2016-12-27 12:00:00
1931,861f18b2fffffff_2016-12-27 18:00:00,28.0,861f18b2fffffff,2016-12-27 18:00:00
1949,861f18b2fffffff_2016-12-28 00:00:00,12.0,861f18b2fffffff,2016-12-28 00:00:00
1967,861f18b2fffffff_2016-12-28 06:00:00,31.0,861f18b2fffffff,2016-12-28 06:00:00
1985,861f18b2fffffff_2016-12-28 12:00:00,30.0,861f18b2fffffff,2016-12-28 12:00:00
2003,861f18b2fffffff_2016-12-28 18:00:00,22.0,861f18b2fffffff,2016-12-28 18:00:00
2021,861f18b2fffffff_2016-12-29 00:00:00,15.0,861f18b2fffffff,2016-12-29 00:00:00
2039,861f18b2fffffff_2016-12-29 06:00:00,21.0,861f18b2fffffff,2016-12-29 06:00:00
2057,861f18b2fffffff_2016-12-29 12:00:00,33.0,861f18b2fffffff,2016-12-29 12:00:00
2075,861f18b2fffffff_2016-12-29 18:00:00,31.0,861f18b2fffffff,2016-12-29 18:00:00
2093,861f18b2fffffff_2016-12-30 00:00:00,10.0,861f18b2fffffff,2016-12-30 00:00:00
2111,861f18b2fffffff_2016-12-30 06:00:00,34.0,861f18b2fffffff,2016-12-30 06:00:00
2129,861f18b2fffffff_2016-12-30 12:00:00,38.0,861f18b2fffffff,2016-12-30 12:00:00
2147,861f18b2fffffff_2016-12-30 18:00:00,37.0,861f18b2fffffff,2016-12-30 18:00:00
2165,861f18b2fffffff_2016-12-31 00:00:00,9.0,861f18b2fffffff,2016-12-31 00:00:00
2183,861f18b2fffffff_2016-12-31 06:00:00,29.0,861f18b2fffffff,2016-12-31 06:00:00
2201,861f18b2fffffff_2016-12-31 12:00:00,57.0,861f18b2fffffff,2016-12-31 12:00:00
2219,861f18b2fffffff_2016-12-31 18:00:00,38.0,861f18b2fffffff,2016-12-31 18:00:00
2237,861f18b2fffffff_2017-01-01 00:00:00,29.0,861f18b2fffffff,2017-01-01 00:00:00
2255,861f18b2fffffff_2017-01-01 06:00:00,19.0,861f18b2fffffff,2017-01-01 06:00:00
2273,861f18b2fffffff_2017-01-01 12:00:00,40.0,861f18b2fffffff,2017-01-01 12:00:00
2291,861f18b2fffffff_2017-01-01 18:00:00,22.0,861f18b2fffffff,2017-01-01 18:00:00
2309,861f18b2fffffff_2017-01-02 00:00:00,13.0,861f18b2fffffff,2017-01-02 00:00:00
2327,861f18b2fffffff_2017-01-02 06:00:00,24.0,861f18b2fffffff,2017-01-02 06:00:00
2345,861f18b2fffffff_2017-01-02 12:00:00,40.0,861f18b2fffffff,2017-01-02 12:00:00
2363,861f18b2fffffff_2017-01-02 18:00:00,29.0,861f18b2fffffff,2017-01-02 18:00:00
2381,861f18b2fffffff_2017-01-03 00:00:00,8.0,861f18b2fffffff,2017-01-03 00:00:00
2399,861f18b2fffffff_2017-01-03 06:00:00,31.0,861f18b2fffffff,2017-01-03 06:00:00
2417,861f18b2fffffff_2017-01-03 12:00:00,39.0,861f18b2fffffff,2017-01-03 12:00:00
2435,861f18b2fffffff_2017-01-03 18:00:00,34.0,861f18b2fffffff,2017-01-03 18:00:00
2453,861f18b2fffffff_2017-01-04 00:00:00,8.0,861f18b2fffffff,2017-01-04 00:00:00
2471,861f18b2fffffff_2017-01-04 06:00:00,46.0,861f18b2fffffff,2017-01-04 06:00:00
2489,861f18b2fffffff_2017-01-04 12:00:00,44.0,861f18b2fffffff,2017-01-04 12:00:00
2507,861f18b2fffffff_2017-01-04 18:00:00,33.0,861f18b2fffffff,2017-01-04 18:00:00
2525,861f18b2fffffff_2017-01-05 00:00:00,19.0,861f18b2fffffff,2017-01-05 00:00:00
2543,861f18b2fffffff_2017-01-05 06:00:00,28.0,861f18b2fffffff,2017-01-05 06:00:00
2561,861f18b2fffffff_2017-01-05 12:00:00,29.0,861f18b2fffffff,2017-01-05 12:00:00
2579,861f18b2fffffff_2017-01-05 18:00:00,40.0,861f18b2fffffff,2017-01-05 18:00:00
2597,861f18b2fffffff_2017-01-06 00:00:00,19.0,861f18b2fffffff,2017-01-06 00:00:00
2615,861f18b2fffffff_2017-01-06 06:00:00,40.0,861f18b2fffffff,2017-01-06 06:00:00
2633,861f18b2fffffff_2017-01-06 12:00:00,30.0,861f18b2fffffff,2017-01-06 12:00:00
2651,861f18b2fffffff_2017-01-06 18:00:00,22.0,861f18b2fffffff,2017-01-06 18:00:00
2669,861f18b2fffffff_2017-01-07 00:00:00,17.0,861f18b2fffffff,2017-01-07 00:00:00
2687,861f18b2fffffff_2017-01-07 06:00:00,34.0,861f18b2fffffff,2017-01-07 06:00:00
2705,861f18b2fffffff_2017-01-07 12:00:00,48.0,861f18b2fffffff,2017-01-07 12:00:00
2723,861f18b2fffffff_2017-01-07 18:00:00,36.0,861f18b2fffffff,2017-01-07 18:00:00
2741,861f18b2fffffff_2017-01-08 00:00:00,14.0,861f18b2fffffff,2017-01-08 00:00:00
2759,861f18b2fffffff_2017-01-08 06:00:00,27.0,861f18b2fffffff,2017-01-08 06:00:00
2777,861f18b2fffffff_2017-01-08 12:00:00,39.0,861f18b2fffffff,2017-01-08 12:00:00
2795,861f18b2fffffff_2017-01-08 18:00:00,35.0,861f18b2fffffff,2017-01-08 18:00:00
2813,861f18b2fffffff_2017-01-09 00:00:00,13.0,861f18b2fffffff,2017-01-09 00:00:00
2831,861f18b2fffffff_2017-01-09 06:00:00,40.0,861f18b2fffffff,2017-01-09 06:00:00
2849,861f18b2fffffff_2017-01-09 12:00:00,31.0,861f18b2fffffff,2017-01-09 12:00:00
2867,861f18b2fffffff_2017-01-09 18:00:00,29.0,861f18b2fffffff,2017-01-09 18:00:00
2885,861f18b2fffffff_2017-01-10 00:00:00,15.0,861f18b2fffffff,2017-01-10 00:00:00
2903,861f18b2fffffff_2017-01-10 06:00:00,35.0,861f18b2fffffff,2017-01-10 06:00:00
2921,861f18b2fffffff_2017-01-10 12:00:00,44.0,861f18b2fffffff,2017-01-10 12:00:00
2939,861f18b2fffffff_2017-01-10 18:00:00,32.0,861f18b2fffffff,2017-01-10 18:00:00
2957,861f18b2fffffff_2017-01-11 00:00:00,16.0,861f18b2fffffff,2017-01-11 00:00:00
2975,861f18b2fffffff_2017-01-11 06:00:00,50.0,861f18b2fffffff,2017-01-11 06:00:00
2993,861f18b2fffffff_2017-01-11 12:00:00,38.0,861f18b2fffffff,2017-01-11 12:00:00
3011,861f18b2fffffff_2017-01-11 18:00:00,24.0,861f18b2fffffff,2017-01-11 18:00:00
3029,861f18b2fffffff_2017-01-12 00:00:00,21.0,861f18b2fffffff,2017-01-12 00:00:00
3047,861f18b2fffffff_2017-01-12 06:00:00,49.0,861f18b2fffffff,2017-01-12 06:00:00
3065,861f18b2fffffff_2017-01-12 12:00:00,41.0,861f18b2fffffff,2017-01-12 12:00:00
3083,861f18b2fffffff_2017-01-12 18:00:00,33.0,861f18b2fffffff,2017-01-12 18:00:00
3101,861f18b2fffffff_2017-01-13 00:00:00,21.0,861f18b2fffffff,2017-01-13 00:00:00
3119,861f18b2fffffff_2017-01-13 06:00:00,47.0,861f18b2fffffff,2017-01-13 06:00:00
3137,861f18b2fffffff_2017-01-13 12:00:00,43.0,861f18b2fffffff,2017-01-13 12:00:00
3155,861f18b2fffffff_2017-01-13 18:00:00,53.0,861f18b2fffffff,2017-01-13 18:00:00
3173,861f18b2fffffff_2017-01-14 00:00:00,14.0,861f18b2fffffff,2017-01-14 00:00:00
3191,861f18b2fffffff_2017-01-14 06:00:00,44.0,861f18b2fffffff,2017-01-14 06:00:00
3209,861f18b2fffffff_2017-01-14 12:00:00,43.0,861f18b2fffffff,2017-01-14 12:00:00
3227,861f18b2fffffff_2017-01-14 18:00:00,41.0,861f18b2fffffff,2017-01-14 18:00:00
3245,861f18b2fffffff_2017-01-15 00:00:00,12.0,861f18b2fffffff,2017-01-15 00:00:00
3263,861f18b2fffffff_2017-01-15 06:00:00,27.0,861f18b2fffffff,2017-01-15 06:00:00
3281,861f18b2fffffff_2017-01-15 12:00:00,45.0,861f18b2fffffff,2017-01-15 12:00:00
3299,861f18b2fffffff_2017-01-15 18:00:00,20.0,861f18b2fffffff,2017-01-15 18:00:00
3317,861f18b2fffffff_2017-01-16 00:00:00,10.0,861f18b2fffffff,2017-01-16 00:00:00
3335,861f18b2fffffff_2017-01-16 06:00:00,41.0,861f18b2fffffff,2017-01-16 06:00:00
3353,861f18b2fffffff_2017-01-16 12:00:00,36.0,861f18b2fffffff,2017-01-16 12:00:00
3371,861f18b2fffffff_2017-01-16 18:00:00,33.0,861f18b2fffffff,2017-01-16 18:00:00
3389,861f18b2fffffff_2017-01-17 00:00:00,17.0,861f18b2fffffff,2017-01-17 00:00:00
3407,861f18b2fffffff_2017-01-17 06:00:00,40.0,861f18b2fffffff,2017-01-17 06:00:00
3425,861f18b2fffffff_2017-01-17 12:00:00,28.0,861f18b2fffffff,2017-01-17 12:00:00
