,key_5hex_6h,DN_total_num_rentals,DN_total_length_rentals,DN_avg_length_rentals,C2G_total_num_rentals,C2G_total_length_rentals,C2G_avg_length_rentals,AVG_avg_length_rentals,hex_id_5hex,timestamp
0,851f1887fffffff_2017-02-25 00:00:00,12.0,925.0,77.08333333333333,1.0,45.0,45.0,74.61538461538461,851f1887fffffff,2017-02-25 00:00:00
1,851f1887fffffff_2017-02-25 06:00:00,52.0,4140.0,79.61538461538461,2.0,90.0,45.0,78.33333333333333,851f1887fffffff,2017-02-25 06:00:00
2,851f1887fffffff_2017-02-25 12:00:00,68.0,5370.0,78.97058823529412,7.0,280.0,40.0,75.33333333333333,851f1887fffffff,2017-02-25 12:00:00
3,851f1887fffffff_2017-02-25 18:00:00,49.0,4045.0,82.55102040816327,2.0,140.0,70.0,82.05882352941177,851f1887fffffff,2017-02-25 18:00:00
4,851f1887fffffff_2017-02-26 00:00:00,3.0,100.0,33.333333333333336,1.0,25.0,25.0,31.25,851f1887fffffff,2017-02-26 00:00:00
5,851f1887fffffff_2017-02-26 06:00:00,29.0,2440.0,84.13793103448276,0.0,0.0,0.0,84.13793103448276,851f1887fffffff,2017-02-26 06:00:00
6,851f1887fffffff_2017-02-26 12:00:00,66.0,3635.0,55.07575757575758,5.0,200.0,40.0,54.014084507042256,851f1887fffffff,2017-02-26 12:00:00
7,851f1887fffffff_2017-02-26 18:00:00,22.0,625.0,28.40909090909091,2.0,60.0,30.0,28.541666666666668,851f1887fffffff,2017-02-26 18:00:00
8,851f1887fffffff_2017-02-27 00:00:00,10.0,945.0,94.5,0.0,0.0,0.0,94.5,851f1887fffffff,2017-02-27 00:00:00
9,851f1887fffffff_2017-02-27 06:00:00,49.0,4300.0,87.75510204081633,5.0,265.0,53.0,84.53703703703704,851f1887fffffff,2017-02-27 06:00:00
10,851f1887fffffff_2017-02-27 12:00:00,66.0,4705.0,71.28787878787878,12.0,595.0,49.58333333333334,67.94871794871794,851f1887fffffff,2017-02-27 12:00:00
11,851f1887fffffff_2017-02-27 18:00:00,39.0,1560.0,40.0,0.0,0.0,0.0,40.0,851f1887fffffff,2017-02-27 18:00:00
12,851f1887fffffff_2017-02-28 00:00:00,9.0,335.0,37.22222222222222,0.0,0.0,0.0,37.22222222222222,851f1887fffffff,2017-02-28 00:00:00
13,851f1887fffffff_2017-02-28 06:00:00,52.0,3030.0,58.269230769230774,3.0,205.0,68.33333333333333,58.81818181818182,851f1887fffffff,2017-02-28 06:00:00
14,851f1887fffffff_2017-02-28 12:00:00,79.0,4095.0,51.83544303797469,13.0,620.0,47.69230769230769,51.25,851f1887fffffff,2017-02-28 12:00:00
15,851f1887fffffff_2017-02-28 18:00:00,42.0,3640.0,86.66666666666669,2.0,75.0,37.5,84.43181818181819,851f1887fffffff,2017-02-28 18:00:00
16,851f1887fffffff_2017-03-01 00:00:00,8.0,270.0,33.75,1.0,50.0,50.0,35.55555555555556,851f1887fffffff,2017-03-01 00:00:00
17,851f1887fffffff_2017-03-01 06:00:00,51.0,3200.0,62.74509803921568,1.0,30.0,30.0,62.11538461538461,851f1887fffffff,2017-03-01 06:00:00
18,851f1887fffffff_2017-03-01 12:00:00,58.0,3350.0,57.75862068965517,8.0,525.0,65.625,58.71212121212121,851f1887fffffff,2017-03-01 12:00:00
19,851f1887fffffff_2017-03-01 18:00:00,37.0,3000.0,81.08108108108108,4.0,150.0,37.5,76.82926829268293,851f1887fffffff,2017-03-01 18:00:00
20,851f1887fffffff_2017-03-02 00:00:00,9.0,730.0,81.1111111111111,3.0,360.0,120.0,90.83333333333333,851f1887fffffff,2017-03-02 00:00:00
21,851f1887fffffff_2017-03-02 06:00:00,89.0,6295.0,70.73033707865169,0.0,0.0,0.0,70.73033707865169,851f1887fffffff,2017-03-02 06:00:00
22,851f1887fffffff_2017-03-02 12:00:00,81.0,4895.0,60.4320987654321,15.0,840.0,56.0,59.739583333333336,851f1887fffffff,2017-03-02 12:00:00
23,851f1887fffffff_2017-03-02 18:00:00,52.0,4985.0,95.8653846153846,1.0,40.0,40.0,94.81132075471699,851f1887fffffff,2017-03-02 18:00:00
