,h_orgin,h_orgin_centroid,h_destination,h_destination_centroid,neighbors,hexes_distance_noh,shortest_path_distance_km
40,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f18b37ffffff,POINT (13.32725633154396 52.43442182525305),False,5,29.529049999999994
41,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f18b5fffffff,POINT (13.6858123489642 52.38681944391617),False,6,43.139304
42,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d4afffffff,POINT (13.35201703555793 52.57399647913816),False,2,14.318898999999996
43,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f18b47ffffff,POINT (13.66441017478797 52.43742299906616),False,5,39.27197499999999
44,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d4a7ffffff,POINT (13.26217730882076 52.58568484738209),False,3,18.900713999999997
45,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d487ffffff,POINT (13.28390146169232 52.5353111379206),False,3,21.367234
46,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f18b27ffffff,POINT (13.39530441655258 52.47313387921053),False,4,23.818634
47,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f18b57ffffff,POINT (13.59617996879917 52.39883051010078),False,5,36.469438000000004
48,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f18867ffffff,POINT (13.14795621198939 52.45778129900459),False,5,37.29044999999999
49,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d41fffffff,POINT (13.42022791909618 52.61262856955771),True,1,7.498343999999999
50,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d4d7ffffff,POINT (13.46344745765333 52.51179276736553),False,3,19.048484000000002
51,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d4c7ffffff,POINT (13.53168546056333 52.55039834100136),False,2,18.127616000000003
52,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1886fffffff,POINT (13.23760774875245 52.4461383572344),False,5,31.69700699999999
53,861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),861f1d4dfffffff,POINT (13.55321456974186 52.49992295708295),False,3,25.629175999999994
54,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18847ffffff,POINT (13.16971616589165 52.40733368498856),False,2,12.006457999999995
55,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),False,4,28.937050999999997
56,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),False,0,0.0
57,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),False,3,18.94587
58,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),True,1,10.550527000000002
59,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),False,3,21.28341500000001
60,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),False,5,30.93541
61,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d417ffffff,POINT (13.33032663790643 52.62435681728144),False,3,20.125193000000003
62,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d4b7ffffff,POINT (13.19412345893519 52.54695973334255),True,1,6.282076000000001
63,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d48fffffff,POINT (13.37367627480208 52.52358882193953),False,2,12.240181999999999
64,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18b77ffffff,POINT (13.57471271892214 52.4494003353978),False,4,28.239956000000006
65,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18b0fffffff,POINT (13.50654288019152 52.41076791856435),False,4,26.083852000000004
66,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18b07ffffff,POINT (13.4169015215838 52.42263168480854),False,3,20.483375999999996
67,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18b37ffffff,POINT (13.32725633154396 52.43442182525305),False,2,15.067062000000002
68,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18b5fffffff,POINT (13.6858123489642 52.38681944391617),False,6,39.63840300000001
69,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d4afffffff,POINT (13.35201703555793 52.57399647913816),False,2,15.026286000000006
70,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18b47ffffff,POINT (13.66441017478797 52.43742299906616),False,5,36.745493999999994
71,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d4a7ffffff,POINT (13.26217730882076 52.58568484738209),False,2,16.188959
72,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d487ffffff,POINT (13.28390146169232 52.5353111379206),True,1,8.804267
73,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18b27ffffff,POINT (13.39530441655258 52.47313387921053),False,2,14.863534
74,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18b57ffffff,POINT (13.59617996879917 52.39883051010078),False,5,32.71998700000001
75,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f18867ffffff,POINT (13.14795621198939 52.45778129900459),True,1,12.230167999999995
76,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d41fffffff,POINT (13.42022791909618 52.61262856955771),False,3,23.452716999999996
77,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d4d7ffffff,POINT (13.46344745765333 52.51179276736553),False,3,18.760728000000004
78,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d4c7ffffff,POINT (13.53168546056333 52.55039834100136),False,4,25.183792999999998
79,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1886fffffff,POINT (13.23760774875245 52.4461383572344),True,1,12.902857999999998
80,861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),861f1d4dfffffff,POINT (13.55321456974186 52.49992295708295),False,4,26.555965999999994
81,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18847ffffff,POINT (13.16971616589165 52.40733368498856),False,4,27.53695300000001
82,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),False,2,12.374203
83,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),False,3,19.252238000000002
84,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),False,0,0.0
85,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),False,2,15.699833999999996
86,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),False,2,14.578562
87,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),False,2,15.354153
88,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d417ffffff,POINT (13.33032663790643 52.62435681728144),False,2,14.592472000000003
89,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d4b7ffffff,POINT (13.19412345893519 52.54695973334255),False,3,18.970489
90,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d48fffffff,POINT (13.37367627480208 52.52358882193953),True,1,7.302481000000001
91,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18b77ffffff,POINT (13.57471271892214 52.4494003353978),False,3,17.800445
92,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18b0fffffff,POINT (13.50654288019152 52.41076791856435),False,3,20.954911000000006
93,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18b07ffffff,POINT (13.4169015215838 52.42263168480854),False,3,18.962222000000008
94,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18b37ffffff,POINT (13.32725633154396 52.43442182525305),False,3,18.36324500000001
95,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18b5fffffff,POINT (13.6858123489642 52.38681944391617),False,5,31.620706
96,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d4afffffff,POINT (13.35201703555793 52.57399647913816),True,1,7.627455000000001
97,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18b47ffffff,POINT (13.66441017478797 52.43742299906616),False,4,27.470047999999988
98,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d4a7ffffff,POINT (13.26217730882076 52.58568484738209),False,2,14.384507000000005
99,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d487ffffff,POINT (13.28390146169232 52.5353111379206),False,2,12.518721
100,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18b27ffffff,POINT (13.39530441655258 52.47313387921053),False,2,12.497805000000005
101,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18b57ffffff,POINT (13.59617996879917 52.39883051010078),False,4,24.95084000000001
102,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f18867ffffff,POINT (13.14795621198939 52.45778129900459),False,4,28.225107999999988
103,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d41fffffff,POINT (13.42022791909618 52.61262856955771),True,1,8.159082999999999
104,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d4d7ffffff,POINT (13.46344745765333 52.51179276736553),True,1,7.602620999999998
105,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d4c7ffffff,POINT (13.53168546056333 52.55039834100136),True,1,8.721029999999999
106,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1886fffffff,POINT (13.23760774875245 52.4461383572344),False,3,22.063830000000003
107,861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),861f1d4dfffffff,POINT (13.55321456974186 52.49992295708295),False,2,13.955742000000006
108,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18847ffffff,POINT (13.16971616589165 52.40733368498856),False,2,14.158947000000003
109,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),False,4,25.03133
110,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),True,1,8.654151000000002
111,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),False,2,14.514572999999992
112,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),False,0,0.0
113,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),False,2,14.499806000000007
114,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),False,4,25.717731000000004
115,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d417ffffff,POINT (13.33032663790643 52.62435681728144),False,3,17.863566000000006
116,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d4b7ffffff,POINT (13.19412345893519 52.54695973334255),False,2,11.555679
117,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d48fffffff,POINT (13.37367627480208 52.52358882193953),True,1,7.6504650000000005
118,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18b77ffffff,POINT (13.57471271892214 52.4494003353978),False,3,21.456347000000004
119,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18b0fffffff,POINT (13.50654288019152 52.41076791856435),False,3,18.576983000000006
120,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18b07ffffff,POINT (13.4169015215838 52.42263168480854),False,2,12.976507000000002
121,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18b37ffffff,POINT (13.32725633154396 52.43442182525305),True,1,7.560193
122,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18b5fffffff,POINT (13.6858123489642 52.38681944391617),False,5,32.745546999999995
123,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d4afffffff,POINT (13.35201703555793 52.57399647913816),False,2,12.241502000000004
124,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18b47ffffff,POINT (13.66441017478797 52.43742299906616),False,4,29.961884999999988
125,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d4a7ffffff,POINT (13.26217730882076 52.58568484738209),False,2,14.860017000000001
126,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d487ffffff,POINT (13.28390146169232 52.5353111379206),True,1,7.062978000000002
127,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18b27ffffff,POINT (13.39530441655258 52.47313387921053),True,1,7.3566650000000005
128,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18b57ffffff,POINT (13.59617996879917 52.39883051010078),False,4,25.21311800000001
129,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f18867ffffff,POINT (13.14795621198939 52.45778129900459),False,2,17.627021
130,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d41fffffff,POINT (13.42022791909618 52.61262856955771),False,3,19.664891
131,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d4d7ffffff,POINT (13.46344745765333 52.51179276736553),False,2,13.209793999999997
132,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d4c7ffffff,POINT (13.53168546056333 52.55039834100136),False,3,19.966114
133,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1886fffffff,POINT (13.23760774875245 52.4461383572344),True,1,8.131912999999999
134,861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),861f1d4dfffffff,POINT (13.55321456974186 52.49992295708295),False,3,21.284867999999996
135,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18847ffffff,POINT (13.16971616589165 52.40733368498856),False,4,24.251086000000004
136,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),False,4,25.819628000000005
137,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),False,3,21.483047
138,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),False,2,14.656134000000005
139,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),False,2,13.831041
140,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),False,0,0.0
141,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),False,2,17.24936300000001
142,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d417ffffff,POINT (13.33032663790643 52.62435681728144),False,4,24.377236999999976
143,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d4b7ffffff,POINT (13.19412345893519 52.54695973334255),False,4,24.197940999999993
144,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d48fffffff,POINT (13.37367627480208 52.52358882193953),False,2,11.525880000000004
145,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18b77ffffff,POINT (13.57471271892214 52.4494003353978),True,1,7.166103
146,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18b0fffffff,POINT (13.50654288019152 52.41076791856435),True,1,7.879189000000002
147,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18b07ffffff,POINT (13.4169015215838 52.42263168480854),True,1,8.502956000000001
148,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18b37ffffff,POINT (13.32725633154396 52.43442182525305),False,2,12.939327000000002
149,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18b5fffffff,POINT (13.6858123489642 52.38681944391617),False,3,18.56455
150,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d4afffffff,POINT (13.35201703555793 52.57399647913816),False,3,17.225324
151,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18b47ffffff,POINT (13.66441017478797 52.43742299906616),False,2,15.671641
152,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d4a7ffffff,POINT (13.26217730882076 52.58568484738209),False,4,22.83121699999999
153,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d487ffffff,POINT (13.28390146169232 52.5353111379206),False,3,17.757988999999995
154,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18b27ffffff,POINT (13.39530441655258 52.47313387921053),True,1,8.183041
155,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18b57ffffff,POINT (13.59617996879917 52.39883051010078),False,2,11.894684
156,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f18867ffffff,POINT (13.14795621198939 52.45778129900459),False,4,30.455916999999985
157,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d41fffffff,POINT (13.42022791909618 52.61262856955771),False,3,21.604508000000017
158,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d4d7ffffff,POINT (13.46344745765333 52.51179276736553),True,1,7.458103
159,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d4c7ffffff,POINT (13.53168546056333 52.55039834100136),False,2,13.438544
160,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1886fffffff,POINT (13.23760774875245 52.4461383572344),False,3,19.494274
161,861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),861f1d4dfffffff,POINT (13.55321456974186 52.49992295708295),True,1,11.357648999999999
162,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18847ffffff,POINT (13.16971616589165 52.40733368498856),False,6,38.29399499999998
163,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d40fffffff,POINT (13.48853411873143 52.65120726058531),False,3,25.095257000000004
164,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d497ffffff,POINT (13.21588119001533 52.49657269480686),False,5,30.987428000000005
165,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d4f7ffffff,POINT (13.44185323329728 52.56223431616588),False,2,15.444321999999996
166,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d49fffffff,POINT (13.30559444899624 52.48489011930791),False,4,26.464045999999996
167,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18b2fffffff,POINT (13.48501065303956 52.46130395682968),False,2,17.139586
168,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),False,0,0.0
169,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d417ffffff,POINT (13.33032663790643 52.62435681728144),False,4,29.443415999999978
170,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d4b7ffffff,POINT (13.19412345893519 52.54695973334255),False,5,32.530910000000006
171,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d48fffffff,POINT (13.37367627480208 52.52358882193953),False,3,19.217111
172,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18b77ffffff,POINT (13.57471271892214 52.4494003353978),False,2,11.622803999999995
173,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18b0fffffff,POINT (13.50654288019152 52.41076791856435),False,3,20.319844
174,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18b07ffffff,POINT (13.4169015215838 52.42263168480854),False,3,25.432979999999997
175,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18b37ffffff,POINT (13.32725633154396 52.43442182525305),False,4,27.943706000000006
176,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18b5fffffff,POINT (13.6858123489642 52.38681944391617),False,3,27.821013999999995
177,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d4afffffff,POINT (13.35201703555793 52.57399647913816),False,3,22.291503000000006
178,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18b47ffffff,POINT (13.66441017478797 52.43742299906616),False,2,23.496743999999993
179,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d4a7ffffff,POINT (13.26217730882076 52.58568484738209),False,4,29.048554999999997
180,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d487ffffff,POINT (13.28390146169232 52.5353111379206),False,4,26.079142
181,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18b27ffffff,POINT (13.39530441655258 52.47313387921053),False,3,22.635107000000016
182,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18b57ffffff,POINT (13.59617996879917 52.39883051010078),False,3,21.475543000000002
183,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f18867ffffff,POINT (13.14795621198939 52.45778129900459),False,6,39.960298000000016
184,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d41fffffff,POINT (13.42022791909618 52.61262856955771),False,3,20.528753000000005
185,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d4d7ffffff,POINT (13.46344745765333 52.51179276736553),False,2,13.396286
186,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1d4c7ffffff,POINT (13.53168546056333 52.55039834100136),True,1,8.847814
187,861f1d4cfffffff,POINT (13.62151327599771 52.53848853710102),861f1886fffffff,POINT (13.23760774875245 52.4461383572344),False,5,33.079201999999974
