,h_orgin,h_orgin_centroid,h_destination,h_destination_centroid,neighbors,h_connecting_arc,haversine_distance_km,hexes_distance_noh,hexes_distance_km
16,851f1d4bfffffff,POINT (13.28390146169232 52.5353111379206),851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),True,"LINESTRING (13.28390146169232 52.5353111379206, 13.41690152158381 52.42263168480853)",15.430994316506672,1,16.155606578484345
17,851f1d4bfffffff,POINT (13.28390146169232 52.5353111379206),851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),False,"LINESTRING (13.28390146169232 52.5353111379206, 13.66441017478797 52.43742299906616)",27.969845965785893,2,32.31121315696869
18,851f1d4ffffffff,POINT (13.53168546056333 52.55039834100136),851f1887fffffff,POINT (13.16971616589165 52.40733368498856),False,"LINESTRING (13.53168546056333 52.55039834100136, 13.16971616589165 52.40733368498856)",29.223191758877807,2,32.31121315696869
19,851f1d4ffffffff,POINT (13.53168546056333 52.55039834100136),851f1d43fffffff,POINT (13.39857145403482 52.66297549420008),True,"LINESTRING (13.53168546056333 52.55039834100136, 13.39857145403482 52.66297549420008)",15.410977011685265,1,16.155606578484345
20,851f1d4ffffffff,POINT (13.53168546056333 52.55039834100136),851f1d4bfffffff,POINT (13.28390146169232 52.5353111379206),True,"LINESTRING (13.53168546056333 52.55039834100136, 13.28390146169232 52.5353111379206)",16.840199902953202,1,16.155606578484345
21,851f1d4ffffffff,POINT (13.53168546056333 52.55039834100136),851f1d4ffffffff,POINT (13.53168546056333 52.55039834100136),False,"LINESTRING (13.53168546056333 52.55039834100136, 13.53168546056333 52.55039834100136)",0.0,0,0.0
22,851f1d4ffffffff,POINT (13.53168546056333 52.55039834100136),851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),True,"LINESTRING (13.53168546056333 52.55039834100136, 13.41690152158381 52.42263168480853)",16.194028717237266,1,16.155606578484345
23,851f1d4ffffffff,POINT (13.53168546056333 52.55039834100136),851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),True,"LINESTRING (13.53168546056333 52.55039834100136, 13.66441017478797 52.43742299906616)",15.445086498515478,1,16.155606578484345
24,851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),851f1887fffffff,POINT (13.16971616589165 52.40733368498856),True,"LINESTRING (13.41690152158381 52.42263168480853, 13.16971616589165 52.40733368498856)",16.850678489378293,1,16.155606578484345
25,851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),851f1d43fffffff,POINT (13.39857145403482 52.66297549420008),False,"LINESTRING (13.41690152158381 52.42263168480853, 13.39857145403482 52.66297549420008)",26.753743922415904,2,32.31121315696869
26,851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),851f1d4bfffffff,POINT (13.28390146169232 52.5353111379206),True,"LINESTRING (13.41690152158381 52.42263168480853, 13.28390146169232 52.5353111379206)",15.430994316506672,1,16.155606578484345
27,851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),851f1d4ffffffff,POINT (13.53168546056333 52.55039834100136),True,"LINESTRING (13.41690152158381 52.42263168480853, 13.53168546056333 52.55039834100136)",16.194028717237266,1,16.155606578484345
28,851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),False,"LINESTRING (13.41690152158381 52.42263168480853, 13.41690152158381 52.42263168480853)",0.0,0,0.0
29,851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),True,"LINESTRING (13.41690152158381 52.42263168480853, 13.66441017478797 52.43742299906616)",16.86120623427949,1,16.155606578484345
30,851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),851f1887fffffff,POINT (13.16971616589165 52.40733368498856),False,"LINESTRING (13.66441017478797 52.43742299906616, 13.16971616589165 52.40733368498856)",33.71188472365778,2,32.31121315696869
31,851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),851f1d43fffffff,POINT (13.39857145403482 52.66297549420008),False,"LINESTRING (13.66441017478797 52.43742299906616, 13.39857145403482 52.66297549420008)",30.85606351020074,2,32.31121315696869
32,851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),851f1d4bfffffff,POINT (13.28390146169232 52.5353111379206),False,"LINESTRING (13.66441017478797 52.43742299906616, 13.28390146169232 52.5353111379206)",27.969845965785893,2,32.31121315696869
33,851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),851f1d4ffffffff,POINT (13.53168546056333 52.55039834100136),True,"LINESTRING (13.66441017478797 52.43742299906616, 13.53168546056333 52.55039834100136)",15.445086498515478,1,16.155606578484345
34,851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),851f18b3fffffff,POINT (13.41690152158381 52.42263168480853),True,"LINESTRING (13.66441017478797 52.43742299906616, 13.41690152158381 52.42263168480853)",16.86120623427949,1,16.155606578484345
35,851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),851f18b7fffffff,POINT (13.66441017478797 52.43742299906616),False,"LINESTRING (13.66441017478797 52.43742299906616, 13.66441017478797 52.43742299906616)",0.0,0,0.0
