,key_7hex_6h,hex_id_7hex,timestamp,electric_C2G,n_electric_C2G,electric_DN,n_electric_DN,total_avail
32,871f18868ffffff_2017-03-13 00:00:00,871f18868ffffff,2017-03-13 00:00:00,0.0,0.0,1.0,5.0,6.0
33,871f18868ffffff_2017-03-13 06:00:00,871f18868ffffff,2017-03-13 06:00:00,0.0,0.0,1.0,5.0,6.0
34,871f18868ffffff_2017-03-13 12:00:00,871f18868ffffff,2017-03-13 12:00:00,0.0,0.0,1.0,2.0,3.0
35,871f18868ffffff_2017-03-13 18:00:00,871f18868ffffff,2017-03-13 18:00:00,0.0,0.0,2.0,11.0,13.0
36,871f18868ffffff_2017-03-14 00:00:00,871f18868ffffff,2017-03-14 00:00:00,0.0,0.0,2.0,19.0,21.0
37,871f18868ffffff_2017-03-14 06:00:00,871f18868ffffff,2017-03-14 06:00:00,0.0,0.0,2.0,18.0,20.0
38,871f18868ffffff_2017-03-14 12:00:00,871f18868ffffff,2017-03-14 12:00:00,0.0,0.0,1.0,11.0,12.0
39,871f18868ffffff_2017-03-14 18:00:00,871f18868ffffff,2017-03-14 18:00:00,0.0,0.0,0.0,10.0,10.0
40,871f18868ffffff_2017-03-15 00:00:00,871f18868ffffff,2017-03-15 00:00:00,0.0,0.0,2.0,15.0,17.0
41,871f18868ffffff_2017-03-15 06:00:00,871f18868ffffff,2017-03-15 06:00:00,0.0,0.0,2.0,12.0,14.0
42,871f18868ffffff_2017-03-15 12:00:00,871f18868ffffff,2017-03-15 12:00:00,0.0,0.0,2.0,13.0,15.0
43,871f18868ffffff_2017-03-15 18:00:00,871f18868ffffff,2017-03-15 18:00:00,0.0,0.0,0.0,6.0,6.0
44,871f18868ffffff_2017-03-16 00:00:00,871f18868ffffff,2017-03-16 00:00:00,0.0,0.0,1.0,14.0,15.0
45,871f18868ffffff_2017-03-16 06:00:00,871f18868ffffff,2017-03-16 06:00:00,0.0,0.0,2.0,15.0,17.0
46,871f18868ffffff_2017-03-16 12:00:00,871f18868ffffff,2017-03-16 12:00:00,0.0,0.0,1.0,10.0,11.0
47,871f18868ffffff_2017-03-16 18:00:00,871f18868ffffff,2017-03-16 18:00:00,0.0,0.0,1.0,11.0,12.0
48,871f18868ffffff_2017-03-17 00:00:00,871f18868ffffff,2017-03-17 00:00:00,0.0,0.0,1.0,22.0,23.0
49,871f18868ffffff_2017-03-17 06:00:00,871f18868ffffff,2017-03-17 06:00:00,0.0,0.0,1.0,19.0,20.0
50,871f18868ffffff_2017-03-17 12:00:00,871f18868ffffff,2017-03-17 12:00:00,0.0,0.0,3.0,4.0,7.0
51,871f18868ffffff_2017-03-17 18:00:00,871f18868ffffff,2017-03-17 18:00:00,0.0,0.0,0.0,7.0,7.0
52,871f18868ffffff_2017-03-18 00:00:00,871f18868ffffff,2017-03-18 00:00:00,0.0,0.0,3.0,13.0,16.0
53,871f18868ffffff_2017-03-18 06:00:00,871f18868ffffff,2017-03-18 06:00:00,0.0,0.0,3.0,14.0,17.0
54,871f18868ffffff_2017-03-18 12:00:00,871f18868ffffff,2017-03-18 12:00:00,0.0,0.0,1.0,4.0,5.0
55,871f18868ffffff_2017-03-18 18:00:00,871f18868ffffff,2017-03-18 18:00:00,0.0,0.0,0.0,5.0,5.0
56,871f18868ffffff_2017-03-19 00:00:00,871f18868ffffff,2017-03-19 00:00:00,0.0,0.0,1.0,5.0,6.0
57,871f18868ffffff_2017-03-19 06:00:00,871f18868ffffff,2017-03-19 06:00:00,0.0,0.0,1.0,8.0,9.0
58,871f18868ffffff_2017-03-19 12:00:00,871f18868ffffff,2017-03-19 12:00:00,0.0,0.0,1.0,5.0,6.0
59,871f18868ffffff_2017-03-19 18:00:00,871f18868ffffff,2017-03-19 18:00:00,0.0,0.0,0.0,5.0,5.0
60,871f18868ffffff_2017-03-20 00:00:00,871f18868ffffff,2017-03-20 00:00:00,0.0,0.0,1.0,10.0,11.0
61,871f18868ffffff_2017-03-20 06:00:00,871f18868ffffff,2017-03-20 06:00:00,0.0,0.0,0.0,6.0,6.0
62,871f18868ffffff_2017-03-20 12:00:00,871f18868ffffff,2017-03-20 12:00:00,0.0,0.0,0.0,0.0,0.0
63,871f18868ffffff_2017-03-20 18:00:00,871f18868ffffff,2017-03-20 18:00:00,0.0,0.0,0.0,4.0,4.0
64,871f18869ffffff_2017-03-13 00:00:00,871f18869ffffff,2017-03-13 00:00:00,0.0,1.0,1.0,16.0,18.0
65,871f18869ffffff_2017-03-13 06:00:00,871f18869ffffff,2017-03-13 06:00:00,0.0,1.0,1.0,18.0,20.0
66,871f18869ffffff_2017-03-13 12:00:00,871f18869ffffff,2017-03-13 12:00:00,0.0,3.0,2.0,4.0,9.0
67,871f18869ffffff_2017-03-13 18:00:00,871f18869ffffff,2017-03-13 18:00:00,0.0,1.0,0.0,10.0,11.0
68,871f18869ffffff_2017-03-14 00:00:00,871f18869ffffff,2017-03-14 00:00:00,0.0,1.0,1.0,19.0,21.0
69,871f18869ffffff_2017-03-14 06:00:00,871f18869ffffff,2017-03-14 06:00:00,0.0,1.0,1.0,17.0,19.0
70,871f18869ffffff_2017-03-14 12:00:00,871f18869ffffff,2017-03-14 12:00:00,0.0,2.0,0.0,5.0,7.0
71,871f18869ffffff_2017-03-14 18:00:00,871f18869ffffff,2017-03-14 18:00:00,0.0,0.0,2.0,15.0,17.0
72,871f18869ffffff_2017-03-15 00:00:00,871f18869ffffff,2017-03-15 00:00:00,0.0,1.0,1.0,21.0,23.0
73,871f18869ffffff_2017-03-15 06:00:00,871f18869ffffff,2017-03-15 06:00:00,0.0,0.0,1.0,23.0,24.0
74,871f18869ffffff_2017-03-15 12:00:00,871f18869ffffff,2017-03-15 12:00:00,0.0,6.0,2.0,15.0,23.0
75,871f18869ffffff_2017-03-15 18:00:00,871f18869ffffff,2017-03-15 18:00:00,0.0,5.0,3.0,20.0,28.0
76,871f18869ffffff_2017-03-16 00:00:00,871f18869ffffff,2017-03-16 00:00:00,0.0,2.0,6.0,27.0,35.0
77,871f18869ffffff_2017-03-16 06:00:00,871f18869ffffff,2017-03-16 06:00:00,0.0,2.0,6.0,23.0,31.0
78,871f18869ffffff_2017-03-16 12:00:00,871f18869ffffff,2017-03-16 12:00:00,0.0,1.0,3.0,18.0,22.0
79,871f18869ffffff_2017-03-16 18:00:00,871f18869ffffff,2017-03-16 18:00:00,0.0,0.0,3.0,25.0,28.0
80,871f18869ffffff_2017-03-17 00:00:00,871f18869ffffff,2017-03-17 00:00:00,0.0,1.0,5.0,34.0,40.0
81,871f18869ffffff_2017-03-17 06:00:00,871f18869ffffff,2017-03-17 06:00:00,0.0,1.0,3.0,33.0,37.0
82,871f18869ffffff_2017-03-17 12:00:00,871f18869ffffff,2017-03-17 12:00:00,0.0,2.0,2.0,13.0,17.0
83,871f18869ffffff_2017-03-17 18:00:00,871f18869ffffff,2017-03-17 18:00:00,0.0,0.0,0.0,12.0,12.0
84,871f18869ffffff_2017-03-18 00:00:00,871f18869ffffff,2017-03-18 00:00:00,0.0,1.0,0.0,23.0,24.0
85,871f18869ffffff_2017-03-18 06:00:00,871f18869ffffff,2017-03-18 06:00:00,0.0,1.0,0.0,23.0,24.0
86,871f18869ffffff_2017-03-18 12:00:00,871f18869ffffff,2017-03-18 12:00:00,0.0,1.0,0.0,12.0,13.0
87,871f18869ffffff_2017-03-18 18:00:00,871f18869ffffff,2017-03-18 18:00:00,0.0,0.0,1.0,14.0,15.0
88,871f18869ffffff_2017-03-19 00:00:00,871f18869ffffff,2017-03-19 00:00:00,0.0,0.0,2.0,11.0,13.0
89,871f18869ffffff_2017-03-19 06:00:00,871f18869ffffff,2017-03-19 06:00:00,0.0,0.0,2.0,12.0,14.0
90,871f18869ffffff_2017-03-19 12:00:00,871f18869ffffff,2017-03-19 12:00:00,0.0,1.0,1.0,12.0,14.0
91,871f18869ffffff_2017-03-19 18:00:00,871f18869ffffff,2017-03-19 18:00:00,0.0,0.0,0.0,12.0,12.0
92,871f18869ffffff_2017-03-20 00:00:00,871f18869ffffff,2017-03-20 00:00:00,0.0,0.0,0.0,17.0,17.0
93,871f18869ffffff_2017-03-20 06:00:00,871f18869ffffff,2017-03-20 06:00:00,0.0,0.0,0.0,13.0,13.0
94,871f18869ffffff_2017-03-20 12:00:00,871f18869ffffff,2017-03-20 12:00:00,0.0,0.0,1.0,5.0,6.0
95,871f18869ffffff_2017-03-20 18:00:00,871f18869ffffff,2017-03-20 18:00:00,0.0,0.0,2.0,11.0,13.0
96,871f18b04ffffff_2017-03-13 00:00:00,871f18b04ffffff,2017-03-13 00:00:00,0.0,3.0,0.0,4.0,7.0
97,871f18b04ffffff_2017-03-13 06:00:00,871f18b04ffffff,2017-03-13 06:00:00,0.0,1.0,0.0,4.0,5.0
98,871f18b04ffffff_2017-03-13 12:00:00,871f18b04ffffff,2017-03-13 12:00:00,0.0,1.0,1.0,1.0,3.0
99,871f18b04ffffff_2017-03-13 18:00:00,871f18b04ffffff,2017-03-13 18:00:00,0.0,1.0,2.0,5.0,8.0
100,871f18b04ffffff_2017-03-14 00:00:00,871f18b04ffffff,2017-03-14 00:00:00,0.0,8.0,2.0,9.0,19.0
101,871f18b04ffffff_2017-03-14 06:00:00,871f18b04ffffff,2017-03-14 06:00:00,0.0,4.0,2.0,7.0,13.0
102,871f18b04ffffff_2017-03-14 12:00:00,871f18b04ffffff,2017-03-14 12:00:00,0.0,2.0,2.0,5.0,9.0
103,871f18b04ffffff_2017-03-14 18:00:00,871f18b04ffffff,2017-03-14 18:00:00,0.0,6.0,1.0,7.0,14.0
104,871f18b04ffffff_2017-03-15 00:00:00,871f18b04ffffff,2017-03-15 00:00:00,0.0,10.0,0.0,9.0,19.0
105,871f18b04ffffff_2017-03-15 06:00:00,871f18b04ffffff,2017-03-15 06:00:00,0.0,7.0,0.0,9.0,16.0
106,871f18b04ffffff_2017-03-15 12:00:00,871f18b04ffffff,2017-03-15 12:00:00,0.0,3.0,0.0,7.0,10.0
107,871f18b04ffffff_2017-03-15 18:00:00,871f18b04ffffff,2017-03-15 18:00:00,0.0,6.0,1.0,5.0,12.0
108,871f18b04ffffff_2017-03-16 00:00:00,871f18b04ffffff,2017-03-16 00:00:00,0.0,9.0,2.0,11.0,22.0
109,871f18b04ffffff_2017-03-16 06:00:00,871f18b04ffffff,2017-03-16 06:00:00,0.0,6.0,2.0,9.0,17.0
110,871f18b04ffffff_2017-03-16 12:00:00,871f18b04ffffff,2017-03-16 12:00:00,0.0,2.0,2.0,5.0,9.0
111,871f18b04ffffff_2017-03-16 18:00:00,871f18b04ffffff,2017-03-16 18:00:00,0.0,0.0,3.0,6.0,9.0
112,871f18b04ffffff_2017-03-17 00:00:00,871f18b04ffffff,2017-03-17 00:00:00,0.0,3.0,1.0,11.0,15.0
113,871f18b04ffffff_2017-03-17 06:00:00,871f18b04ffffff,2017-03-17 06:00:00,0.0,4.0,2.0,9.0,15.0
114,871f18b04ffffff_2017-03-17 12:00:00,871f18b04ffffff,2017-03-17 12:00:00,0.0,5.0,2.0,9.0,16.0
115,871f18b04ffffff_2017-03-17 18:00:00,871f18b04ffffff,2017-03-17 18:00:00,0.0,4.0,1.0,10.0,15.0
116,871f18b04ffffff_2017-03-18 00:00:00,871f18b04ffffff,2017-03-18 00:00:00,0.0,6.0,1.0,14.0,21.0
117,871f18b04ffffff_2017-03-18 06:00:00,871f18b04ffffff,2017-03-18 06:00:00,0.0,5.0,1.0,14.0,20.0
118,871f18b04ffffff_2017-03-18 12:00:00,871f18b04ffffff,2017-03-18 12:00:00,0.0,6.0,1.0,11.0,18.0
119,871f18b04ffffff_2017-03-18 18:00:00,871f18b04ffffff,2017-03-18 18:00:00,0.0,7.0,1.0,13.0,21.0
120,871f18b04ffffff_2017-03-19 00:00:00,871f18b04ffffff,2017-03-19 00:00:00,0.0,6.0,1.0,15.0,22.0
121,871f18b04ffffff_2017-03-19 06:00:00,871f18b04ffffff,2017-03-19 06:00:00,0.0,8.0,1.0,18.0,27.0
122,871f18b04ffffff_2017-03-19 12:00:00,871f18b04ffffff,2017-03-19 12:00:00,0.0,8.0,0.0,11.0,19.0
123,871f18b04ffffff_2017-03-19 18:00:00,871f18b04ffffff,2017-03-19 18:00:00,0.0,4.0,2.0,4.0,10.0
124,871f18b04ffffff_2017-03-20 00:00:00,871f18b04ffffff,2017-03-20 00:00:00,0.0,8.0,1.0,2.0,11.0
125,871f18b04ffffff_2017-03-20 06:00:00,871f18b04ffffff,2017-03-20 06:00:00,0.0,5.0,0.0,2.0,7.0
126,871f18b04ffffff_2017-03-20 12:00:00,871f18b04ffffff,2017-03-20 12:00:00,0.0,1.0,1.0,2.0,4.0
127,871f18b04ffffff_2017-03-20 18:00:00,871f18b04ffffff,2017-03-20 18:00:00,0.0,0.0,1.0,5.0,6.0
128,871f18b05ffffff_2017-03-13 00:00:00,871f18b05ffffff,2017-03-13 00:00:00,0.0,0.0,0.0,0.0,0.0
129,871f18b05ffffff_2017-03-13 06:00:00,871f18b05ffffff,2017-03-13 06:00:00,0.0,0.0,0.0,0.0,0.0
130,871f18b05ffffff_2017-03-13 12:00:00,871f18b05ffffff,2017-03-13 12:00:00,0.0,0.0,0.0,0.0,0.0
131,871f18b05ffffff_2017-03-13 18:00:00,871f18b05ffffff,2017-03-13 18:00:00,0.0,0.0,0.0,0.0,0.0
132,871f18b05ffffff_2017-03-14 00:00:00,871f18b05ffffff,2017-03-14 00:00:00,0.0,0.0,0.0,0.0,0.0
133,871f18b05ffffff_2017-03-14 06:00:00,871f18b05ffffff,2017-03-14 06:00:00,0.0,0.0,0.0,0.0,0.0
134,871f18b05ffffff_2017-03-14 12:00:00,871f18b05ffffff,2017-03-14 12:00:00,0.0,0.0,0.0,0.0,0.0
135,871f18b05ffffff_2017-03-14 18:00:00,871f18b05ffffff,2017-03-14 18:00:00,0.0,0.0,0.0,0.0,0.0
136,871f18b05ffffff_2017-03-15 00:00:00,871f18b05ffffff,2017-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0
137,871f18b05ffffff_2017-03-15 06:00:00,871f18b05ffffff,2017-03-15 06:00:00,0.0,0.0,0.0,0.0,0.0
138,871f18b05ffffff_2017-03-15 12:00:00,871f18b05ffffff,2017-03-15 12:00:00,0.0,0.0,0.0,0.0,0.0
139,871f18b05ffffff_2017-03-15 18:00:00,871f18b05ffffff,2017-03-15 18:00:00,0.0,0.0,0.0,0.0,0.0
140,871f18b05ffffff_2017-03-16 00:00:00,871f18b05ffffff,2017-03-16 00:00:00,0.0,0.0,0.0,0.0,0.0
141,871f18b05ffffff_2017-03-16 06:00:00,871f18b05ffffff,2017-03-16 06:00:00,0.0,0.0,0.0,0.0,0.0
142,871f18b05ffffff_2017-03-16 12:00:00,871f18b05ffffff,2017-03-16 12:00:00,0.0,0.0,0.0,0.0,0.0
143,871f18b05ffffff_2017-03-16 18:00:00,871f18b05ffffff,2017-03-16 18:00:00,0.0,0.0,0.0,0.0,0.0
144,871f18b05ffffff_2017-03-17 00:00:00,871f18b05ffffff,2017-03-17 00:00:00,0.0,0.0,0.0,0.0,0.0
145,871f18b05ffffff_2017-03-17 06:00:00,871f18b05ffffff,2017-03-17 06:00:00,0.0,0.0,0.0,0.0,0.0
146,871f18b05ffffff_2017-03-17 12:00:00,871f18b05ffffff,2017-03-17 12:00:00,0.0,0.0,0.0,0.0,0.0
147,871f18b05ffffff_2017-03-17 18:00:00,871f18b05ffffff,2017-03-17 18:00:00,0.0,0.0,0.0,0.0,0.0
148,871f18b05ffffff_2017-03-18 00:00:00,871f18b05ffffff,2017-03-18 00:00:00,0.0,0.0,0.0,0.0,0.0
149,871f18b05ffffff_2017-03-18 06:00:00,871f18b05ffffff,2017-03-18 06:00:00,0.0,0.0,0.0,0.0,0.0
150,871f18b05ffffff_2017-03-18 12:00:00,871f18b05ffffff,2017-03-18 12:00:00,0.0,0.0,0.0,0.0,0.0
151,871f18b05ffffff_2017-03-18 18:00:00,871f18b05ffffff,2017-03-18 18:00:00,0.0,0.0,0.0,0.0,0.0
152,871f18b05ffffff_2017-03-19 00:00:00,871f18b05ffffff,2017-03-19 00:00:00,0.0,0.0,0.0,0.0,0.0
153,871f18b05ffffff_2017-03-19 06:00:00,871f18b05ffffff,2017-03-19 06:00:00,0.0,0.0,0.0,0.0,0.0
154,871f18b05ffffff_2017-03-19 12:00:00,871f18b05ffffff,2017-03-19 12:00:00,0.0,0.0,0.0,0.0,0.0
155,871f18b05ffffff_2017-03-19 18:00:00,871f18b05ffffff,2017-03-19 18:00:00,0.0,0.0,0.0,0.0,0.0
156,871f18b05ffffff_2017-03-20 00:00:00,871f18b05ffffff,2017-03-20 00:00:00,0.0,0.0,0.0,0.0,0.0
157,871f18b05ffffff_2017-03-20 06:00:00,871f18b05ffffff,2017-03-20 06:00:00,0.0,0.0,0.0,0.0,0.0
158,871f18b05ffffff_2017-03-20 12:00:00,871f18b05ffffff,2017-03-20 12:00:00,0.0,0.0,0.0,0.0,0.0
159,871f18b05ffffff_2017-03-20 18:00:00,871f18b05ffffff,2017-03-20 18:00:00,0.0,0.0,0.0,0.0,0.0
160,871f18b0dffffff_2017-03-13 00:00:00,871f18b0dffffff,2017-03-13 00:00:00,0.0,1.0,1.0,1.0,3.0
161,871f18b0dffffff_2017-03-13 06:00:00,871f18b0dffffff,2017-03-13 06:00:00,0.0,1.0,1.0,1.0,3.0
162,871f18b0dffffff_2017-03-13 12:00:00,871f18b0dffffff,2017-03-13 12:00:00,0.0,13.0,1.0,5.0,19.0
163,871f18b0dffffff_2017-03-13 18:00:00,871f18b0dffffff,2017-03-13 18:00:00,0.0,9.0,1.0,4.0,14.0
164,871f18b0dffffff_2017-03-14 00:00:00,871f18b0dffffff,2017-03-14 00:00:00,0.0,4.0,0.0,6.0,10.0
165,871f18b0dffffff_2017-03-14 06:00:00,871f18b0dffffff,2017-03-14 06:00:00,0.0,5.0,0.0,7.0,12.0
166,871f18b0dffffff_2017-03-14 12:00:00,871f18b0dffffff,2017-03-14 12:00:00,0.0,11.0,1.0,16.0,28.0
167,871f18b0dffffff_2017-03-14 18:00:00,871f18b0dffffff,2017-03-14 18:00:00,0.0,3.0,1.0,11.0,15.0
168,871f18b0dffffff_2017-03-15 00:00:00,871f18b0dffffff,2017-03-15 00:00:00,0.0,2.0,0.0,12.0,14.0
169,871f18b0dffffff_2017-03-15 06:00:00,871f18b0dffffff,2017-03-15 06:00:00,0.0,3.0,0.0,12.0,15.0
170,871f18b0dffffff_2017-03-15 12:00:00,871f18b0dffffff,2017-03-15 12:00:00,0.0,11.0,0.0,13.0,24.0
171,871f18b0dffffff_2017-03-15 18:00:00,871f18b0dffffff,2017-03-15 18:00:00,0.0,5.0,1.0,14.0,20.0
172,871f18b0dffffff_2017-03-16 00:00:00,871f18b0dffffff,2017-03-16 00:00:00,0.0,7.0,2.0,16.0,25.0
173,871f18b0dffffff_2017-03-16 06:00:00,871f18b0dffffff,2017-03-16 06:00:00,0.0,5.0,2.0,15.0,22.0
174,871f18b0dffffff_2017-03-16 12:00:00,871f18b0dffffff,2017-03-16 12:00:00,0.0,18.0,3.0,16.0,37.0
175,871f18b0dffffff_2017-03-16 18:00:00,871f18b0dffffff,2017-03-16 18:00:00,0.0,17.0,0.0,7.0,24.0
176,871f18b0dffffff_2017-03-17 00:00:00,871f18b0dffffff,2017-03-17 00:00:00,0.0,6.0,2.0,6.0,14.0
177,871f18b0dffffff_2017-03-17 06:00:00,871f18b0dffffff,2017-03-17 06:00:00,0.0,6.0,2.0,9.0,17.0
178,871f18b0dffffff_2017-03-17 12:00:00,871f18b0dffffff,2017-03-17 12:00:00,0.0,10.0,2.0,14.0,26.0
179,871f18b0dffffff_2017-03-17 18:00:00,871f18b0dffffff,2017-03-17 18:00:00,0.0,5.0,0.0,7.0,12.0
180,871f18b0dffffff_2017-03-18 00:00:00,871f18b0dffffff,2017-03-18 00:00:00,0.0,7.0,0.0,2.0,9.0
181,871f18b0dffffff_2017-03-18 06:00:00,871f18b0dffffff,2017-03-18 06:00:00,0.0,7.0,0.0,3.0,10.0
182,871f18b0dffffff_2017-03-18 12:00:00,871f18b0dffffff,2017-03-18 12:00:00,0.0,6.0,0.0,8.0,14.0
183,871f18b0dffffff_2017-03-18 18:00:00,871f18b0dffffff,2017-03-18 18:00:00,0.0,3.0,0.0,6.0,9.0
184,871f18b0dffffff_2017-03-19 00:00:00,871f18b0dffffff,2017-03-19 00:00:00,0.0,9.0,0.0,4.0,13.0
185,871f18b0dffffff_2017-03-19 06:00:00,871f18b0dffffff,2017-03-19 06:00:00,0.0,10.0,0.0,5.0,15.0
186,871f18b0dffffff_2017-03-19 12:00:00,871f18b0dffffff,2017-03-19 12:00:00,0.0,14.0,0.0,10.0,24.0
187,871f18b0dffffff_2017-03-19 18:00:00,871f18b0dffffff,2017-03-19 18:00:00,0.0,12.0,0.0,9.0,21.0
188,871f18b0dffffff_2017-03-20 00:00:00,871f18b0dffffff,2017-03-20 00:00:00,0.0,4.0,1.0,5.0,10.0
189,871f18b0dffffff_2017-03-20 06:00:00,871f18b0dffffff,2017-03-20 06:00:00,0.0,2.0,1.0,3.0,6.0
190,871f18b0dffffff_2017-03-20 12:00:00,871f18b0dffffff,2017-03-20 12:00:00,0.0,5.0,1.0,8.0,14.0
191,871f18b0dffffff_2017-03-20 18:00:00,871f18b0dffffff,2017-03-20 18:00:00,0.0,5.0,0.0,6.0,11.0
192,871f18b20ffffff_2017-03-13 00:00:00,871f18b20ffffff,2017-03-13 00:00:00,0.0,6.0,0.0,4.0,10.0
193,871f18b20ffffff_2017-03-13 06:00:00,871f18b20ffffff,2017-03-13 06:00:00,0.0,9.0,0.0,3.0,12.0
194,871f18b20ffffff_2017-03-13 12:00:00,871f18b20ffffff,2017-03-13 12:00:00,0.0,10.0,0.0,5.0,15.0
195,871f18b20ffffff_2017-03-13 18:00:00,871f18b20ffffff,2017-03-13 18:00:00,0.0,3.0,1.0,4.0,8.0
196,871f18b20ffffff_2017-03-14 00:00:00,871f18b20ffffff,2017-03-14 00:00:00,0.0,3.0,0.0,8.0,11.0
197,871f18b20ffffff_2017-03-14 06:00:00,871f18b20ffffff,2017-03-14 06:00:00,0.0,7.0,0.0,5.0,12.0
198,871f18b20ffffff_2017-03-14 12:00:00,871f18b20ffffff,2017-03-14 12:00:00,0.0,10.0,1.0,5.0,16.0
199,871f18b20ffffff_2017-03-14 18:00:00,871f18b20ffffff,2017-03-14 18:00:00,0.0,5.0,1.0,7.0,13.0
200,871f18b20ffffff_2017-03-15 00:00:00,871f18b20ffffff,2017-03-15 00:00:00,0.0,1.0,1.0,5.0,7.0
201,871f18b20ffffff_2017-03-15 06:00:00,871f18b20ffffff,2017-03-15 06:00:00,0.0,6.0,0.0,6.0,12.0
202,871f18b20ffffff_2017-03-15 12:00:00,871f18b20ffffff,2017-03-15 12:00:00,0.0,6.0,0.0,11.0,17.0
203,871f18b20ffffff_2017-03-15 18:00:00,871f18b20ffffff,2017-03-15 18:00:00,0.0,6.0,1.0,7.0,14.0
204,871f18b20ffffff_2017-03-16 00:00:00,871f18b20ffffff,2017-03-16 00:00:00,0.0,6.0,0.0,1.0,7.0
205,871f18b20ffffff_2017-03-16 06:00:00,871f18b20ffffff,2017-03-16 06:00:00,0.0,6.0,0.0,2.0,8.0
