Hex,timestamp,Total_rentals,Own_rentals_post_reloc,Own_rentals_base_pre_reloc,Own_rentals_delta,Lost_market_demand_pre,Lost_market_demand_post,Own_rentals_cum_delta,Own_relocs_cum_delta
861f18b27ffffff,2017-03-13T12:00:00.0,616,309,308,1,0,0,1,0
861f1d4f7ffffff,2017-03-13T12:00:00.0,266,110,101,9,0,0,38,70
861f1d487ffffff,2017-03-13T12:00:00.0,226,113,107,6,0,0,27,55
861f1d4afffffff,2017-03-13T12:00:00.0,156,87,95,-8,0,0,-8,-29
861f18b37ffffff,2017-03-13T12:00:00.0,122,64,63,1,0,0,9,17
861f18b2fffffff,2017-03-13T12:00:00.0,50,29,32,-3,0,0,-10,-28
861f1886fffffff,2017-03-13T12:00:00.0,37,9,2,7,0,0,23,38
861f1d4b7ffffff,2017-03-13T12:00:00.0,45,44,43,1,0,0,0,-25
861f18b0fffffff,2017-03-13T12:00:00.0,20,10,10,0,0,0,-1,-2
861f1d4dfffffff,2017-03-13T12:00:00.0,28,9,3,6,0,0,6,16
861f1d48fffffff,2017-03-13T18:00:00.0,797,469,430,39,0,0,6,12
861f1d4d7ffffff,2017-03-13T18:00:00.0,553,276,273,3,0,0,16,22
861f1d49fffffff,2017-03-13T18:00:00.0,471,295,287,8,0,0,-14,-46
861f18b27ffffff,2017-03-13T18:00:00.0,455,278,279,-1,0,0,0,-15
861f1d4f7ffffff,2017-03-13T18:00:00.0,239,121,122,-1,0,0,37,65
861f1d487ffffff,2017-03-13T18:00:00.0,125,67,74,-7,0,0,20,29
861f1d4afffffff,2017-03-13T18:00:00.0,106,63,69,-6,0,0,-14,-58
861f18b37ffffff,2017-03-13T18:00:00.0,60,32,35,-3,0,0,6,-3
861f18b2fffffff,2017-03-13T18:00:00.0,35,24,24,0,0,0,-10,-30
861f1886fffffff,2017-03-13T18:00:00.0,12,2,0,2,0,0,25,38
861f1d4b7ffffff,2017-03-13T18:00:00.0,31,30,30,0,0,0,0,-25
861f18b0fffffff,2017-03-13T18:00:00.0,11,5,5,0,0,0,-1,0
861f1d4dfffffff,2017-03-13T18:00:00.0,9,1,1,0,0,0,6,11
861f1d48fffffff,2017-03-14T00:00:00.0,157,93,86,7,0,0,13,12
861f1d4d7ffffff,2017-03-14T00:00:00.0,168,85,82,3,0,0,19,22
861f1d49fffffff,2017-03-14T00:00:00.0,127,78,75,3,0,0,-11,-39
861f18b27ffffff,2017-03-14T00:00:00.0,136,84,82,2,0,0,2,-15
861f1d4f7ffffff,2017-03-14T00:00:00.0,81,39,39,0,0,0,37,65
861f1d487ffffff,2017-03-14T00:00:00.0,50,29,30,-1,0,0,19,29
861f1d4afffffff,2017-03-14T00:00:00.0,48,27,29,-2,0,0,-16,-58
861f18b37ffffff,2017-03-14T00:00:00.0,42,23,25,-2,0,0,4,-3
861f18b2fffffff,2017-03-14T00:00:00.0,20,14,13,1,0,0,-9,-25
861f1886fffffff,2017-03-14T00:00:00.0,9,0,0,0,0,0,25,31
861f1d4b7ffffff,2017-03-14T00:00:00.0,9,8,8,0,0,0,0,-25
861f18b0fffffff,2017-03-14T00:00:00.0,0,0,0,0,0,0,-1,-5
861f1d4dfffffff,2017-03-14T00:00:00.0,3,0,0,0,0,0,6,11
861f1d48fffffff,2017-03-14T06:00:00.0,1109,549,557,-8,0,0,5,-46
861f1d4d7ffffff,2017-03-14T06:00:00.0,744,353,338,15,0,0,34,45
861f1d49fffffff,2017-03-14T06:00:00.0,691,382,378,4,0,0,-7,-47
861f18b27ffffff,2017-03-14T06:00:00.0,457,256,253,3,0,0,5,-15
861f1d4f7ffffff,2017-03-14T06:00:00.0,289,135,132,3,0,0,40,65
861f1d487ffffff,2017-03-14T06:00:00.0,221,124,114,10,0,0,29,59
861f1d4afffffff,2017-03-14T06:00:00.0,161,109,108,1,0,0,-15,-58
861f18b37ffffff,2017-03-14T06:00:00.0,114,57,64,-7,0,0,-3,-17
861f18b2fffffff,2017-03-14T06:00:00.0,54,39,37,2,0,0,-7,-25
861f1886fffffff,2017-03-14T06:00:00.0,52,13,4,9,0,0,34,53
861f1d4b7ffffff,2017-03-14T06:00:00.0,39,37,37,0,0,0,0,-20
861f18b0fffffff,2017-03-14T06:00:00.0,19,10,10,0,0,0,-1,-5
861f1d4dfffffff,2017-03-14T06:00:00.0,18,3,1,2,0,0,8,11
861f1d48fffffff,2017-03-14T12:00:00.0,1647,828,792,36,0,0,41,20
861f1d4d7ffffff,2017-03-14T12:00:00.0,810,374,364,10,0,0,44,45
861f1d49fffffff,2017-03-14T12:00:00.0,853,465,460,5,0,0,-2,-47
861f18b27ffffff,2017-03-14T12:00:00.0,585,318,314,4,0,0,9,-15
861f1d4f7ffffff,2017-03-14T12:00:00.0,292,125,122,3,0,0,43,63
861f1d487ffffff,2017-03-14T12:00:00.0,228,99,113,-14,0,0,15,4
861f1d4afffffff,2017-03-14T12:00:00.0,157,95,99,-4,0,0,-19,-67
861f18b37ffffff,2017-03-14T12:00:00.0,133,70,71,-1,0,0,-4,-17
861f18b2fffffff,2017-03-14T12:00:00.0,50,31,32,-1,0,0,-8,-28
861f1886fffffff,2017-03-14T12:00:00.0,50,7,1,6,0,0,40,53
861f1d4b7ffffff,2017-03-14T12:00:00.0,54,51,51,0,0,0,0,-20
861f18b0fffffff,2017-03-14T12:00:00.0,31,18,17,1,0,0,0,-2
861f1d4dfffffff,2017-03-14T12:00:00.0,23,3,3,0,0,0,8,11
861f1d48fffffff,2017-03-14T18:00:00.0,988,479,431,48,0,0,89,102
861f1d4d7ffffff,2017-03-14T18:00:00.0,733,319,309,10,0,0,54,50
861f1d49fffffff,2017-03-14T18:00:00.0,588,296,292,4,0,0,2,-47
861f18b27ffffff,2017-03-14T18:00:00.0,587,297,287,10,0,0,19,-1
861f1d4f7ffffff,2017-03-14T18:00:00.0,337,136,136,0,0,0,43,50
861f1d487ffffff,2017-03-14T18:00:00.0,163,74,83,-9,0,0,6,-19
861f1d4afffffff,2017-03-14T18:00:00.0,149,74,84,-10,0,0,-29,-91
861f18b37ffffff,2017-03-14T18:00:00.0,89,47,52,-5,0,0,-9,-42
861f18b2fffffff,2017-03-14T18:00:00.0,69,49,48,1,0,0,-7,-30
861f1886fffffff,2017-03-14T18:00:00.0,33,3,1,2,0,0,42,53
861f1d4b7ffffff,2017-03-14T18:00:00.0,29,27,27,0,0,0,0,-29
861f18b0fffffff,2017-03-14T18:00:00.0,8,5,5,0,0,0,0,-2
861f1d4dfffffff,2017-03-14T18:00:00.0,8,0,0,0,0,0,8,6
861f1d48fffffff,2017-03-15T00:00:00.0,174,93,91,2,0,0,91,79
861f1d4d7ffffff,2017-03-15T00:00:00.0,170,80,76,4,0,0,58,50
861f1d49fffffff,2017-03-15T00:00:00.0,139,74,70,4,0,0,6,-44
861f18b27ffffff,2017-03-15T00:00:00.0,121,63,59,4,0,0,23,-1
861f1d4f7ffffff,2017-03-15T00:00:00.0,87,39,38,1,0,0,44,50
861f1d487ffffff,2017-03-15T00:00:00.0,60,34,30,4,0,0,10,15
861f1d4afffffff,2017-03-15T00:00:00.0,53,30,30,0,0,0,-29,-89
861f18b37ffffff,2017-03-15T00:00:00.0,29,16,16,0,0,0,-9,-35
861f18b2fffffff,2017-03-15T00:00:00.0,23,16,15,1,0,0,-6,-26
861f1886fffffff,2017-03-15T00:00:00.0,8,0,0,0,0,0,42,43
861f1d4b7ffffff,2017-03-15T00:00:00.0,15,15,14,1,0,0,1,-42
861f18b0fffffff,2017-03-15T00:00:00.0,2,1,1,0,0,0,0,-6
861f1d4dfffffff,2017-03-15T00:00:00.0,4,0,0,0,0,0,8,6
861f1d48fffffff,2017-03-15T06:00:00.0,968,446,453,-7,0,0,84,28
861f1d4d7ffffff,2017-03-15T06:00:00.0,768,356,342,14,0,0,72,60
861f1d49fffffff,2017-03-15T06:00:00.0,660,336,328,8,0,0,14,-44
861f18b27ffffff,2017-03-15T06:00:00.0,465,231,226,5,0,0,28,-4
861f1d4f7ffffff,2017-03-15T06:00:00.0,281,126,118,8,0,0,52,62
861f1d487ffffff,2017-03-15T06:00:00.0,257,128,118,10,0,0,20,17
861f1d4afffffff,2017-03-15T06:00:00.0,144,93,88,5,0,0,-24,-89
861f18b37ffffff,2017-03-15T06:00:00.0,118,70,70,0,0,0,-9,-39
861f18b2fffffff,2017-03-15T06:00:00.0,59,48,43,5,0,0,-1,-19
861f1886fffffff,2017-03-15T06:00:00.0,44,3,3,0,0,0,42,43
861f1d4b7ffffff,2017-03-15T06:00:00.0,45,43,43,0,0,0,1,-35
861f18b0fffffff,2017-03-15T06:00:00.0,44,20,20,0,0,0,0,-6
861f1d4dfffffff,2017-03-15T06:00:00.0,29,9,2,7,0,0,15,26
861f1d48fffffff,2017-03-15T12:00:00.0,1660,777,757,20,0,0,104,45
861f1d4d7ffffff,2017-03-15T12:00:00.0,803,344,332,12,0,0,84,60
861f1d49fffffff,2017-03-15T12:00:00.0,807,409,402,7,0,0,21,-48
861f18b27ffffff,2017-03-15T12:00:00.0,618,323,320,3,0,0,31,-17
861f1d4f7ffffff,2017-03-15T12:00:00.0,274,107,113,-6,0,0,46,32
861f1d487ffffff,2017-03-15T12:00:00.0,287,131,123,8,0,0,28,21
861f1d4afffffff,2017-03-15T12:00:00.0,164,113,105,8,0,0,-16,-76
861f18b37ffffff,2017-03-15T12:00:00.0,131,66,71,-5,0,0,-14,-53
861f18b2fffffff,2017-03-15T12:00:00.0,61,40,40,0,0,0,-1,-17
861f1886fffffff,2017-03-15T12:00:00.0,70,9,4,5,0,0,47,57
861f1d4b7ffffff,2017-03-15T12:00:00.0,49,49,47,2,0,0,3,-35
861f18b0fffffff,2017-03-15T12:00:00.0,71,35,31,4,0,0,4,5
861f1d4dfffffff,2017-03-15T12:00:00.0,17,5,4,1,0,0,16,26
861f1d48fffffff,2017-03-15T18:00:00.0,966,458,417,41,0,0,145,112
861f1d4d7ffffff,2017-03-15T18:00:00.0,818,355,344,11,0,0,95,61
861f1d49fffffff,2017-03-15T18:00:00.0,599,313,311,2,0,0,23,-66
861f18b27ffffff,2017-03-15T18:00:00.0,643,339,332,7,0,0,38,-17
861f1d4f7ffffff,2017-03-15T18:00:00.0,350,145,144,1,0,0,47,32
861f1d487ffffff,2017-03-15T18:00:00.0,195,100,102,-2,0,0,26,9
861f1d4afffffff,2017-03-15T18:00:00.0,122,69,71,-2,0,0,-18,-76
861f18b37ffffff,2017-03-15T18:00:00.0,96,42,48,-6,0,0,-20,-71
861f18b2fffffff,2017-03-15T18:00:00.0,54,33,33,0,0,0,-1,-17
861f1886fffffff,2017-03-15T18:00:00.0,31,0,1,-1,0,0,46,42
861f1d4b7ffffff,2017-03-15T18:00:00.0,33,32,32,0,0,0,3,-39
861f18b0fffffff,2017-03-15T18:00:00.0,47,25,21,4,0,0,8,10
861f1d4dfffffff,2017-03-15T18:00:00.0,16,3,3,0,0,0,16,20
861f1d48fffffff,2017-03-16T00:00:00.0,180,98,93,5,0,0,150,112
861f1d4d7ffffff,2017-03-16T00:00:00.0,175,84,80,4,0,0,99,61
861f1d49fffffff,2017-03-16T00:00:00.0,144,79,76,3,0,0,26,-66
861f18b27ffffff,2017-03-16T00:00:00.0,152,87,82,5,0,0,43,-17
861f1d4f7ffffff,2017-03-16T00:00:00.0,84,37,35,2,0,0,49,32
861f1d487ffffff,2017-03-16T00:00:00.0,60,34,30,4,0,0,30,23
861f1d4afffffff,2017-03-16T00:00:00.0,49,32,30,2,0,0,-16,-76
861f18b37ffffff,2017-03-16T00:00:00.0,43,23,22,1,0,0,-19,-64
861f18b2fffffff,2017-03-16T00:00:00.0,23,14,13,1,0,0,0,-11
861f1886fffffff,2017-03-16T00:00:00.0,8,0,0,0,0,0,46,39
861f1d4b7ffffff,2017-03-16T00:00:00.0,13,13,12,1,0,0,4,-53
861f18b0fffffff,2017-03-16T00:00:00.0,5,2,2,0,0,0,8,0
861f1d4dfffffff,2017-03-16T00:00:00.0,7,1,1,0,0,0,16,20
861f1d48fffffff,2017-03-16T06:00:00.0,1075,519,526,-7,0,0,143,46
861f1d4d7ffffff,2017-03-16T06:00:00.0,759,353,329,24,0,0,123,88
861f1d49fffffff,2017-03-16T06:00:00.0,660,343,338,5,0,0,31,-73
861f18b27ffffff,2017-03-16T06:00:00.0,487,262,256,6,0,0,49,-17
861f1d4f7ffffff,2017-03-16T06:00:00.0,298,146,123,23,0,0,72,85
861f1d487ffffff,2017-03-16T06:00:00.0,240,129,125,4,0,0,34,12
861f1d4afffffff,2017-03-16T06:00:00.0,129,86,80,6,0,0,-10,-70
861f18b37ffffff,2017-03-16T06:00:00.0,120,62,61,1,0,0,-18,-64
861f18b2fffffff,2017-03-16T06:00:00.0,48,29,29,0,0,0,0,-13
861f1886fffffff,2017-03-16T06:00:00.0,55,3,3,0,0,0,46,46
861f1d4b7ffffff,2017-03-16T06:00:00.0,56,56,55,1,0,0,5,-42
861f18b0fffffff,2017-03-16T06:00:00.0,36,16,18,-2,0,0,6,-10
861f1d4dfffffff,2017-03-16T06:00:00.0,16,0,2,-2,0,0,14,12
861f1d48fffffff,2017-03-16T12:00:00.0,1663,817,777,40,0,0,183,104
861f1d4d7ffffff,2017-03-16T12:00:00.0,879,387,373,14,0,0,137,86
861f1d49fffffff,2017-03-16T12:00:00.0,850,443,434,9,0,0,40,-73
861f18b27ffffff,2017-03-16T12:00:00.0,570,277,286,-9,0,0,40,-59
861f1d4f7ffffff,2017-03-16T12:00:00.0,289,121,117,4,0,0,76,66
861f1d487ffffff,2017-03-16T12:00:00.0,275,130,127,3,0,0,37,12
861f1d4afffffff,2017-03-16T12:00:00.0,131,73,74,-1,0,0,-11,-67
861f18b37ffffff,2017-03-16T12:00:00.0,143,76,73,3,0,0,-15,-64
861f18b2fffffff,2017-03-16T12:00:00.0,55,36,35,1,0,0,1,-17
861f1886fffffff,2017-03-16T12:00:00.0,55,2,1,1,0,0,47,46
861f1d4b7ffffff,2017-03-16T12:00:00.0,51,51,50,1,0,0,6,-42
861f18b0fffffff,2017-03-16T12:00:00.0,63,24,30,-6,0,0,0,-22
861f1d4dfffffff,2017-03-16T12:00:00.0,27,7,2,5,0,0,19,30
861f1d48fffffff,2017-03-16T18:00:00.0,1016,502,485,17,0,0,200,111
861f1d4d7ffffff,2017-03-16T18:00:00.0,846,351,344,7,0,0,144,72
861f1d49fffffff,2017-03-16T18:00:00.0,598,310,301,9,0,0,49,-68
861f18b27ffffff,2017-03-16T18:00:00.0,676,326,321,5,0,0,45,-59
861f1d4f7ffffff,2017-03-16T18:00:00.0,357,146,144,2,0,0,78,59
861f1d487ffffff,2017-03-16T18:00:00.0,229,120,115,5,0,0,42,18
861f1d4afffffff,2017-03-16T18:00:00.0,130,73,71,2,0,0,-9,-67
861f18b37ffffff,2017-03-16T18:00:00.0,92,42,43,-1,0,0,-16,-66
861f18b2fffffff,2017-03-16T18:00:00.0,46,24,25,-1,0,0,0,-18
861f1886fffffff,2017-03-16T18:00:00.0,31,0,0,0,0,0,47,41
861f1d4b7ffffff,2017-03-16T18:00:00.0,41,39,39,0,0,0,6,-48
861f18b0fffffff,2017-03-16T18:00:00.0,77,49,39,10,0,0,10,8
861f1d4dfffffff,2017-03-16T18:00:00.0,10,0,0,0,0,0,19,17
861f1d48fffffff,2017-03-17T00:00:00.0,200,114,111,3,0,0,203,111
861f1d4d7ffffff,2017-03-17T00:00:00.0,238,109,104,5,0,0,149,74
861f1d49fffffff,2017-03-17T00:00:00.0,143,86,76,10,0,0,59,-48
861f18b27ffffff,2017-03-17T00:00:00.0,164,85,81,4,0,0,49,-59
861f1d4f7ffffff,2017-03-17T00:00:00.0,110,48,46,2,0,0,80,59
861f1d487ffffff,2017-03-17T00:00:00.0,45,20,21,-1,0,0,41,-2
861f1d4afffffff,2017-03-17T00:00:00.0,41,24,23,1,0,0,-8,-67
861f18b37ffffff,2017-03-17T00:00:00.0,39,19,18,1,0,0,-15,-66
861f18b2fffffff,2017-03-17T00:00:00.0,22,14,13,1,0,0,1,-18
861f1886fffffff,2017-03-17T00:00:00.0,12,0,0,0,0,0,47,41
861f1d4b7ffffff,2017-03-17T00:00:00.0,19,19,18,1,0,0,7,-48
861f18b0fffffff,2017-03-17T00:00:00.0,3,1,1,0,0,0,10,8
861f1d4dfffffff,2017-03-17T00:00:00.0,3,0,0,0,0,0,19,15
861f1d48fffffff,2017-03-17T06:00:00.0,1081,519,520,-1,0,0,202,63
861f1d4d7ffffff,2017-03-17T06:00:00.0,834,374,359,15,0,0,164,84
861f1d49fffffff,2017-03-17T06:00:00.0,718,384,380,4,0,0,63,-74
861f18b27ffffff,2017-03-17T06:00:00.0,492,245,238,7,0,0,56,-59
861f1d4f7ffffff,2017-03-17T06:00:00.0,277,122,120,2,0,0,82,59
861f1d487ffffff,2017-03-17T06:00:00.0,274,130,122,8,0,0,49,20
861f1d4afffffff,2017-03-17T06:00:00.0,164,103,96,7,0,0,-1,-56
861f18b37ffffff,2017-03-17T06:00:00.0,139,73,69,4,0,0,-11,-60
861f18b2fffffff,2017-03-17T06:00:00.0,67,45,44,1,0,0,2,-18
861f1886fffffff,2017-03-17T06:00:00.0,79,14,4,10,0,0,57,67
861f1d4b7ffffff,2017-03-17T06:00:00.0,40,39,38,1,0,0,8,-43
861f18b0fffffff,2017-03-17T06:00:00.0,35,14,16,-2,0,0,8,-14
861f1d4dfffffff,2017-03-17T06:00:00.0,37,8,4,4,0,0,23,31
861f1d48fffffff,2017-03-17T12:00:00.0,1724,805,788,17,0,0,219,67
861f1d4d7ffffff,2017-03-17T12:00:00.0,949,422,402,20,0,0,184,100
861f1d49fffffff,2017-03-17T12:00:00.0,929,452,445,7,0,0,70,-73
861f18b27ffffff,2017-03-17T12:00:00.0,649,294,288,6,0,0,62,-59
861f1d4f7ffffff,2017-03-17T12:00:00.0,370,154,150,4,0,0,86,55
861f1d487ffffff,2017-03-17T12:00:00.0,303,127,125,2,0,0,51,12
861f1d4afffffff,2017-03-17T12:00:00.0,184,109,104,5,0,0,4,-52
861f18b37ffffff,2017-03-17T12:00:00.0,171,92,88,4,0,0,-7,-60
861f18b2fffffff,2017-03-17T12:00:00.0,67,44,42,2,0,0,4,-18
861f1886fffffff,2017-03-17T12:00:00.0,54,6,1,5,0,0,62,66
861f1d4b7ffffff,2017-03-17T12:00:00.0,50,48,47,1,0,0,9,-43
861f18b0fffffff,2017-03-17T12:00:00.0,77,30,32,-2,0,0,6,-14
861f1d4dfffffff,2017-03-17T12:00:00.0,19,0,1,-1,0,0,22,19
861f1d48fffffff,2017-03-17T18:00:00.0,1354,628,612,16,0,0,235,67
861f1d4d7ffffff,2017-03-17T18:00:00.0,1024,450,437,13,0,0,197,100
861f1d49fffffff,2017-03-17T18:00:00.0,842,408,395,13,0,0,83,-64
861f18b27ffffff,2017-03-17T18:00:00.0,823,383,379,4,0,0,66,-71
861f1d4f7ffffff,2017-03-17T18:00:00.0,451,183,178,5,0,0,91,55
861f1d487ffffff,2017-03-17T18:00:00.0,300,141,139,2,0,0,53,12
861f1d4afffffff,2017-03-17T18:00:00.0,169,93,92,1,0,0,5,-52
861f18b37ffffff,2017-03-17T18:00:00.0,155,71,72,-1,0,0,-8,-60
861f18b2fffffff,2017-03-17T18:00:00.0,63,34,35,-1,0,0,3,-18
861f1886fffffff,2017-03-17T18:00:00.0,31,0,1,-1,0,0,61,54
861f1d4b7ffffff,2017-03-17T18:00:00.0,67,64,63,1,0,0,10,-39
861f18b0fffffff,2017-03-17T18:00:00.0,85,39,36,3,0,0,9,-3
861f1d4dfffffff,2017-03-17T18:00:00.0,13,0,1,-1,0,0,21,19
861f1d48fffffff,2017-03-18T00:00:00.0,279,145,140,5,0,0,240,67
861f1d4d7ffffff,2017-03-18T00:00:00.0,398,184,176,8,0,0,205,100
861f1d49fffffff,2017-03-18T00:00:00.0,195,113,105,8,0,0,91,-62
861f18b27ffffff,2017-03-18T00:00:00.0,243,127,120,7,0,0,73,-65
861f1d4f7ffffff,2017-03-18T00:00:00.0,117,53,51,2,0,0,93,55
861f1d487ffffff,2017-03-18T00:00:00.0,61,30,28,2,0,0,55,12
861f1d4afffffff,2017-03-18T00:00:00.0,36,21,20,1,0,0,6,-52
861f18b37ffffff,2017-03-18T00:00:00.0,39,23,20,3,0,0,-5,-60
861f18b2fffffff,2017-03-18T00:00:00.0,28,15,15,0,0,0,3,-18
861f1886fffffff,2017-03-18T00:00:00.0,4,0,0,0,0,0,61,52
861f1d4b7ffffff,2017-03-18T00:00:00.0,21,21,20,1,0,0,11,-39
861f18b0fffffff,2017-03-18T00:00:00.0,6,2,2,0,0,0,9,-11
861f1d4dfffffff,2017-03-18T00:00:00.0,9,0,0,0,0,0,21,21
861f1d48fffffff,2017-03-18T06:00:00.0,946,474,462,12,0,0,252,65
861f1d4d7ffffff,2017-03-18T06:00:00.0,844,369,350,19,0,0,224,111
861f1d49fffffff,2017-03-18T06:00:00.0,654,330,321,9,0,0,100,-62
861f18b27ffffff,2017-03-18T06:00:00.0,615,316,305,11,0,0,84,-65
861f1d4f7ffffff,2017-03-18T06:00:00.0,371,169,157,12,0,0,105,70
861f1d487ffffff,2017-03-18T06:00:00.0,204,99,95,4,0,0,59,14
861f1d4afffffff,2017-03-18T06:00:00.0,167,98,99,-1,0,0,5,-65
861f18b37ffffff,2017-03-18T06:00:00.0,131,81,75,6,0,0,1,-64
861f18b2fffffff,2017-03-18T06:00:00.0,82,50,45,5,0,0,8,-7
861f1886fffffff,2017-03-18T06:00:00.0,72,2,2,0,0,0,61,56
861f1d4b7ffffff,2017-03-18T06:00:00.0,48,47,46,1,0,0,12,-41
861f18b0fffffff,2017-03-18T06:00:00.0,28,6,11,-5,0,0,4,-37
861f1d4dfffffff,2017-03-18T06:00:00.0,34,4,2,2,0,0,23,25
861f1d48fffffff,2017-03-18T12:00:00.0,1870,894,870,24,0,0,276,65
861f1d4d7ffffff,2017-03-18T12:00:00.0,1178,507,495,12,0,0,236,103
861f1d49fffffff,2017-03-18T12:00:00.0,1110,537,534,3,0,0,103,-80
861f18b27ffffff,2017-03-18T12:00:00.0,946,449,440,9,0,0,93,-65
861f1d4f7ffffff,2017-03-18T12:00:00.0,474,192,182,10,0,0,115,70
861f1d487ffffff,2017-03-18T12:00:00.0,331,158,155,3,0,0,62,9
861f1d4afffffff,2017-03-18T12:00:00.0,241,156,149,7,0,0,12,-63
861f18b37ffffff,2017-03-18T12:00:00.0,194,92,92,0,0,0,1,-54
861f18b2fffffff,2017-03-18T12:00:00.0,78,39,38,1,0,0,9,-7
861f1886fffffff,2017-03-18T12:00:00.0,80,8,2,6,0,0,67,70
861f1d4b7ffffff,2017-03-18T12:00:00.0,58,55,55,0,0,0,12,-44
861f18b0fffffff,2017-03-18T12:00:00.0,37,9,15,-6,0,0,-2,-40
861f1d4dfffffff,2017-03-18T12:00:00.0,41,10,5,5,0,0,28,36
861f1d48fffffff,2017-03-18T18:00:00.0,1593,706,686,20,0,0,296,65
861f1d4d7ffffff,2017-03-18T18:00:00.0,1245,508,515,-7,0,0,229,52
861f1d49fffffff,2017-03-18T18:00:00.0,893,410,396,14,0,0,117,-67
861f18b27ffffff,2017-03-18T18:00:00.0,854,397,398,-1,0,0,92,-92
861f1d4f7ffffff,2017-03-18T18:00:00.0,499,209,194,15,0,0,130,91
861f1d487ffffff,2017-03-18T18:00:00.0,231,106,108,-2,0,0,60,-2
861f1d4afffffff,2017-03-18T18:00:00.0,180,103,104,-1,0,0,11,-63
861f18b37ffffff,2017-03-18T18:00:00.0,149,80,67,13,0,0,14,-28
861f18b2fffffff,2017-03-18T18:00:00.0,103,49,53,-4,0,0,5,-19
861f1886fffffff,2017-03-18T18:00:00.0,62,6,1,5,0,0,72,73
861f1d4b7ffffff,2017-03-18T18:00:00.0,54,54,53,1,0,0,13,-44
861f18b0fffffff,2017-03-18T18:00:00.0,65,42,27,15,0,0,13,9
861f1d4dfffffff,2017-03-18T18:00:00.0,25,2,4,-2,0,0,26,25
861f1d48fffffff,2017-03-19T00:00:00.0,383,184,171,13,0,0,309,80
861f1d4d7ffffff,2017-03-19T00:00:00.0,435,185,178,7,0,0,236,55
861f1d49fffffff,2017-03-19T00:00:00.0,168,86,79,7,0,0,124,-64
861f18b27ffffff,2017-03-19T00:00:00.0,262,135,125,10,0,0,102,-75
861f1d4f7ffffff,2017-03-19T00:00:00.0,118,55,52,3,0,0,133,90
861f1d487ffffff,2017-03-19T00:00:00.0,42,19,20,-1,0,0,59,-11
861f1d4afffffff,2017-03-19T00:00:00.0,39,23,22,1,0,0,12,-67
861f18b37ffffff,2017-03-19T00:00:00.0,31,16,14,2,0,0,16,-30
861f18b2fffffff,2017-03-19T00:00:00.0,32,21,16,5,0,0,10,-5
861f1886fffffff,2017-03-19T00:00:00.0,3,0,0,0,0,0,72,62
861f1d4b7ffffff,2017-03-19T00:00:00.0,16,16,15,1,0,0,14,-46
861f18b0fffffff,2017-03-19T00:00:00.0,4,1,1,0,0,0,13,-12
861f1d4dfffffff,2017-03-19T00:00:00.0,8,0,1,-1,0,0,25,23
