timestamp,Optimization_time,Infeasibility
2017-03-13T00:00:00.0,25.779876991,0
2017-03-13T06:00:00.0,4.938166157,0
2017-03-13T12:00:00.0,6.968290134,0
2017-03-13T18:00:00.0,5.587653684,0
2017-03-14T00:00:00.0,6.313844746,0
2017-03-14T06:00:00.0,4.834817257,0
2017-03-14T12:00:00.0,4.850232854,0
2017-03-14T18:00:00.0,6.20453587,0
2017-03-15T00:00:00.0,4.671042715,0
2017-03-15T06:00:00.0,5.173491058,0
2017-03-15T12:00:00.0,4.547523673,0
2017-03-15T18:00:00.0,4.252231163,0
2017-03-16T00:00:00.0,8.140913279,0
2017-03-16T06:00:00.0,7.154546615,0
2017-03-16T12:00:00.0,4.316919357,0
2017-03-16T18:00:00.0,14.908311022,0
2017-03-17T00:00:00.0,9.214041527,0
2017-03-17T06:00:00.0,5.472804703,0
2017-03-17T12:00:00.0,3.754761321,0
2017-03-17T18:00:00.0,4.13083938,0
2017-03-18T00:00:00.0,3.662565708,0
2017-03-18T06:00:00.0,5.011131775,0
2017-03-18T12:00:00.0,5.522146044,0
2017-03-18T18:00:00.0,789.028612604,0
2017-03-19T00:00:00.0,3.302554023,0
2017-03-19T06:00:00.0,51.505940131,0
2017-03-19T12:00:00.0,3.793675768,0
2017-03-19T18:00:00.0,5.412877748,0
