timestamp,Optimization_time,Infeasibility
2017-03-13T00:00:00.0,11.680782273,0
2017-03-13T06:00:00.0,9.319529229,0
2017-03-13T12:00:00.0,12.93232689,0
2017-03-13T18:00:00.0,8.290047425,0
2017-03-14T00:00:00.0,5.636031439,0
2017-03-14T06:00:00.0,6.334220076,0
2017-03-14T12:00:00.0,5.032190114,0
2017-03-14T18:00:00.0,8.285482252,0
2017-03-15T00:00:00.0,11.899798336,0
2017-03-15T06:00:00.0,9.440984164,0
2017-03-15T12:00:00.0,5.070519048,0
2017-03-15T18:00:00.0,1.932655479,0
2017-03-16T00:00:00.0,2.097279667,0
2017-03-16T06:00:00.0,6.057268894,0
2017-03-16T12:00:00.0,6.056990511,0
2017-03-16T18:00:00.0,2.043950689,0
2017-03-17T00:00:00.0,7.826958345,0
2017-03-17T06:00:00.0,7.556596237,0
2017-03-17T12:00:00.0,5.314551437,0
2017-03-17T18:00:00.0,2.353647134,0
2017-03-18T00:00:00.0,5.078752255,0
2017-03-18T06:00:00.0,5.092908504,0
2017-03-18T12:00:00.0,6.562367556,0
2017-03-18T18:00:00.0,4.256814578,0
2017-03-19T00:00:00.0,3.993468287,0
2017-03-19T06:00:00.0,4.30846946,0
2017-03-19T12:00:00.0,2.26446589,0
2017-03-19T18:00:00.0,22.146400468,0
