Hex,timestamp,Total_revenue,Own_revenue_post_reloc,Own_rental_cost_post_reloc,Own_revenue_base_pre_reloc,Own_rental_cost_base_pre_reloc,Comp_rental_cost_base_pre_reloc,Own_revenue_delta,Own_rental_cost_delta
861f1d48fffffff,2017-03-13T00:00:00.0,3318.08,1527.37,267.29,1527.37,267.29,313.37,0.0,0.0
861f1d4d7ffffff,2017-03-13T00:00:00.0,2822.52,1143.3,200.08,1143.3,200.08,293.86,0.0,0.0
861f1d49fffffff,2017-03-13T00:00:00.0,1867.0,911.1,159.44,970.84,169.9,156.83,-59.74000000000001,-10.460000000000008
861f18b27ffffff,2017-03-13T00:00:00.0,1965.22,1057.05,184.98,1057.05,184.98,158.93,0.0,0.0
861f1d4f7ffffff,2017-03-13T00:00:00.0,1288.44,515.38,90.19,515.38,90.19,135.29,0.0,0.0
861f1d487ffffff,2017-03-13T00:00:00.0,781.04,435.58,76.23,405.54,70.97,65.71,30.039999999999964,5.260000000000005
861f1d4afffffff,2017-03-13T00:00:00.0,942.07,481.06,84.18,481.06,84.18,80.68,0.0,0.0
861f18b37ffffff,2017-03-13T00:00:00.0,926.03,450.5,78.84,350.39,61.32,100.74,100.11000000000001,17.520000000000003
861f18b2fffffff,2017-03-13T00:00:00.0,283.97,189.31,33.13,189.31,33.13,16.56,0.0,0.0
861f1886fffffff,2017-03-13T00:00:00.0,266.0,0.0,0.0,0.0,0.0,46.55,0.0,0.0
861f1d4b7ffffff,2017-03-13T00:00:00.0,267.98,236.46,41.38,252.22,44.14,2.76,-15.759999999999991,-2.759999999999998
861f18b0fffffff,2017-03-13T00:00:00.0,63.0,21.0,3.68,21.0,3.68,7.35,0.0,0.0
861f1d4dfffffff,2017-03-13T00:00:00.0,60.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0
861f1d48fffffff,2017-03-13T06:00:00.0,20135.0,9041.69,1582.3,9749.77,1706.21,1817.42,-708.0799999999999,-123.91000000000008
861f1d4d7ffffff,2017-03-13T06:00:00.0,16344.92,7167.74,1254.35,6919.14,1210.85,1649.51,248.59999999999945,43.5
861f1d49fffffff,2017-03-13T06:00:00.0,11386.88,5497.73,962.1,5817.98,1018.15,974.56,-320.25,-56.049999999999955
861f18b27ffffff,2017-03-13T06:00:00.0,9575.37,4900.46,857.58,4900.46,857.58,818.11,0.0,0.0
861f1d4f7ffffff,2017-03-13T06:00:00.0,7735.19,3830.29,670.3,3109.0,544.08,809.58,721.29,126.21999999999991
861f1d487ffffff,2017-03-13T06:00:00.0,5675.88,2963.76,518.66,2432.52,425.69,567.59,531.2400000000002,92.96999999999997
861f1d4afffffff,2017-03-13T06:00:00.0,3641.52,2049.86,358.73,2049.86,358.73,278.54,0.0,0.0
861f18b37ffffff,2017-03-13T06:00:00.0,2407.61,1203.8,210.67,1109.39,194.14,227.19,94.40999999999985,16.53
861f18b2fffffff,2017-03-13T06:00:00.0,853.53,451.87,79.08,569.02,99.58,49.79,-117.14999999999998,-20.5
861f1886fffffff,2017-03-13T06:00:00.0,1589.17,616.21,107.84,97.3,17.03,261.08,518.9100000000001,90.81
861f1d4b7ffffff,2017-03-13T06:00:00.0,645.54,608.65,106.51,608.65,106.51,6.46,0.0,0.0
861f18b0fffffff,2017-03-13T06:00:00.0,176.0,70.4,12.32,88.0,15.4,15.4,-17.599999999999994,-3.08
861f1d4dfffffff,2017-03-13T06:00:00.0,400.25,22.24,3.89,22.24,3.89,66.15,0.0,0.0
861f1d48fffffff,2017-03-13T12:00:00.0,32676.48,16865.28,2951.42,16748.16,2930.93,2787.46,117.11999999999898,20.490000000000236
861f1d4d7ffffff,2017-03-13T12:00:00.0,14180.4,5599.44,979.9,5581.26,976.72,1504.85,18.17999999999938,3.17999999999995
861f1d49fffffff,2017-03-13T12:00:00.0,16865.03,8472.29,1482.65,8472.29,1482.65,1468.73,0.0,0.0
861f18b27ffffff,2017-03-13T12:00:00.0,11423.1,5730.1,1002.77,5711.55,999.52,999.52,18.550000000000182,3.25
861f1d4f7ffffff,2017-03-13T12:00:00.0,5594.51,2313.52,404.87,2124.23,371.74,607.3,189.28999999999996,33.129999999999995
861f1d487ffffff,2017-03-13T12:00:00.0,5025.33,2512.67,439.72,2379.25,416.37,463.06,133.42000000000007,23.350000000000023
861f1d4afffffff,2017-03-13T12:00:00.0,3423.89,1909.48,334.16,2085.06,364.89,234.29,-175.57999999999993,-30.72999999999996
861f18b37ffffff,2017-03-13T12:00:00.0,3096.85,1624.58,284.3,1599.19,279.86,262.09,25.389999999999873,4.439999999999998
861f18b2fffffff,2017-03-13T12:00:00.0,1052.0,610.16,106.78,673.28,117.82,66.28,-63.120000000000005,-11.039999999999992
861f1886fffffff,2017-03-13T12:00:00.0,1244.24,302.65,52.96,67.26,11.77,205.97,235.39,41.19
861f1d4b7ffffff,2017-03-13T12:00:00.0,1038.06,1014.99,177.62,991.92,173.59,8.07,23.07000000000005,4.030000000000001
861f18b0fffffff,2017-03-13T12:00:00.0,405.68,202.84,35.5,202.84,35.5,35.5,0.0,0.0
861f1d4dfffffff,2017-03-13T12:00:00.0,922.1,296.39,51.87,98.8,17.29,144.08,197.58999999999997,34.58
861f1d48fffffff,2017-03-13T18:00:00.0,19083.37,11229.74,1965.2,10295.92,1801.79,1537.8,933.8199999999997,163.41000000000008
