timestamp,Optimization_time,Infeasibility
2017-03-13T00:00:00.0,1.354929737,0
2017-03-13T01:00:00.0,3.354645635,0
2017-03-13T02:00:00.0,2.077519388,0
2017-03-13T03:00:00.0,2.314071711,0
2017-03-13T04:00:00.0,2.038958182,0
2017-03-13T05:00:00.0,34.745526687,0
2017-03-13T06:00:00.0,3.650824129,0
2017-03-13T07:00:00.0,1.522485572,0
2017-03-13T08:00:00.0,1.042134329,0
2017-03-13T09:00:00.0,1.005152155,0
2017-03-13T10:00:00.0,8.963446526,0
2017-03-13T11:00:00.0,28.007144372,0
2017-03-13T12:00:00.0,1.247041983,0
2017-03-13T13:00:00.0,10.829652509,0
2017-03-13T14:00:00.0,1.966609729,0
2017-03-13T15:00:00.0,1.995400282,0
2017-03-13T16:00:00.0,1.543988506,0
2017-03-13T17:00:00.0,1.424829925,0
2017-03-13T18:00:00.0,1.755541784,0
2017-03-13T19:00:00.0,0.943074435,0
2017-03-13T20:00:00.0,1.745640995,0
2017-03-13T21:00:00.0,1.246106688,0
2017-03-13T22:00:00.0,1.027199345,0
2017-03-13T23:00:00.0,1.946215924,0
2017-03-14T00:00:00.0,1.647545639,0
2017-03-14T01:00:00.0,2.05131516,0
2017-03-14T02:00:00.0,1.840871769,0
2017-03-14T03:00:00.0,1.704140861,0
2017-03-14T04:00:00.0,1.826953021,0
2017-03-14T05:00:00.0,1.534392199,0
2017-03-14T06:00:00.0,0.920881928,0
2017-03-14T07:00:00.0,1.012233212,0
2017-03-14T08:00:00.0,1.047407745,0
2017-03-14T09:00:00.0,3.364808797,0
2017-03-14T10:00:00.0,1.448219344,0
2017-03-14T11:00:00.0,0.996330999,0
2017-03-14T12:00:00.0,1.68865159,0
2017-03-14T13:00:00.0,1.350745486,0
2017-03-14T14:00:00.0,1.425932785,0
2017-03-14T15:00:00.0,1.939038845,0
2017-03-14T16:00:00.0,1.091246905,0
2017-03-14T17:00:00.0,5.395537564,0
2017-03-14T18:00:00.0,1.251488142,0
2017-03-14T19:00:00.0,1.355213977,0
2017-03-14T20:00:00.0,4.586393434,0
2017-03-14T21:00:00.0,1.402277961,0
2017-03-14T22:00:00.0,0.813651385,0
2017-03-14T23:00:00.0,3.568767554,0
2017-03-15T00:00:00.0,1.622404714,0
2017-03-15T01:00:00.0,1.957221897,0
2017-03-15T02:00:00.0,1.697713257,0
2017-03-15T03:00:00.0,1.473183173,0
2017-03-15T04:00:00.0,1.528039343,0
2017-03-15T05:00:00.0,1.308382887,0
2017-03-15T06:00:00.0,1.332998232,0
2017-03-15T07:00:00.0,0.938654606,0
2017-03-15T08:00:00.0,8.401651127,0
2017-03-15T09:00:00.0,1.167435301,0
2017-03-15T10:00:00.0,48.168499777,0
2017-03-15T11:00:00.0,1.09627666,0
2017-03-15T12:00:00.0,5.055662148,0
2017-03-15T13:00:00.0,31.706639386,0
2017-03-15T14:00:00.0,11.055866012,0
2017-03-15T15:00:00.0,1.092478152,0
2017-03-15T16:00:00.0,36.688090047,0
2017-03-15T17:00:00.0,5.260485999,0
2017-03-15T18:00:00.0,3.189500199,0
2017-03-15T19:00:00.0,0.864512533,0
2017-03-15T20:00:00.0,0.965743252,0
2017-03-15T21:00:00.0,1.152710159,0
2017-03-15T22:00:00.0,1.042768898,0
2017-03-15T23:00:00.0,0.78743277,0
2017-03-16T00:00:00.0,2.413872604,0
2017-03-16T01:00:00.0,1.357646684,0
2017-03-16T02:00:00.0,1.947061138,0
