Hex,timestamp,Total_revenue,Own_revenue_post_reloc,Own_rental_cost_post_reloc,Own_revenue_base_pre_reloc,Own_rental_cost_base_pre_reloc,Comp_rental_cost_base_pre_reloc,Own_revenue_delta,Own_rental_cost_delta
861f1d48fffffff,2017-03-13T05:00:00.0,1366.89,649.83,113.72,649.83,113.72,125.48,0.0,0.0
861f1d4d7ffffff,2017-03-13T05:00:00.0,1350.11,544.4,95.27,544.4,95.27,141.0,0.0,0.0
861f1d49fffffff,2017-03-13T05:00:00.0,730.6,365.3,63.93,379.91,66.48,61.37,-14.610000000000014,-2.5500000000000043
861f18b27ffffff,2017-03-13T05:00:00.0,1004.79,537.04,93.98,537.04,93.98,81.86,0.0,0.0
861f1d4f7ffffff,2017-03-13T05:00:00.0,324.0,129.6,22.68,129.6,22.68,34.02,0.0,0.0
861f1d487ffffff,2017-03-13T05:00:00.0,369.52,221.71,38.8,184.76,32.33,32.33,36.95000000000002,6.469999999999999
861f1d4afffffff,2017-03-13T05:00:00.0,224.02,112.01,19.6,112.01,19.6,19.6,0.0,0.0
861f18b37ffffff,2017-03-13T05:00:00.0,243.72,97.49,17.06,97.49,17.06,25.59,0.0,0.0
861f18b2fffffff,2017-03-13T05:00:00.0,90.0,54.0,9.45,54.0,9.45,6.3,0.0,0.0
861f1886fffffff,2017-03-13T05:00:00.0,238.0,79.33,13.88,0.0,0.0,41.65,79.33,13.88
861f1d4b7ffffff,2017-03-13T05:00:00.0,56.0,56.0,9.8,56.0,9.8,0.0,0.0,0.0
861f18b0fffffff,2017-03-13T05:00:00.0,32.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0
861f1d4dfffffff,2017-03-13T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861f1d48fffffff,2017-03-13T06:00:00.0,3578.04,1789.02,313.08,1789.02,313.08,313.08,0.0,0.0
861f1d4d7ffffff,2017-03-13T06:00:00.0,3666.0,1663.8,291.17,1579.2,276.36,365.19,84.59999999999991,14.810000000000002
861f1d49fffffff,2017-03-13T06:00:00.0,2067.45,1055.26,184.67,1119.87,195.98,165.83,-64.6099999999999,-11.310000000000002
861f18b27ffffff,2017-03-13T06:00:00.0,1688.06,901.84,157.82,901.84,157.82,137.59,0.0,0.0
861f1d4f7ffffff,2017-03-13T06:00:00.0,1697.92,703.42,123.1,703.42,123.1,174.04,0.0,0.0
861f1d487ffffff,2017-03-13T06:00:00.0,1188.32,712.99,124.77,623.87,109.18,98.78,89.12,15.58999999999999
861f1d4afffffff,2017-03-13T06:00:00.0,840.89,436.02,76.3,436.02,76.3,70.85,0.0,0.0
861f18b37ffffff,2017-03-13T06:00:00.0,719.68,276.8,48.44,276.8,48.44,77.5,0.0,0.0
861f18b2fffffff,2017-03-13T06:00:00.0,113.4,63.0,11.02,75.6,13.23,6.62,-12.599999999999994,-2.210000000000001
861f1886fffffff,2017-03-13T06:00:00.0,645.35,176.0,30.8,0.0,0.0,112.94,176.0,30.8
861f1d4b7ffffff,2017-03-13T06:00:00.0,192.0,192.0,33.6,192.0,33.6,0.0,0.0,0.0
861f18b0fffffff,2017-03-13T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861f1d4dfffffff,2017-03-13T06:00:00.0,114.0,0.0,0.0,0.0,0.0,19.95,0.0,0.0
861f1d48fffffff,2017-03-13T07:00:00.0,4020.58,2001.02,350.18,1982.5,346.94,356.66,18.519999999999982,3.240000000000009
861f1d4d7ffffff,2017-03-13T07:00:00.0,3514.05,1602.56,280.45,1525.33,266.93,348.03,77.23000000000002,13.519999999999982
861f1d49fffffff,2017-03-13T07:00:00.0,2690.85,1374.05,240.46,1412.22,247.14,223.76,-38.17000000000007,-6.679999999999978
861f18b27ffffff,2017-03-13T07:00:00.0,1759.96,925.34,161.94,925.34,161.94,146.06,0.0,0.0
861f1d4f7ffffff,2017-03-13T07:00:00.0,2037.03,833.33,145.83,833.33,145.83,210.65,0.0,0.0
861f1d487ffffff,2017-03-13T07:00:00.0,1541.92,804.48,140.78,703.92,123.19,146.65,100.56000000000006,17.590000000000003
861f1d4afffffff,2017-03-13T07:00:00.0,934.65,516.52,90.39,516.52,90.39,73.17,0.0,0.0
861f18b37ffffff,2017-03-13T07:00:00.0,507.99,240.62,42.11,213.89,37.43,51.47,26.730000000000018,4.68
861f18b2fffffff,2017-03-13T07:00:00.0,101.35,63.34,11.08,76.01,13.3,4.43,-12.670000000000002,-2.2200000000000006
861f1886fffffff,2017-03-13T07:00:00.0,158.01,39.5,6.91,19.75,3.46,24.2,19.75,3.45
861f1d4b7ffffff,2017-03-13T07:00:00.0,172.0,172.0,30.1,172.0,30.1,0.0,0.0,0.0
861f18b0fffffff,2017-03-13T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861f1d4dfffffff,2017-03-13T07:00:00.0,193.99,24.25,4.24,24.25,4.24,29.7,0.0,0.0
861f1d48fffffff,2017-03-13T08:00:00.0,3134.49,1521.6,266.28,1506.38,263.62,284.92,15.2199999999998,2.659999999999968
861f1d4d7ffffff,2017-03-13T08:00:00.0,2181.41,982.47,171.93,949.16,166.1,215.64,33.31000000000006,5.8300000000000125
861f1d49fffffff,2017-03-13T08:00:00.0,1931.77,1000.38,175.07,1017.63,178.09,159.98,-17.25,-3.0200000000000102
861f18b27ffffff,2017-03-13T08:00:00.0,1884.29,1009.44,176.65,987.01,172.73,157.02,22.430000000000064,3.920000000000016
861f1d4f7ffffff,2017-03-13T08:00:00.0,1084.26,425.2,74.41,403.94,70.69,119.06,21.25999999999999,3.719999999999999
861f1d487ffffff,2017-03-13T08:00:00.0,578.42,262.92,46.01,227.86,39.88,61.35,35.06,6.1299999999999955
861f1d4afffffff,2017-03-13T08:00:00.0,803.71,477.2,83.51,477.2,83.51,57.14,0.0,0.0
861f18b37ffffff,2017-03-13T08:00:00.0,421.85,180.79,31.64,180.79,31.64,42.18,0.0,0.0
861f18b2fffffff,2017-03-13T08:00:00.0,188.0,125.33,21.93,146.22,25.59,7.31,-20.89,-3.66
861f1886fffffff,2017-03-13T08:00:00.0,72.0,18.0,3.15,0.0,0.0,12.6,18.0,3.15
861f1d4b7ffffff,2017-03-13T08:00:00.0,132.01,117.34,20.54,117.34,20.54,2.57,0.0,0.0
861f18b0fffffff,2017-03-13T08:00:00.0,45.99,15.33,2.68,15.33,2.68,5.37,0.0,0.0
861f1d4dfffffff,2017-03-13T08:00:00.0,14.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0
861f1d48fffffff,2017-03-13T09:00:00.0,2617.86,1268.28,221.95,1235.76,216.26,241.87,32.51999999999998,5.689999999999998
861f1d4d7ffffff,2017-03-13T09:00:00.0,2203.5,936.0,163.8,897.0,156.98,228.64,39.0,6.820000000000022
861f1d49fffffff,2017-03-13T09:00:00.0,1415.83,745.98,130.55,730.75,127.88,119.89,15.230000000000018,2.670000000000016
861f18b27ffffff,2017-03-13T09:00:00.0,1162.56,620.03,108.51,620.03,108.51,94.94,0.0,0.0
861f1d4f7ffffff,2017-03-13T09:00:00.0,1166.75,491.26,85.97,399.15,69.85,134.33,92.11000000000001,16.120000000000005
861f1d487ffffff,2017-03-13T09:00:00.0,613.17,274.87,48.1,232.58,40.7,66.6,42.28999999999999,7.399999999999999
861f1d4afffffff,2017-03-13T09:00:00.0,215.77,107.88,18.88,123.3,21.58,16.18,-15.420000000000002,-2.6999999999999993
861f18b37ffffff,2017-03-13T09:00:00.0,228.32,114.16,19.98,114.16,19.98,19.98,0.0,0.0
861f18b2fffffff,2017-03-13T09:00:00.0,122.4,68.0,11.9,81.6,14.28,7.14,-13.599999999999994,-2.379999999999999
861f1886fffffff,2017-03-13T09:00:00.0,280.6,70.15,12.28,23.38,4.09,45.01,46.77000000000001,8.19
861f1d4b7ffffff,2017-03-13T09:00:00.0,50.01,33.34,5.83,33.34,5.83,2.92,0.0,0.0
861f18b0fffffff,2017-03-13T09:00:00.0,74.0,37.0,6.48,37.0,6.48,6.48,0.0,0.0
861f1d4dfffffff,2017-03-13T09:00:00.0,12.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0
861f1d48fffffff,2017-03-13T10:00:00.0,3204.82,1539.74,269.46,1521.84,266.32,294.52,17.90000000000009,3.1399999999999864
861f1d4d7ffffff,2017-03-13T10:00:00.0,2329.88,989.1,173.09,945.14,165.4,242.33,43.960000000000036,7.689999999999998
861f1d49fffffff,2017-03-13T10:00:00.0,1472.74,778.69,136.27,761.76,133.31,124.42,16.930000000000064,2.960000000000008
861f18b27ffffff,2017-03-13T10:00:00.0,1313.4,700.48,122.58,682.97,119.52,110.33,17.50999999999999,3.0600000000000023
861f1d4f7ffffff,2017-03-13T10:00:00.0,1177.68,538.37,94.21,471.07,82.44,123.66,67.30000000000001,11.769999999999996
861f1d487ffffff,2017-03-13T10:00:00.0,431.39,182.51,31.94,165.92,29.04,46.46,16.590000000000003,2.900000000000002
861f1d4afffffff,2017-03-13T10:00:00.0,440.86,249.18,43.61,268.35,46.96,30.19,-19.170000000000016,-3.3500000000000014
861f18b37ffffff,2017-03-13T10:00:00.0,268.04,134.02,23.45,134.02,23.45,23.45,0.0,0.0
861f18b2fffffff,2017-03-13T10:00:00.0,137.99,86.24,15.09,103.49,18.11,6.04,-17.25,-3.0199999999999996
861f1886fffffff,2017-03-13T10:00:00.0,252.0,56.0,9.8,28.0,4.9,39.2,28.0,4.9
861f1d4b7ffffff,2017-03-13T10:00:00.0,46.0,46.0,8.05,46.0,8.05,0.0,0.0,0.0
861f18b0fffffff,2017-03-13T10:00:00.0,28.0,14.0,2.45,14.0,2.45,2.45,0.0,0.0
861f1d4dfffffff,2017-03-13T10:00:00.0,24.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0
861f1d48fffffff,2017-03-13T11:00:00.0,3544.99,1790.4,313.32,1736.69,303.92,316.45,53.710000000000036,9.399999999999977
861f1d4d7ffffff,2017-03-13T11:00:00.0,2480.05,1093.57,191.37,1054.51,184.54,249.47,39.059999999999945,6.8300000000000125
861f1d49fffffff,2017-03-13T11:00:00.0,1812.41,898.04,157.16,881.71,154.3,162.87,16.329999999999927,2.859999999999985
861f18b27ffffff,2017-03-13T11:00:00.0,1775.28,910.4,159.32,887.64,155.34,155.34,22.75999999999999,3.9799999999999898
861f1d4f7ffffff,2017-03-13T11:00:00.0,580.0,280.0,49.0,260.0,45.5,56.0,20.0,3.5
861f1d487ffffff,2017-03-13T11:00:00.0,1354.76,607.31,106.28,560.59,98.1,138.98,46.719999999999914,8.180000000000007
861f1d4afffffff,2017-03-13T11:00:00.0,427.99,226.58,39.65,226.58,39.65,35.25,0.0,0.0
861f18b37ffffff,2017-03-13T11:00:00.0,251.99,135.69,23.75,135.69,23.75,20.35,0.0,0.0
861f18b2fffffff,2017-03-13T11:00:00.0,183.26,114.54,20.04,114.54,20.04,12.03,0.0,0.0
861f1886fffffff,2017-03-13T11:00:00.0,164.0,32.8,5.74,0.0,0.0,28.7,32.8,5.74
861f1d4b7ffffff,2017-03-13T11:00:00.0,60.0,60.0,10.5,60.0,10.5,0.0,0.0,0.0
861f18b0fffffff,2017-03-13T11:00:00.0,28.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
861f1d4dfffffff,2017-03-13T11:00:00.0,32.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0
861f1d48fffffff,2017-03-13T12:00:00.0,3467.65,1776.96,310.97,1742.45,304.93,301.91,34.50999999999999,6.0400000000000205
861f1d4d7ffffff,2017-03-13T12:00:00.0,1847.45,852.67,149.22,817.14,143.0,180.3,35.52999999999997,6.219999999999999
861f1d49fffffff,2017-03-13T12:00:00.0,1344.0,672.0,117.6,658.0,115.15,120.05,14.0,2.4499999999999886
861f18b27ffffff,2017-03-13T12:00:00.0,1810.23,838.89,146.81,816.81,142.94,173.85,22.08000000000004,3.8700000000000045
861f1d4f7ffffff,2017-03-13T12:00:00.0,561.32,251.63,44.03,232.27,40.65,57.58,19.359999999999985,3.3800000000000026
861f1d487ffffff,2017-03-13T12:00:00.0,569.98,267.18,46.76,267.18,46.76,52.99,0.0,0.0
861f1d4afffffff,2017-03-13T12:00:00.0,498.03,260.88,45.65,284.59,49.8,37.35,-23.70999999999998,-4.149999999999999
861f18b37ffffff,2017-03-13T12:00:00.0,161.98,80.99,14.17,80.99,14.17,14.17,0.0,0.0
861f18b2fffffff,2017-03-13T12:00:00.0,138.0,69.0,12.08,92.0,16.1,8.05,-23.0,-4.020000000000001
861f1886fffffff,2017-03-13T12:00:00.0,430.0,86.0,15.05,0.0,0.0,75.25,86.0,15.05
861f1d4b7ffffff,2017-03-13T12:00:00.0,106.01,106.01,18.55,106.01,18.55,0.0,0.0,0.0
861f18b0fffffff,2017-03-13T12:00:00.0,34.0,17.0,2.98,17.0,2.98,2.98,0.0,0.0
861f1d4dfffffff,2017-03-13T12:00:00.0,17.34,0.0,0.0,0.0,0.0,3.03,0.0,0.0
861f1d48fffffff,2017-03-13T13:00:00.0,4285.83,2315.57,405.22,2254.63,394.56,355.46,60.940000000000055,10.660000000000025
861f1d4d7ffffff,2017-03-13T13:00:00.0,1975.53,852.19,149.13,832.82,145.74,199.97,19.370000000000005,3.3899999999999864
861f1d49fffffff,2017-03-13T13:00:00.0,2936.19,1415.66,247.74,1389.45,243.15,270.68,26.210000000000036,4.590000000000003
861f18b27ffffff,2017-03-13T13:00:00.0,1253.89,587.26,102.77,571.39,99.99,119.44,15.870000000000005,2.780000000000001
861f1d4f7ffffff,2017-03-13T13:00:00.0,503.36,251.68,44.04,232.32,40.66,47.43,19.360000000000014,3.3800000000000026
861f1d487ffffff,2017-03-13T13:00:00.0,796.57,329.62,57.68,357.08,62.49,76.91,-27.45999999999998,-4.810000000000002
861f1d4afffffff,2017-03-13T13:00:00.0,672.0,360.0,63.0,384.0,67.2,50.4,-24.0,-4.200000000000003
861f18b37ffffff,2017-03-13T13:00:00.0,654.72,360.1,63.02,327.36,57.29,57.29,32.74000000000001,5.730000000000004
861f18b2fffffff,2017-03-13T13:00:00.0,219.6,146.4,25.62,146.4,25.62,12.81,0.0,0.0
861f1886fffffff,2017-03-13T13:00:00.0,86.24,17.25,3.02,0.0,0.0,15.09,17.25,3.02
861f1d4b7ffffff,2017-03-13T13:00:00.0,533.99,474.66,83.06,474.66,83.06,10.38,0.0,0.0
861f18b0fffffff,2017-03-13T13:00:00.0,54.0,18.0,3.15,18.0,3.15,6.3,0.0,0.0
861f1d4dfffffff,2017-03-13T13:00:00.0,247.99,41.33,7.23,0.0,0.0,43.4,41.33,7.23
861f1d48fffffff,2017-03-13T14:00:00.0,5055.96,2703.92,473.19,2648.36,463.46,421.33,55.559999999999945,9.730000000000018
861f1d4d7ffffff,2017-03-13T14:00:00.0,2030.62,854.15,149.48,821.92,143.84,211.52,32.23000000000002,5.639999999999986
861f1d49fffffff,2017-03-13T14:00:00.0,2649.42,1378.56,241.25,1357.02,237.48,226.17,21.539999999999964,3.7700000000000102
861f18b27ffffff,2017-03-13T14:00:00.0,1536.08,742.72,129.98,725.84,127.02,141.79,16.879999999999995,2.9599999999999937
861f1d4f7ffffff,2017-03-13T14:00:00.0,607.62,281.58,49.28,266.76,46.68,59.65,14.819999999999993,2.6000000000000014
861f1d487ffffff,2017-03-13T14:00:00.0,357.42,139.86,24.48,139.86,24.48,38.07,0.0,0.0
861f1d4afffffff,2017-03-13T14:00:00.0,744.36,446.62,78.16,446.62,78.16,52.11,0.0,0.0
861f18b37ffffff,2017-03-13T14:00:00.0,481.83,260.99,45.67,260.99,45.67,38.65,0.0,0.0
861f18b2fffffff,2017-03-13T14:00:00.0,166.01,118.58,20.75,118.58,20.75,8.3,0.0,0.0
861f1886fffffff,2017-03-13T14:00:00.0,16.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0
861f1d4b7ffffff,2017-03-13T14:00:00.0,99.99,99.99,17.5,99.99,17.5,0.0,0.0,0.0
861f18b0fffffff,2017-03-13T14:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861f1d4dfffffff,2017-03-13T14:00:00.0,217.99,36.33,6.36,0.0,0.0,38.15,36.33,6.36
861f1d48fffffff,2017-03-13T15:00:00.0,5478.88,3020.16,528.53,2942.72,514.98,443.83,77.44000000000005,13.549999999999955
861f1d4d7ffffff,2017-03-13T15:00:00.0,2168.51,891.89,156.08,856.91,149.96,229.53,34.98000000000002,6.1200000000000045
861f1d49fffffff,2017-03-13T15:00:00.0,3084.31,1622.27,283.9,1582.21,276.89,262.87,40.059999999999945,7.009999999999991
861f18b27ffffff,2017-03-13T15:00:00.0,1867.74,978.34,171.21,960.55,168.1,158.76,17.790000000000077,3.1100000000000136
861f1d4f7ffffff,2017-03-13T15:00:00.0,629.89,272.38,47.67,255.36,44.69,65.54,17.019999999999982,2.980000000000004
861f1d487ffffff,2017-03-13T15:00:00.0,1337.42,587.16,102.75,587.16,102.75,131.3,0.0,0.0
861f1d4afffffff,2017-03-13T15:00:00.0,404.0,222.2,38.89,242.4,42.42,28.28,-20.200000000000017,-3.530000000000001
861f18b37ffffff,2017-03-13T15:00:00.0,330.03,188.59,33.0,188.59,33.0,24.75,0.0,0.0
861f18b2fffffff,2017-03-13T15:00:00.0,42.0,31.5,5.51,21.0,3.68,3.68,10.5,1.8299999999999996
861f1886fffffff,2017-03-13T15:00:00.0,196.66,0.0,0.0,0.0,0.0,34.42,0.0,0.0
861f1d4b7ffffff,2017-03-13T15:00:00.0,60.0,60.0,10.5,60.0,10.5,0.0,0.0,0.0
861f18b0fffffff,2017-03-13T15:00:00.0,58.0,14.5,2.54,14.5,2.54,7.61,0.0,0.0
861f1d4dfffffff,2017-03-13T15:00:00.0,168.0,28.0,4.9,28.0,4.9,24.5,0.0,0.0
861f1d48fffffff,2017-03-13T16:00:00.0,7234.25,3992.01,698.6,3890.69,680.87,585.12,101.32000000000016,17.730000000000018
861f1d4d7ffffff,2017-03-13T16:00:00.0,2887.77,1123.98,196.7,1089.4,190.64,314.71,34.57999999999993,6.060000000000002
861f1d49fffffff,2017-03-13T16:00:00.0,3484.03,1762.27,308.4,1721.76,301.31,308.4,40.50999999999999,7.089999999999975
861f18b27ffffff,2017-03-13T16:00:00.0,2164.09,1119.36,195.89,1100.7,192.62,186.09,18.659999999999854,3.269999999999982
861f1d4f7ffffff,2017-03-13T16:00:00.0,1710.2,700.9,122.66,644.83,112.84,186.44,56.069999999999936,9.819999999999993
861f1d487ffffff,2017-03-13T16:00:00.0,958.39,488.59,85.5,488.59,85.5,82.22,0.0,0.0
861f1d4afffffff,2017-03-13T16:00:00.0,553.79,303.69,53.15,339.42,59.4,37.51,-35.73000000000002,-6.25
861f18b37ffffff,2017-03-13T16:00:00.0,756.01,412.37,72.16,412.37,72.16,60.14,0.0,0.0
861f18b2fffffff,2017-03-13T16:00:00.0,233.98,146.24,25.59,146.24,25.59,15.36,0.0,0.0
861f1886fffffff,2017-03-13T16:00:00.0,192.5,17.5,3.06,17.5,3.06,30.63,0.0,0.0
861f1d4b7ffffff,2017-03-13T16:00:00.0,42.67,42.67,7.47,42.67,7.47,0.0,0.0,0.0
861f18b0fffffff,2017-03-13T16:00:00.0,128.0,64.0,11.2,64.0,11.2,11.2,0.0,0.0
861f1d4dfffffff,2017-03-13T16:00:00.0,88.0,22.0,3.85,0.0,0.0,15.4,22.0,3.85
861f1d48fffffff,2017-03-13T17:00:00.0,7126.58,3634.76,636.08,3491.82,611.07,636.08,142.94000000000005,25.00999999999999
861f1d4d7ffffff,2017-03-13T17:00:00.0,3248.02,1282.66,224.46,1241.28,217.22,351.18,41.38000000000011,7.240000000000009
861f1d49fffffff,2017-03-13T17:00:00.0,3403.62,1746.36,305.61,1710.72,299.38,296.26,35.63999999999987,6.230000000000018
861f18b27ffffff,2017-03-13T17:00:00.0,2795.36,1466.1,256.57,1427.0,249.73,239.46,39.09999999999991,6.840000000000003
861f1d4f7ffffff,2017-03-13T17:00:00.0,1605.6,624.4,109.27,579.8,101.46,179.52,44.60000000000002,7.810000000000002
