timestamp,Optimization_time,Infeasibility
2017-03-13T00:00:00.0,2.22570813,0
2017-03-13T01:00:00.0,3.231733844,0
2017-03-13T02:00:00.0,2.393796841,0
2017-03-13T03:00:00.0,19.420907969,0
2017-03-13T04:00:00.0,58.132359257,0
2017-03-13T05:00:00.0,104.211090063,0
2017-03-13T06:00:00.0,8.970783842,0
2017-03-13T07:00:00.0,10.211822957,0
2017-03-13T08:00:00.0,5.411574332,0
2017-03-13T09:00:00.0,49.079007221,0
2017-03-13T10:00:00.0,19.691056613,0
2017-03-13T11:00:00.0,14.041393891,0
2017-03-13T12:00:00.0,8.938553699,0
2017-03-13T13:00:00.0,70.405334282,0
2017-03-13T14:00:00.0,15.25648498,0
2017-03-13T15:00:00.0,6.377827481,0
2017-03-13T16:00:00.0,7.479129959,0
2017-03-13T17:00:00.0,20.794284251,0
2017-03-13T18:00:00.0,53.449990642,0
2017-03-13T19:00:00.0,19.278094453,0
2017-03-13T20:00:00.0,52.830539207,0
2017-03-13T21:00:00.0,14.210556764,0
2017-03-13T22:00:00.0,2.500815438,0
2017-03-13T23:00:00.0,4.950722288,0
2017-03-14T00:00:00.0,2.896943096,0
2017-03-14T01:00:00.0,1.96626681,0
2017-03-14T02:00:00.0,2.258998312,0
2017-03-14T03:00:00.0,31.397834796,0
2017-03-14T04:00:00.0,1.562673136,0
2017-03-14T05:00:00.0,10.246743991,0
2017-03-14T06:00:00.0,19.242695029,0
2017-03-14T07:00:00.0,9.696935118,0
2017-03-14T08:00:00.0,5.098284008,0
2017-03-14T09:00:00.0,6.46205676,0
2017-03-14T10:00:00.0,14.567674714,0
2017-03-14T11:00:00.0,6.932464803,0
2017-03-14T12:00:00.0,67.528610971,0
2017-03-14T13:00:00.0,19.911628191,0
2017-03-14T14:00:00.0,7.579565176,0
2017-03-14T15:00:00.0,24.258156318,0
2017-03-14T16:00:00.0,48.617505532,0
2017-03-14T17:00:00.0,34.844774496,0
2017-03-14T18:00:00.0,22.23484362,0
2017-03-14T19:00:00.0,60.582395127,0
2017-03-14T20:00:00.0,8.202264617,0
2017-03-14T21:00:00.0,21.504647493,0
2017-03-14T22:00:00.0,53.629911793,0
2017-03-14T23:00:00.0,38.243404217,0
2017-03-15T00:00:00.0,1.669083946,0
2017-03-15T01:00:00.0,21.013955193,0
2017-03-15T02:00:00.0,30.388267781,0
2017-03-15T03:00:00.0,2.65279171,0
2017-03-15T04:00:00.0,6.587782759,0
2017-03-15T05:00:00.0,4.995316162,0
2017-03-15T06:00:00.0,8.432941435,0
2017-03-15T07:00:00.0,5.121489278,0
2017-03-15T08:00:00.0,51.587604346,0
2017-03-15T09:00:00.0,8.760302815,0
2017-03-15T10:00:00.0,21.339693478,0
2017-03-15T11:00:00.0,10.24337892,0
2017-03-15T12:00:00.0,900.003277189,0
2017-03-15T13:00:00.0,27.948634351,0
2017-03-15T14:00:00.0,6.240394583,0
2017-03-15T15:00:00.0,49.739346255,0
2017-03-15T16:00:00.0,49.337083367,0
2017-03-15T17:00:00.0,12.233340628,0
2017-03-15T18:00:00.0,5.713505216,0
2017-03-15T19:00:00.0,8.676414249,0
2017-03-15T20:00:00.0,6.074929126,0
2017-03-15T21:00:00.0,4.627416326,0
2017-03-15T22:00:00.0,3.821042296,0
2017-03-15T23:00:00.0,4.593079334,0
2017-03-16T00:00:00.0,2.625125538,0
2017-03-16T01:00:00.0,50.730674441,0
2017-03-16T02:00:00.0,18.820838445,0
2017-03-16T03:00:00.0,1.686067447,0
2017-03-16T04:00:00.0,23.108137224,0
2017-03-16T05:00:00.0,5.847215785,0
2017-03-16T06:00:00.0,4.400793042,0
2017-03-16T07:00:00.0,49.445339609,0
2017-03-16T08:00:00.0,17.520114925,0
2017-03-16T09:00:00.0,49.428050851,0
2017-03-16T10:00:00.0,8.658756401,0
2017-03-16T11:00:00.0,6.805622905,0
2017-03-16T12:00:00.0,13.19220773,0
2017-03-16T13:00:00.0,7.401827282,0
2017-03-16T14:00:00.0,4.314569659,0
2017-03-16T15:00:00.0,9.280211989,0
2017-03-16T16:00:00.0,5.735133456,0
2017-03-16T17:00:00.0,3.998046317,0
2017-03-16T18:00:00.0,5.54183277,0
2017-03-16T19:00:00.0,49.399501858,0
2017-03-16T20:00:00.0,3.568001415,0
2017-03-16T21:00:00.0,2.937914374,0
2017-03-16T22:00:00.0,5.473820929,0
2017-03-16T23:00:00.0,16.539665973,0
2017-03-17T00:00:00.0,1.172927735,0
2017-03-17T01:00:00.0,1.427044997,0
2017-03-17T02:00:00.0,1.951812161,0
2017-03-17T03:00:00.0,1.794197085,0
2017-03-17T04:00:00.0,30.913670081,0
2017-03-17T05:00:00.0,11.015358718,0
2017-03-17T06:00:00.0,48.329285842,0
2017-03-17T07:00:00.0,12.864855074,0
2017-03-17T08:00:00.0,8.200679799,0
2017-03-17T09:00:00.0,9.279878249,0
2017-03-17T10:00:00.0,15.591738387,0
2017-03-17T11:00:00.0,5.866907917,0
2017-03-17T12:00:00.0,6.436121684,0
2017-03-17T13:00:00.0,7.281080172,0
2017-03-17T14:00:00.0,12.190760228,0
2017-03-17T15:00:00.0,6.080112416,0
2017-03-17T16:00:00.0,8.80647046,0
2017-03-17T17:00:00.0,5.588426616,0
2017-03-17T18:00:00.0,4.95246704,0
2017-03-17T19:00:00.0,49.219783239,0
2017-03-17T20:00:00.0,6.866977066,0
2017-03-17T21:00:00.0,49.219897392,0
2017-03-17T22:00:00.0,3.005896157,0
2017-03-17T23:00:00.0,5.188238648,0
2017-03-18T00:00:00.0,13.61503364,0
2017-03-18T01:00:00.0,7.709335025,0
2017-03-18T02:00:00.0,33.815013587,0
2017-03-18T03:00:00.0,11.005847827,0
2017-03-18T04:00:00.0,1.136083816,0
2017-03-18T05:00:00.0,8.468975943,0
2017-03-18T06:00:00.0,3.576305234,0
2017-03-18T07:00:00.0,6.090084478,0
2017-03-18T08:00:00.0,4.577009872,0
2017-03-18T09:00:00.0,49.483062141,0
2017-03-18T10:00:00.0,14.949878286,0
2017-03-18T11:00:00.0,107.629195152,0
2017-03-18T12:00:00.0,49.656451484,0
2017-03-18T13:00:00.0,11.798179745,0
2017-03-18T14:00:00.0,15.876049207,0
2017-03-18T15:00:00.0,6.538811437,0
2017-03-18T16:00:00.0,49.284755266,0
2017-03-18T17:00:00.0,688.809204302,0
2017-03-18T18:00:00.0,41.42058974,0
2017-03-18T19:00:00.0,34.638396074,0
2017-03-18T20:00:00.0,6.587109204,0
2017-03-18T21:00:00.0,181.622402027,0
2017-03-18T22:00:00.0,165.523500787,0
2017-03-18T23:00:00.0,8.081880478,0
2017-03-19T00:00:00.0,16.67271286,0
2017-03-19T01:00:00.0,50.158021721,0
2017-03-19T02:00:00.0,1.09068722,0
2017-03-19T03:00:00.0,2.14445254,0
2017-03-19T04:00:00.0,1.431844713,0
2017-03-19T05:00:00.0,10.917845283,0
2017-03-19T06:00:00.0,7.308343253,0
2017-03-19T07:00:00.0,49.497778798,0
2017-03-19T08:00:00.0,5.703572606,0
2017-03-19T09:00:00.0,5.608187737,0
2017-03-19T10:00:00.0,9.629740046,0
2017-03-19T11:00:00.0,5.882464878,0
2017-03-19T12:00:00.0,48.913277766,0
2017-03-19T13:00:00.0,51.338075689,0
2017-03-19T14:00:00.0,8.096127454,0
2017-03-19T15:00:00.0,38.418804466,0
2017-03-19T16:00:00.0,901.691072441,0
2017-03-19T17:00:00.0,60.29189234,0
2017-03-19T18:00:00.0,14.166496659,0
2017-03-19T19:00:00.0,11.120212672,0
2017-03-19T20:00:00.0,6.202239001,0
2017-03-19T21:00:00.0,6.599139266,0
2017-03-19T22:00:00.0,18.625693705,0
2017-03-19T23:00:00.0,49.617149038,0
